barrio;ley;identificacion;circunscripcion;seccion;manzana;parcela;division;tipo_unidad;nrounidad;partidaunidad;digitoverificador;tipoplano;valuacionfiscal;nueva;mtstotales;mtscubiertos;habilitado
CABA;2095;DAMIAN EZEQUIEL LAMBOGLIA 617;;;;;DAMIAN EZEQUIEL LAMBOGLIA 617;Comercial;1;;;;0;N;0;0;S
CABA;2095;DAVID EZEQUIEL CANOP MAZAR 1189;;;;;DAVID EZEQUIEL CANOP MAZAR 1189;Comercial;1;;;;0;N;0;0;S
CABA;2095;DEJESUS CONSTRUCTORA SRL;;;;;Venta materiales construccion;Comercial;1;;;;;S;;;S
CABA;2095;DEL BARCO CENTENERA 951;;;;;CANCHAS DE FUTBOL;Comercial;1;;;;;S;;;S
CABA;2095;DEL BARCO SRL 608;;;;;DEL BARCO SRL 608;Comercial;1;;;;0;N;0;0;S
CABA;2095;DELIA MUSTACATO 1039;;;;;DELIA MUSTACATO 1039;Comercial;1;;;;0;N;0;0;S
CABA;2095;DELL PRODUCCIONES 1102;;;;;DELL PRODUCCIONES 1102;Comercial;1;;;;0;N;0;0;S
CABA;2095;DIANA ALONSO SAN MARTIN 25;;;;;DIANA ALONSO SAN MARTIN 25;Comercial;1;;;;0;N;0;0;S
CABA;2095;DIEGO ALEJANDRO VITURRO;;;;;DIEGO ALEJANDRO VITURRO;Comercial;1;;;;0;N;0;0;S
CABA;2095;DIQUESUR 1101;;;;;DIQUESUR 1101;Comercial;1;;;;0;N;0;0;S
CABA;2095;DISTRITO JOVEN;;;;;SECTOR 2 ESPACIO 2;Comercial;1;;;;;N;;;S
CABA;2095;DISTRITO JOVEN - SECTOR 2 ESPACIO 5;;;;;DISTRITO JOVEN - SECTOR 2 ESPACIO 5;Comercial;1;;;;;S;;;S
CABA;2095;DISTRITO JOVEN - SECTOR 2 ESPACIO 6;;;;;DISTRITO JOVEN - SECTOR 2 ESPACIO 6;Comercial;1;;;;;S;;;S
CABA;2095;DISTRITO JOVEN2;;;;;SECTOR 2 ESPACIO 3;Comercial;1;;;;0;N;0;0;S
CABA;2095;DISTRITO JOVEN2;;;;;Tequila;Comercial;1;;;;;N;;;S
CABA;2095;DOBLAS 1026 A 1062;;;;;DOBLAS 1026 A 1062;Comercial;1;;;;0;N;0;0;S
CABA;2095;DOMINGO BURZOMI 1077;;;;;DOMINGO BURZOMI 1077;Comercial;1;;;;0;N;0;0;S
CABA;2095;DOMINGO LATELA 93;;;;;DOMINGO LATELA 93;Comercial;1;;;;0;N;0;0;S
CABA;2095;Defensa 1251;;;;;Defensa 1251;Comercial;1;;;;;N;;;S
CABA;2095;Del Barco 954;;;;;Del Barco 954;Comercial;1;;;;;S;;;S
CABA;2095;Derudder Hermanos (FLECHABUS) 1233;;;;;Derudder Hermanos (FLECHABUS) 1233;Comercial;1;;;;0;N;0;0;S
CABA;2095;Distrito Costanera SRL 1243;;;;;Distrito Costanera SRL 1243;Comercial;1;;;;;S;;;S
CABA;2095;Distrito Joven - Costanera Norte;;;;;Espacio 3 DJ;Comercial;1254;;;;;S;;;S
CABA;2095;Distrito Joven - Sector 4;;;;;Distrito Joven - Sector 4;Comercial;1;;;;;S;;;S
CABA;2095;ECOPARQUE SARMIENTO 2715 - EX ZOOLOGICO;;;;;Casa de los Osos;Comercial;1;;;;;S;;;S
CABA;2095;ECOPARQUE SARMIENTO 2715 - EX ZOOLOGICO;;;;;Casita Bagley;Comercial;1;;;;0;N;0;0;S
CABA;2095;ECOPARQUE SARMIENTO 2715 - EX ZOOLOGICO;;;;;Ecoparque de Buenos Aires;Comercial;1;;;;0;N;0;0;S
CABA;2095;ECOPARQUE SARMIENTO 2715 - EX ZOOLOGICO;;;;;El Aguila;Comercial;1;;;;;S;;;S
CABA;2095;EDUARDO JOSE COUTURE 2151;;;;;ESTACIONAMIENTO;Comercial;1;;;;;S;;;S
CABA;2095;EDUARDO ODRIOZOLA 721;;;;;EDUARDO ODRIOZOLA 721;Comercial;1;;;;0;N;0;0;S
CABA;2095;EL MIRASOL DE LA RECOVA 459;;;;;EL MIRASOL DE LA RECOVA 459;Comercial;1;;;;0;N;0;0;S
CABA;2095;ELBA ADRIANA NUñEZ DE AUTERI 731;;;;;ELBA ADRIANA NUñEZ DE AUTERI 731;Comercial;1;;;;0;N;0;0;S
CABA;2095;ELBA DOMINGUEZ 707;;;;;ELBA DOMINGUEZ 707;Comercial;1;;;;0;N;0;0;S
CABA;2095;EMPRENDIMIENTO RECOLETA 1;;;;;EMPRENDIMIENTO RECOLETA 1;Comercial;1;;;;0;N;0;0;S
CABA;2095;ERMELINDA MEDINA 354;;;;;ERMELINDA MEDINA 354;Comercial;1;;;;0;N;0;0;S
CABA;2095;ERNESTO WENCESLAO SOSA 621;;;;;ERNESTO WENCESLAO SOSA 621;Comercial;1;;;;0;N;0;0;S
CABA;2095;ERTACH 1001;;;;;ERTACH 1001;Comercial;1;;;;0;N;0;0;S
CABA;2095;ESPACIO Nº 5 SECTOR 1 DISTRITO JOVEN;;;;;ESPACIO Nº 5 SECTOR 1 DISTRITO JOVEN;Comercial;1;;;;;S;;;S
CABA;2095;ESTACION BOLIVAR LINEA E;;;;;LOCAL N°1/2;Comercial;1;;;;;S;;;S
CABA;2095;ESTACIONAMIENTO RAMON FALCON 258;;;;;ESTACIONAMIENTO RAMON FALCON 258;Comercial;1;;;;0;N;0;0;S
CABA;2095;ESTACIÓN ACOYTE LÍNEA A;;;;;LOCAL 2;Comercial;1;;;;;S;;;S
CABA;2095;ESTACIÓN CALLAO LÍNEA B;;;;;LOCAL 13;Comercial;1;;;;;S;;;S
CABA;2095;ESTACIÓN CALLAO LÍNEA B;;;;;LOCAL 2;Comercial;2;;;;;S;;;S
CABA;2095;ESTACIÓN PUEYRREDON LÍNEA B;;;;;LOCAL 11;Comercial;2;;;;;S;;;S
CABA;2095;ESTACIÓN PUEYRREDON LÍNEA B;;;;;LOCAL 8;Comercial;1;;;;;S;;;S
CABA;2095;EVA MADRID FUENTES 87;;;;;EVA MADRID FUENTES 87;Comercial;1;;;;0;N;0;0;S
CABA;2095;El Tambito;;;;;Adolfo Berro 3900;Comercial;1;;;;;S;;;S
CABA;2095;El Águila  1204;;;;;El Águila  1204;Comercial;1;;;;0;N;0;0;S
CABA;2095;Emprendimientos Comunitarios 1178;;;;;Emprendimientos Comunitarios 1178;Comercial;1;;;;0;N;0;0;S
CABA;2095;Emprendimientos Rio S.A.;;;;;Espacio 6 DJ;Comercial;1261;;;;;S;;;S
CABA;2095;Entresuelo Centro Cultural General San Martín  1120;;;;;Entresuelo Centro Cultural General San Martín  1120;Comercial;1;;;;0;N;0;0;S
CABA;2095;"Espacio 1 sector 2 del ""Distrito Joven-Costanera Norte""";;;;;"Espacio 1 sector 2 del ""Distrito Joven-Costanera Norte""";Comercial;1;;;;;S;;;S
CABA;2095;Espacio 4 Sector 1 Distrito Joven;;;;;Espacio 4 Sector 1 Distrito Joven;Comercial;1;;;;;S;;;S
CABA;2095;Espacio 60m2 - Sala 3 en interior CC Recoleta - Bar Guapa  1227;;;;;Espacio 60m2 - Sala 3 en interior CC Recoleta - Bar Guapa  1227;Comercial;1;;;;0;N;0;0;S
CABA;2095;"Espacio N° 1 del polígono del Distrito U14 ""Distrito Joven -Costanera Norte""";;;;;"Espacio N° 1 del polígono del Distrito U14 ""Distrito Joven -Costanera Norte""";Comercial;1;;;;;S;;;S
CABA;2095;Espacio en Hogar Respiratorio Htal. María Ferrer 187;;;;;Espacio en Hogar Respiratorio Htal. María Ferrer 187;Comercial;1;;;;0;N;0;0;S
CABA;2095;Espacio en la Torre Espacial del Parque de la Ciudad Av. Fernández de la Cruz 4000;;;;;Espacio en la Torre Espacial del Parque de la Ciudad Av. Fernández de la Cruz 4000;Comercial;1;;;;;S;;;S
CABA;2095;Estación  Retiro Linea E- Local 1;;;;;1;Comercial;1;;;;;S;;;S
CABA;2095;Estación Alem Linea B;;;;;Local 5;Comercial;1;;;;;S;;;S
CABA;2095;Estación Callao Linea B;;;;;Estación Callao Linea B, Local 10;Comercial;1;;;;;S;;;S
CABA;2095;Estación Callao Linea B;;;;;Local 4/5;Comercial;1;;;;;S;;;S
CABA;2095;Estación Callao Linea B, Local 1;;;;;Estación Callao Linea B, Local 1;Comercial;1;;;;;S;;;S
CABA;2095;Estación Carlos Gardel Linea B;;;;;Local 3;Comercial;1;;;;;S;;;S
CABA;2095;Estación Carlos Gardel Linea B- Local 6;;;;;1;Comercial;1;;;;;S;;;S
CABA;2095;Estación Carlos Pellegrini Linea B;;;;;Local 8;Comercial;1;;;;;S;;;S
CABA;2095;Estación Carranza Linea D, Local 6;;;;;Estación Carranza Linea D, Local 6;Comercial;1;;;;;S;;;S
CABA;2095;Estación Catalinas Linea E, Local 3;;;;;Estación Catalinas Linea E, Local 3;Comercial;1;;;;;S;;;S
CABA;2095;Estación Catalinas Linea E, Local 4;;;;;Estación Catalinas Linea E, Local 4;Comercial;1;;;;;S;;;S
CABA;2095;Estación Catalinas Linea E- Local 1;;;;;1;Comercial;1;;;;;S;;;S
CABA;2095;Estación Correo Central Linea E- Local 2;;;;;1;Comercial;1;;;;;S;;;S
CABA;2095;Estación Federico Lacroze Linea B, local 3;;;;;Estación Federico Lacroze Linea B, local 3;Comercial;1;;;;;S;;;S
CABA;2095;Estación Florida Linea B;;;;;Local 2;Comercial;1;;;;;S;;;S
CABA;2095;Estación Florida Linea B LOCAL  3;;;;;1;Comercial;1;;;;;S;;;S
CABA;2095;Estación Galeria Lima Linea A, Local 10;;;;;Estación Galeria Lima Linea A, Local 10;Comercial;1;;;;;S;;;S
CABA;2095;Estación Gardel, Linea B Local 2;;;;;Estación Gardel, Linea B Local 2;Comercial;1;;;;;S;;;S
CABA;2095;Estación José Hernandez  Linea D;;;;;Local 3;Comercial;1;;;;;S;;;S
CABA;2095;Estación Leandro N. Alem Linea B- Local 6B;;;;;1;Comercial;1;;;;;S;;;S
CABA;2095;Estación Lima, Linea A Local 2 Pasaje Galeria;;;;;Estación Lima, Linea A Local 2 Pasaje Galeria;Comercial;1;;;;;S;;;S
CABA;2095;Estación Palermo Linea D;;;;;Local 9;Comercial;1;;;;;S;;;S
CABA;2095;Estación Pasaje Galeria Lima Linea A, Local 4;;;;;Estación Pasaje Galeria Lima Linea A, Local 4;Comercial;1;;;;;S;;;S
CABA;2095;Estación Pasaje Lima A- Local 6;;;;;1;Comercial;1;;;;;S;;;S
CABA;2095;Estación Pasaje Lima Linea A- Local 3;;;;;1;Comercial;1;;;;;S;;;S
CABA;2095;Estación Pasteur Linea B;;;;;Local 4/5;Comercial;1;;;;;S;;;S
CABA;2095;Estación Pasteur Linea B - Local 2/3;;;;;Local 2/3;Comercial;1;;;;;S;;;S
CABA;2095;Estación Pasteur Linea B- Local 2/3;;;;;Local 2/3;Comercial;1;;;;;S;;;S
CABA;2095;Estación Pasteur, Linea B Local 4/5;;;;;Estación Pasteur, Linea B Local 4/5;Comercial;1;;;;;S;;;S
CABA;2095;Estación Plaza Miserere Linea A - Local 7/8;;;;;1;Comercial;1;;;;;S;;;S
CABA;2095;Estación Retiro Linea C, Local 5;;;;;Estación Retiro Linea C, Local 5;Legal;1;;;;;S;;;S
CABA;2095;Estación Retiro Linea E, Local 4;;;;;Estación Retiro Linea E, Local 4;Comercial;1;;;;;S;;;S
CABA;2095;Estación Retiro Linea E-  Local 3;;;;;1;Comercial;1;;;;;S;;;S
CABA;2095;FABIO AMADO CANALE 1052;;;;;FABIO AMADO CANALE 1052;Comercial;1;;;;0;N;0;0;S
CABA;2095;FABIO HECTOR VIRUEGA 1022;;;;;FABIO HECTOR VIRUEGA 1022;Comercial;1;;;;0;N;0;0;S
CABA;2095;FACUNDO CAVALIERI 713;;;;;FACUNDO CAVALIERI 713;Comercial;1;;;;0;N;0;0;S
CABA;2095;FACUNDO DANIEL CAVALIERI 1071;;;;;FACUNDO DANIEL CAVALIERI 1071;Comercial;1;;;;0;N;0;0;S
CABA;2095;FEDERICO VECCHIARELLI 1057;;;;;FEDERICO VECCHIARELLI 1057;Comercial;1;;;;0;N;0;0;S
CABA;2095;FERNANDO MARTIN SCHNIPER 801;;;;;FERNANDO MARTIN SCHNIPER 801;Comercial;1;;;;0;N;0;0;S
CABA;2095;FOOD CO 1099;;;;;FOOD CO 1099;Comercial;1;;;;0;N;0;0;S
CABA;2095;FOTOGRAFICA 1141;;;;;FOTOGRAFICA 1141;Comercial;1;;;;0;N;0;0;S
CABA;2095;FRANCISCO CONSTANTINO FILIPPELLI 722;;;;;FRANCISCO CONSTANTINO FILIPPELLI 722;Comercial;1;;;;0;N;0;0;S
CABA;2095;FRANCISCO FILIPPELLI 1069;;;;;FRANCISCO FILIPPELLI 1069;Comercial;1;;;;0;N;0;0;S
CABA;2095;FUNDACION HTAL. DE PEDIATRIA DR. GARRAHAN 565;;;;;FUNDACION HTAL. DE PEDIATRIA DR. GARRAHAN 565;Comercial;1;;;;0;N;0;0;S
CABA;2095;FUNDACION MADRES DE PLAZA DE MAYO 525;;;;;FUNDACION MADRES DE PLAZA DE MAYO 525;Comercial;1;;;;0;N;0;0;S
CABA;2095;FUNDACION UNIVERSIDAD TORCUATO DI TELLA 1048;;;;;FUNDACION UNIVERSIDAD TORCUATO DI TELLA 1048;Comercial;1;;;;0;N;0;0;S
CABA;2095;Farmacia De La Estrella S.R.L. 1173;;;;;DEFENSA 215 CABA;Comercial;1;;;;;N;;;S
CABA;2095;Farmacia De La Estrella S.R.L. 1173;;;;;Farmacia De La Estrella S.R.L. 1173;Comercial;1;;;;0;N;0;0;S
CABA;2095;Federacion Ecuestre Argentina - Steaks - Horses - UTE 1231;;;;;Federaci?n Ecuestre Argentina - Steaks - Horses - UTE 1231;Comercial;1;;;;0;N;0;0;S
CABA;2095;Fracción terreno-playón (C.A.R.P.)  763;;;;;Fracción terreno-playón (C.A.R.P.)  763;Comercial;1;;;;0;N;0;0;S
CABA;2095;GABRIEL DARIO ABT 1046;;;;;GABRIEL DARIO ABT 1046;Comercial;1;;;;0;N;0;0;S
CABA;2095;GABRIEL JOSE GRIRO 117;;;;;GABRIEL JOSE GRIRO 117;Comercial;1;;;;0;N;0;0;S
CABA;2095;GAGLIANO CARLOS FABIAN 1063;;;;;GAGLIANO CARLOS FABIAN 1063;Comercial;1;;;;0;N;0;0;S
CABA;2095;GAME TENIS CLUB 541;;;;;GAME TENIS CLUB 541;Comercial;1;;;;0;N;0;0;S
CABA;2095;GANA COMPLEJO DEPORTIVO 279;;;;;GANA COMPLEJO DEPORTIVO 279;Comercial;1;;;;0;N;0;0;S
CABA;2095;GASOLEO 280;;;;;GASOLEO 280;Comercial;1;;;;0;N;0;0;S
CABA;2095;GEA 8 1091;;;;;GEA 8 1091;Comercial;1;;;;0;N;0;0;S
CABA;2095;GEA 8 554;;;;;GEA 8 554;Comercial;1;;;;0;N;0;0;S
CABA;2095;GEA 8 586;;;;;GEA 8 586;Comercial;1;;;;0;N;0;0;S
CABA;2095;GEA 8 785;;;;;GEA 8 785;Comercial;1;;;;0;N;0;0;S
CABA;2095;GEA 8 968;;;;;GEA 8 968;Comercial;1;;;;0;N;0;0;S
CABA;2095;GOMEZ JUAN RAMON 143;;;;;GOMEZ JUAN RAMON 143;Comercial;1;;;;0;N;0;0;S
CABA;2095;GRUPO AL SUR UTE 901;;;;;GRUPO AL SUR UTE 901;Comercial;1;;;;0;N;0;0;S
CABA;2095;GUILLERMO JORGE TABOADA 1060;;;;;GUILLERMO JORGE TABOADA 1060;Comercial;1;;;;0;N;0;0;S
CABA;2095;GUSTAVO VILA 708;;;;;GUSTAVO VILA 708;Comercial;1;;;;0;N;0;0;S
CABA;2095;HAPPENING 2;;;;;HAPPENING 2;Comercial;1;;;;0;N;0;0;S
CABA;2095;HAPPENING 2;;;;;HAPPENING 2;Comercial;1255;;;;;N;;;S
CABA;2095;HECTOR CARLOS RODRIGUEZ 982;;;;;HECTOR CARLOS RODRIGUEZ 982;Comercial;1;;;;0;N;0;0;S
CABA;2095;HECTOR EDUARDO AVILA 83;;;;;HECTOR EDUARDO AVILA 83;Comercial;1;;;;0;N;0;0;S
CABA;2095;HEMILSE MARIA GALLARATI - MARGARITA BEATRIZ RIOS SH 852;;;;;HEMILSE MARIA GALLARATI - MARGARITA BEATRIZ RIOS SH 852;Comercial;1;;;;0;N;0;0;S
CABA;2095;HERNAN DAVID SIGNORI 779;;;;;HERNAN DAVID SIGNORI 779;Comercial;1;;;;0;N;0;0;S
CABA;2095;HILARIA ARANDA 1058;;;;;HILARIA ARANDA 1058;Comercial;1;;;;0;N;0;0;S
CABA;2095;HIPICO MEDITERRANEA - RESTAURANT A LOS AMIGOS UTE 69;;;;;HIPICO MEDITERRANEA - RESTAURANT A LOS AMIGOS UTE 69;Comercial;1;;;;0;N;0;0;S
CABA;2095;HIPOLITO YRIGOYEN Y SAENZ PEÑA;;;;;HIPOLITO YRIGOYEN Y SAENZ PEÑA;Comercial;1;;;;0;N;0;0;S
CABA;2095;HOSPITAL GENERAL DE AGUDOS CECILIA GRIERSON;;;;;LOCAL;Comercial;1;;;;;S;;;S
CABA;2095;Hatzlaja SA 1244;;;;;Hatzlaja SA 1244;Comercial;1;;;;;S;;;S
CABA;2095;Hernan Grosso 1144;;;;;Hernan Grosso 1144;Comercial;1;;;;0;N;0;0;S
CABA;2095;Hoboken 1167;;;;;Hoboken 1167;Comercial;1;;;;0;N;0;0;S
CABA;2095;Hoyo uno de Palermo;;;;;Hoyo uno de Palermo;Comercial;1;;;;0;N;0;0;S
CABA;2095;Hoyo uno de Palermo 1229;;;;;Hoyo uno de Palermo 1229;Comercial;1;;;;0;N;0;0;S
CABA;2095;Huergo;;;;;Huergo;Comercial;1;;;;;S;;;S
CABA;2095;INDIANA IZQUIERDO 1075;;;;;INDIANA IZQUIERDO 1075;Comercial;1;;;;0;N;0;0;S
CABA;2095;INTERSERVICE SERVICIOS EMPRESARIOS 149;;;;;INTERSERVICE SERVICIOS EMPRESARIOS 149;Comercial;1;;;;0;N;0;0;S
CABA;2095;INTERSERVICE SERVICIOS EMPRESARIOS 903;;;;;INTERSERVICE SERVICIOS EMPRESARIOS 903;Comercial;1;;;;0;N;0;0;S
CABA;2095;INTERSERVICE SERVICIOS EMPRESARIOS SA;;;;;INTERSERVICE SERVICIOS EMPRESARIOS SA 1279;Comercial;1;;;;;N;;;S
CABA;2095;Imana SRL 1245;;;;;Imana SRL 1245;Comercial;1;;;;;N;4000;;S
CABA;2095;Inspecentro 1106;;;;;Inspecentro 1106;Comercial;1;;;;0;N;0;0;S
CABA;2095;Inspecentro 1107;;;;;Inspecentro 1107;Comercial;1;;;;0;N;0;0;S
CABA;2095;JARDIN ZOOLOGICO DE LA CIUDAD DE BUENOS AIRES 1053;;;;;JARDIN ZOOLOGICO DE LA CIUDAD DE BUENOS AIRES 1053;Comercial;1;;;;0;N;0;0;S
CABA;2095;JAVIER GONZALO GONZALEZ 983;;;;;JAVIER GONZALO GONZALEZ 983;Comercial;1;;;;0;N;0;0;S
CABA;2095;JORGE COSTAS 450;;;;;JORGE COSTAS 450;Comercial;1;;;;0;N;0;0;S
CABA;2095;JORGE FRANCISCO RAMOS 1040;;;;;JORGE FRANCISCO RAMOS 1040;Comercial;1;;;;0;N;0;0;S
CABA;2095;JORGE MOSQUERA 962;;;;;JORGE MOSQUERA 962;Comercial;1;;;;0;N;0;0;S
CABA;2095;JORGE RICARDO MOSQUERA 768;;;;;JORGE RICARDO MOSQUERA 768;Comercial;1;;;;0;N;0;0;S
CABA;2095;JORGE TAROCCO 636;;;;;JORGE TAROCCO 636;Comercial;1;;;;0;N;0;0;S
CABA;2095;JOSE ANTONIO TOHALINO ARICA 1042;;;;;JOSE ANTONIO TOHALINO ARICA 1042;Comercial;1;;;;0;N;0;0;S
CABA;2095;JOSE FRANCISCO CARDOZO 1003;;;;;JOSE FRANCISCO CARDOZO 1003;Comercial;1;;;;0;N;0;0;S
CABA;2095;JOSE LUIS BOGARIN 140;;;;;JOSE LUIS BOGARIN 140;Comercial;1;;;;0;N;0;0;S
CABA;2095;JOSE LUIS CORNIOLA 573;;;;;JOSE LUIS CORNIOLA 573;Comercial;1;;;;0;N;0;0;S
CABA;2095;JOSE MARIA MORENO 939 T 945 T;;;;;Loc. comercial, deportivo, gastronómico y oficinas;Comercial;1;;;;;S;;;S
CABA;2095;JOSE PABLO SOTO 958;;;;;JOSE PABLO SOTO 958;Comercial;1;;;;0;N;0;0;S
CABA;2095;JUAN CARLOS PERALTA 710;;;;;JUAN CARLOS PERALTA 710;Comercial;1;;;;0;N;0;0;S
CABA;2095;JUAN PABLO COUTO 1000;;;;;JUAN PABLO COUTO 1000;Comercial;1;;;;0;N;0;0;S
CABA;2095;JUAN PABLO COUTO Y GRISELDA BEATRIZ GOMEZ 732;;;;;JUAN PABLO COUTO Y GRISELDA BEATRIZ GOMEZ 732;Comercial;1;;;;0;N;0;0;S
CABA;2095;JUAN RAMON BRITO 991;;;;;JUAN RAMON BRITO 991;Comercial;1;;;;0;N;0;0;S
CABA;2095;JULIA NASI 720;;;;;JULIA NASI 720;Comercial;1;;;;0;N;0;0;S
CABA;2095;JULIO ABEL RAMIREZ 137;;;;;JULIO ABEL RAMIREZ 137;Comercial;1;;;;0;N;0;0;S
CABA;2095;Jefatura de Gobierno - Uspallata 3150;;;;;Gastronómico;Comercial;1;;;;;S;;;S
CABA;2095;José Hernández Linea D, Local 2;;;;;José Hernández Linea D, Local 2;Comercial;1;;;;;S;;;S
CABA;2095;LAGOS DE PALERMO 1032;;;;;LAGOS DE PALERMO 1032;Comercial;1;;;;0;N;0;0;S
CABA;2095;LAGUELA NORBERTO HECTOR 990;;;;;LAGUELA NORBERTO HECTOR 990;Comercial;1;;;;0;N;0;0;S
CABA;2095;LAHET;;;;;MADERO 328;Comercial;1;;;;0;N;0;0;S
CABA;2095;LAVALLE 735 403;;;;;LAVALLE 735 403;Comercial;1;;;;0;N;0;0;S
CABA;2095;LILIANA BEATRIZ DOTI 85;;;;;LILIANA BEATRIZ DOTI 85;Comercial;1;;;;0;N;0;0;S
CABA;2095;LIMA 1261;;;;;LIMA 1261;Comercial;1;;;;;S;;;S
CABA;2095;LJM 1142;;;;;LJM 1142;Comercial;1;;;;0;N;0;0;S
CABA;2095;LOCAL 2 DE LA ESTACION CATALINAS LINEA E SUBTERRANEOS BS AS;;;;;1;Comercial;1;;;;;S;;;S
CABA;2095;LOGINTER 1240;;;;;LOGINTER 1240;Comercial;1;;;;0;N;0;0;S
CABA;2095;LOS CONSTITUYENTES;;;;;LOS CONSTITUYENTES;Comercial;1;;;;;S;;;S
CABA;2095;LUCIA CAREW 145;;;;;LUCIA CAREW 145;Comercial;1;;;;0;N;0;0;S
CABA;2095;LUCIA RONCHI 124;;;;;LUCIA RONCHI 124;Comercial;1;;;;0;N;0;0;S
CABA;2095;La Pampa 2215;;;;;Biblioteca Leopoldo Lugones;Comercial;1;;;;;S;;;S
CABA;2095;Lafuente 1000 BAU1;;;;;Lafuente 1000 BAU1;Comercial;1000;;;;;S;;;S
CABA;2095;Liga Amateur de fútbol de Flores  408;;;;;Liga Amateur de fútbol de Flores  408;Comercial;1;;;;0;N;0;0;S
CABA;2095;Los Constituyentes 1103;;;;;Los Constituyentes 1103;Comercial;1;;;;0;N;0;0;S
CABA;2095;Los Hijos De 1188;;;;;Los Hijos De 1188;Comercial;1;;;;0;N;0;0;S
CABA;2095;Luis Saenz Peña 1244;;;;;Luis Saenz Peña 1244;Comercial;1;;;;;S;;;S
CABA;2095;MADERO 328;;;;;MADERO 328;Comercial;1;;;;;S;;;S
CABA;2095;MAILLOL 1114;;;;;MAILLOL 1114;Comercial;1;;;;0;N;0;0;S
CABA;2095;MAILLOL 29;;;;;MAILLOL 29;Comercial;1;;;;0;N;0;0;S
CABA;2095;MARCELO FABIAN INNOCENTI 604;;;;;MARCELO FABIAN INNOCENTI 604;Comercial;1;;;;0;N;0;0;S
CABA;2095;MARCELO FABIAN INNOCENTI 650;;;;;MARCELO FABIAN INNOCENTI 650;Comercial;1;;;;0;N;0;0;S
CABA;2095;MARCELO JAUREGUI 1055;;;;;MARCELO JAUREGUI 1055;Comercial;1;;;;0;N;0;0;S
CABA;2095;MARIA ALEJANDRA GIMENEZ 725;;;;;MARIA ALEJANDRA GIMENEZ 725;Comercial;1;;;;0;N;0;0;S
CABA;2095;MARIA ANGELICA SCHWARZ LUCIANI 638;;;;;MARIA ANGELICA SCHWARZ LUCIANI 638;Comercial;1;;;;0;N;0;0;S
CABA;2095;MARIA ELENA ALFONSO 99;;;;;MARIA ELENA ALFONSO 99;Comercial;1;;;;0;N;0;0;S
CABA;2095;MARIA LUISA D AQUINO 1044;;;;;MARIA LUISA D AQUINO 1044;Comercial;1;;;;0;N;0;0;S
CABA;2095;MARIANO EDUARDO ZUCCONI 107;;;;;MARIANO EDUARDO ZUCCONI 107;Comercial;1;;;;0;N;0;0;S
CABA;2095;MASBOR 1236;;;;;MASBOR 1236;Comercial;1;;;;0;N;0;0;S
CABA;2095;MASBOR 956;;;;;MASBOR 956;Comercial;1;;;;0;N;0;0;S
CABA;2095;MAXPETRO 1190;;;;;MAXPETRO 1190;Comercial;1;;;;0;N;0;0;S
CABA;2095;MEJORAMIENTO HOSPITALARIO - ALDIYAIV UTE 789;;;;;MEJORAMIENTO HOSPITALARIO - ALDIYAIV UTE 789;Comercial;1;;;;0;N;0;0;S
CABA;2095;MEK 34;;;;;MEK 34;Comercial;1;;;;0;N;0;0;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCAL 36;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCAL 40 Y 41;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCAL 51;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCAL 59;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCAL 62;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCAL 66;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCAL 8;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCAL N° 37;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCAL N°35;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCAL N°54;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCAL N°7;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCAL N°70;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES 22 y 23;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES 24 Y 25;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES 38 Y 39;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES 60 Y 61;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES N° 28/29;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES N° 46/47/48/49/50;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES N°12/13/14/15/16/17;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES N°30/31/32;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES N°33/34;Comercial;1;;;;;S;;;S
