aa_ocompra;n_ocompra;aa_certificado;t_form_medicion;o_certificado;aa_factura;o_factura;t_factura;e_factura;t_fact_proveedor;n_suc_fact_proveedor;n_fact_proveedor;f_factura;fh_alta;f_autorizacion;c_numcred;c_juris;c_sjuris;c_entidad;c_programa;c_inciso;c_pprincipal;c_pparcial;c_psparcial;c_ubica_geo;i_devengado;i_pagado
2021;37242;2022;DRP;13126;2022;578083;FRP;Y;B;2;3936;2023-02-03 00:00:00;2023-02-06 23:48:25;2023-02-08 00:00:00;45153;55;0;0;3;3;3;5;0;1;7475348,2;7475348,2
2021;37242;2022;DRP;12587;2022;575934;FRP;Y;B;2;3929;2023-01-30 00:00:00;2023-02-01 20:54:35;2023-02-03 00:00:00;45153;55;0;0;3;3;3;5;0;1;1336953,33;1336953,33
2021;37275;2022;DRP;12588;2022;578072;FRP;Y;B;4;3960;2023-02-01 00:00:00;2023-02-06 23:43:41;2023-02-08 00:00:00;45153;55;0;0;3;3;3;5;0;1;9177367;9177367
2021;32722;2022;DRP;12680;2022;577741;FRP;Y;B;2;604;2023-02-02 00:00:00;2023-02-06 10:36:27;2023-02-06 00:00:00;16060;45;0;0;31;3;3;1;0;1;1110040,66;1110040,66
2021;65638;2023;DRP;272;2023;70084;FRP;Y;B;4;4413;2023-03-06 00:00:00;2023-03-09 18:35:12;2023-03-23 00:00:00;7268;70;0;0;1;3;3;5;0;14;1386585,79;1386585,79
2021;65638;2023;DRP;272;2023;70084;FRP;Y;B;4;4413;2023-03-06 00:00:00;2023-03-09 18:35:12;2023-03-23 00:00:00;23898;70;0;0;1;3;3;5;0;2;6597265,29;6597265,29
2021;65639;2022;DRP;13704;2022;586180;FRP;Y;B;3;21161;2023-03-07 00:00:00;2023-03-09 18:17:24;2023-03-23 00:00:00;46831;70;0;0;1;3;3;5;0;8;1864754,54;1864754,54
2021;65639;2022;DRP;13704;2022;586180;FRP;Y;B;3;21161;2023-03-07 00:00:00;2023-03-09 18:17:24;2023-03-23 00:00:00;46832;70;0;0;1;3;3;5;0;9;901362,58;901362,58
2021;65639;2022;DRP;13704;2022;586180;FRP;Y;B;3;21161;2023-03-07 00:00:00;2023-03-09 18:17:24;2023-03-23 00:00:00;39389;70;0;0;1;3;3;5;0;8;3892439,92;3892439,92
2021;65639;2022;DRP;13704;2022;586180;FRP;Y;B;3;21161;2023-03-07 00:00:00;2023-03-09 18:17:24;2023-03-23 00:00:00;50941;70;0;0;26;3;3;5;0;1;551702,08;551702,08
2021;65639;2022;DRP;13704;2022;586180;FRP;Y;B;3;21161;2023-03-07 00:00:00;2023-03-09 18:17:24;2023-03-23 00:00:00;61188;70;0;0;57;3;3;5;0;11;1447974,89;1447974,89
2021;65643;2022;DRP;10979;2022;551859;FRP;Y;B;2;3820;2022-12-31 00:00:00;2023-01-04 09:23:15;2023-01-05 00:00:00;39375;70;0;0;7;3;3;5;0;4;4036,73;4036,73
2021;65643;2022;DRP;10979;2022;551859;FRP;Y;B;2;3820;2022-12-31 00:00:00;2023-01-04 09:23:15;2023-01-05 00:00:00;53915;70;0;0;1;3;3;5;0;14;64161,17;64161,17
2021;65644;2022;DRP;11975;2022;570509;FRP;Y;B;3;62;2023-01-18 00:00:00;2023-01-25 16:23:57;2023-01-26 00:00:00;39385;70;0;0;1;3;3;5;0;4;3212412,32;3212412,32
2021;65644;2022;DRP;11975;2022;570509;FRP;Y;B;3;62;2023-01-18 00:00:00;2023-01-25 16:23:57;2023-01-26 00:00:00;46131;70;0;0;1;3;3;5;0;4;3520085,1;3520085,1
2021;65644;2022;DRP;11975;2022;570509;FRP;Y;B;3;62;2023-01-18 00:00:00;2023-01-25 16:23:57;2023-01-26 00:00:00;46130;70;0;0;1;3;3;5;0;3;13398,33;13398,33
2021;65644;2022;DRP;11975;2022;570509;FRP;Y;B;3;62;2023-01-18 00:00:00;2023-01-25 16:23:57;2023-01-26 00:00:00;46545;70;0;0;3;3;3;5;0;3;3048955,28;3048955,28
2021;65644;2022;DRP;11975;2022;570509;FRP;Y;B;3;62;2023-01-18 00:00:00;2023-01-25 16:23:57;2023-01-26 00:00:00;53913;70;0;0;1;3;3;5;0;4;5589428,46;5589428,46
2021;65644;2022;DRP;11975;2022;570509;FRP;Y;B;3;62;2023-01-18 00:00:00;2023-01-25 16:23:57;2023-01-26 00:00:00;58244;70;0;0;5;3;3;5;0;3;28221,52;28221,52
2021;65644;2022;DRP;11975;2022;570509;FRP;Y;B;3;62;2023-01-18 00:00:00;2023-01-25 16:23:57;2023-01-26 00:00:00;53292;70;0;0;1;3;3;5;0;4;833791,22;833791,22
2021;65644;2022;DRP;11975;2022;570509;FRP;Y;B;3;62;2023-01-18 00:00:00;2023-01-25 16:23:57;2023-01-26 00:00:00;58908;70;0;0;5;3;3;5;0;4;5171,15;5171,15
2021;65644;2022;DRP;11975;2022;568263;FRP;D;B;2;62;2023-01-18 00:00:00;2023-01-20 11:57:34;2023-01-25 00:00:00;46141;70;0;0;3;3;3;5;0;1;3532916,51;
2021;65644;2022;DRP;11975;2022;568263;FRP;D;B;2;62;2023-01-18 00:00:00;2023-01-20 11:57:34;2023-01-25 00:00:00;49450;70;0;0;59;3;3;5;0;1;1294385,54;
2021;65644;2022;DRP;11975;2022;568263;FRP;D;B;2;62;2023-01-18 00:00:00;2023-01-20 11:57:34;2023-01-25 00:00:00;49451;70;0;0;59;3;3;5;0;3;5241809,52;
2021;65641;2022;DRP;13436;2022;584133;FRP;Y;B;4;4032;2023-03-02 00:00:00;2023-03-07 10:56:36;2023-03-07 00:00:00;48338;70;0;0;40;3;3;5;0;4;3109871,25;3109871,25
2021;65641;2022;DRP;13436;2022;584133;FRP;Y;B;4;4032;2023-03-02 00:00:00;2023-03-07 10:56:36;2023-03-07 00:00:00;46830;70;0;0;1;3;3;5;0;3;341196,37;341196,37
2021;65640;2022;DRP;11759;2022;568356;FRP;Y;B;3;5591;2023-01-16 00:00:00;2023-01-20 13:48:20;2023-01-31 00:00:00;59196;70;0;0;7;3;3;5;0;6;444783,51;444783,51
2021;65640;2022;DRP;11759;2022;568356;FRP;Y;B;3;5591;2023-01-16 00:00:00;2023-01-20 13:48:20;2023-01-31 00:00:00;59280;70;0;0;59;3;3;5;0;6;1379065,93;1379065,93
2021;65639;2022;DRP;11099;2022;557891;FRP;Y;B;3;20807;2023-01-06 00:00:00;2023-01-10 08:06:06;2023-01-30 00:00:00;46127;70;0;0;1;3;3;5;0;9;1351278,88;1351278,88
2021;65639;2022;DRP;11099;2022;557891;FRP;Y;B;3;20807;2023-01-06 00:00:00;2023-01-10 08:06:06;2023-01-30 00:00:00;39389;70;0;0;1;3;3;5;0;8;19594264,72;19594264,72
2021;65642;2022;DRP;11004;2022;555046;FRP;Y;B;2;3872;2022-12-28 00:00:00;2023-01-06 11:32:12;2023-01-23 00:00:00;39393;70;0;0;1;3;3;5;0;13;857541,74;857541,74
2021;65644;2022;DRP;10729;2022;545165;FRP;Y;B;3;57;2022-12-26 00:00:00;2022-12-29 14:58:48;2023-01-06 00:00:00;45124;70;0;0;1;3;3;5;0;1;2864071,54;2864071,54
2021;65644;2022;DRP;10729;2022;545165;FRP;Y;B;3;57;2022-12-26 00:00:00;2022-12-29 14:58:48;2023-01-06 00:00:00;50960;70;0;0;65;3;3;5;0;4;39916,78;39916,78
2021;65644;2022;DRP;10729;2022;545165;FRP;Y;B;3;57;2022-12-26 00:00:00;2022-12-29 14:58:48;2023-01-06 00:00:00;39375;70;0;0;7;3;3;5;0;4;417565,62;417565,62
2021;65644;2022;DRP;10729;2022;545165;FRP;Y;B;3;57;2022-12-26 00:00:00;2022-12-29 14:58:48;2023-01-06 00:00:00;53292;70;0;0;1;3;3;5;0;4;2336027,58;2336027,58
2021;65644;2022;DRP;10729;2022;545165;FRP;Y;B;3;57;2022-12-26 00:00:00;2022-12-29 14:58:48;2023-01-06 00:00:00;53286;70;0;0;1;3;3;5;0;4;244839,42;244839,42
2021;65644;2022;DRP;10729;2022;545165;FRP;Y;B;3;57;2022-12-26 00:00:00;2022-12-29 14:58:48;2023-01-06 00:00:00;59453;70;0;0;5;3;3;5;0;1;4015,16;4015,16
2021;65644;2022;DRP;10729;2022;545165;FRP;Y;B;3;57;2022-12-26 00:00:00;2022-12-29 14:58:48;2023-01-06 00:00:00;47305;70;0;0;1;3;3;5;0;4;276172,51;276172,51
2021;65644;2022;DRP;10729;2022;545165;FRP;Y;B;3;57;2022-12-26 00:00:00;2022-12-29 14:58:48;2023-01-06 00:00:00;63031;70;0;0;51;3;3;5;0;4;2076491,95;2076491,95
2021;65642;2022;DRP;11086;2022;555047;FRP;Y;B;2;3894;2023-01-04 00:00:00;2023-01-06 11:32:12;2023-01-31 00:00:00;46136;70;0;0;1;3;3;5;0;12;604928,3;604928,3
2021;65644;2023;DRP;137;2023;61946;FRP;Y;B;3;84;2023-03-02 00:00:00;2023-03-06 11:42:33;2023-03-09 00:00:00;27123;70;0;0;5;3;3;5;0;3;1675386,86;1675386,86
2021;65644;2023;DRP;137;2023;61946;FRP;Y;B;3;84;2023-03-02 00:00:00;2023-03-06 11:42:33;2023-03-09 00:00:00;16563;70;0;0;1;3;3;5;0;4;650402,46;650402,46
2021;65644;2023;DRP;137;2023;61946;FRP;Y;B;3;84;2023-03-02 00:00:00;2023-03-06 11:42:33;2023-03-09 00:00:00;37857;70;0;0;65;3;3;5;0;1;15453,79;15453,79
2021;65644;2023;DRP;137;2023;61946;FRP;Y;B;3;84;2023-03-02 00:00:00;2023-03-06 11:42:33;2023-03-09 00:00:00;38082;70;0;0;7;3;3;5;0;1;24955492,6;24955492,6
2021;65644;2022;DRP;13722;2022;583898;FRP;Y;B;3;88;2023-03-02 00:00:00;2023-03-06 11:47:55;2023-03-09 00:00:00;45124;70;0;0;1;3;3;5;0;1;1061661,68;1061661,68
2022;53374;2022;DRP;12579;2022;579859;FRP;Y;B;2;324;2023-02-02 00:00:00;2023-02-10 14:07:40;2023-02-13 00:00:00;67079;70;0;0;68;3;3;1;0;15;1184749,35;1184749,35
2021;65643;2022;DRP;11793;2022;569759;FRP;Y;B;2;3916;2023-01-20 00:00:00;2023-01-24 11:52:56;2023-01-24 00:00:00;48348;70;0;0;40;3;3;5;0;15;5245450,9;5245450,9
2021;65645;2022;DRP;11083;2022;567783;FRP;Y;B;4;6913;2023-01-02 00:00:00;2023-01-19 14:52:52;2023-01-31 00:00:00;39382;70;0;0;1;3;3;5;0;1;3983851;3983851
2021;65645;2022;DRP;11083;2022;567783;FRP;Y;B;4;6913;2023-01-02 00:00:00;2023-01-19 14:52:52;2023-01-31 00:00:00;55223;70;0;0;157;3;3;5;0;1;69557,17;69557,17
2021;65645;2022;DRP;11083;2022;567783;FRP;Y;B;4;6913;2023-01-02 00:00:00;2023-01-19 14:52:52;2023-01-31 00:00:00;49450;70;0;0;59;3;3;5;0;1;3626379,63;3626379,63
2021;32722;2022;DRP;11990;2022;578443;FRP;Y;B;2;608;2023-02-03 00:00:00;2023-02-07 13:41:12;2023-02-08 00:00:00;16060;45;0;0;31;3;3;1;0;1;2092814,93;2092814,93
2021;65642;2022;DRP;12388;2022;572741;FRP;Y;B;2;3906;2023-01-25 00:00:00;2023-02-01 07:21:33;2023-02-02 00:00:00;50949;70;0;0;2;3;3;5;0;13;33229,33;33229,33
2021;65642;2022;DRP;12388;2022;572741;FRP;Y;B;2;3906;2023-01-25 00:00:00;2023-02-01 07:21:33;2023-02-02 00:00:00;58104;70;0;0;59;3;3;5;0;13;7621089,02;7621089,02
2021;65642;2023;DRP;332;2023;78536;FRP;Y;B;2;3981;2023-03-15 00:00:00;2023-03-17 12:36:46;2023-03-23 00:00:00;39038;70;0;0;1;3;3;5;0;12;19646510,85;19646510,85
2021;37224;2022;DRP;13730;2022;583449;FRP;Y;B;3;471;2023-03-02 00:00:00;2023-03-02 19:32:07;2023-03-08 00:00:00;45153;55;0;0;3;3;3;5;0;1;3508013,26;3508013,26
2021;65640;2023;DRP;297;2023;70054;FRP;Y;B;3;5636;2023-03-07 00:00:00;2023-03-09 18:12:58;2023-03-22 00:00:00;10537;70;0;0;40;3;3;5;0;7;119414,11;119414,11
2021;65640;2023;DRP;297;2023;70054;FRP;Y;B;3;5636;2023-03-07 00:00:00;2023-03-09 18:12:58;2023-03-22 00:00:00;34806;70;0;0;59;3;3;5;0;5;7292882,72;7292882,72
2021;32722;2023;DRP;52;2023;68726;FRP;Y;B;2;618;2023-03-02 00:00:00;2023-03-09 10:31:31;2023-03-10 00:00:00;16324;45;0;0;31;3;3;1;0;1;2370325,09;2370325,09
2021;65639;2023;DRP;1801;2023;147110;FRP;Y;B;3;21418;2023-04-24 00:00:00;2023-04-26 09:59:33;2023-05-02 00:00:00;15183;70;0;0;1;3;3;5;0;8;20019087,84;20019087,84
2021;65639;2023;DRP;1801;2023;147110;FRP;Y;B;3;21418;2023-04-24 00:00:00;2023-04-26 09:59:33;2023-05-02 00:00:00;2767;70;0;0;1;3;3;5;0;1;3045748,83;3045748,83
2020;37067;2023;DRP;2839;2023;197257;FRP;Y;B;7;798;2023-05-22 00:00:00;2023-05-30 12:10:31;2023-06-02 00:00:00;31813;20;23;0;70;3;3;1;0;14;5545101,28;5545101,28
2020;37067;2023;DRP;2839;2023;197257;FRP;Y;B;7;798;2023-05-22 00:00:00;2023-05-30 12:10:31;2023-06-02 00:00:00;31826;20;23;0;70;3;9;6;0;14;782547,09;782547,09
2020;37067;2023;DRP;2839;2023;197257;FRP;Y;B;7;798;2023-05-22 00:00:00;2023-05-30 12:10:31;2023-06-02 00:00:00;31815;20;23;0;70;3;3;3;0;14;520901;520901
2020;37067;2023;DRP;829;2023;676173;FRP;Y;B;7;1030;2024-12-10 00:00:00;2025-01-02 09:43:01;2025-01-02 00:00:00;31826;20;23;0;70;3;9;6;0;14;1867153,21;1867153,21
2021;65644;2023;DRP;811;2023;97066;FRP;Y;B;3;93;2023-03-27 00:00:00;2023-03-29 08:38:35;2023-03-29 00:00:00;2767;70;0;0;1;3;3;5;0;1;1055709,67;1055709,67
2021;65644;2023;DRP;811;2023;97066;FRP;Y;B;3;93;2023-03-27 00:00:00;2023-03-29 08:38:35;2023-03-29 00:00:00;16560;70;0;0;1;3;3;5;0;1;1819081,52;1819081,52
2021;65644;2023;DRP;811;2023;97066;FRP;Y;B;3;93;2023-03-27 00:00:00;2023-03-29 08:38:35;2023-03-29 00:00:00;2768;70;0;0;1;3;3;5;0;2;1651160,93;1651160,93
2021;65644;2023;DRP;1783;2023;150771;FRP;Y;B;3;101;2023-04-25 00:00:00;2023-04-27 12:22:38;2023-04-27 00:00:00;45166;70;0;0;51;3;3;5;0;4;3715499;3715499
2021;65644;2023;DRP;1783;2023;150771;FRP;Y;B;3;101;2023-04-25 00:00:00;2023-04-27 12:22:38;2023-04-27 00:00:00;15178;70;0;0;1;3;3;5;0;3;2674126,42;2674126,42
2021;65644;2023;DRP;1783;2023;150771;FRP;Y;B;3;101;2023-04-25 00:00:00;2023-04-27 12:22:38;2023-04-27 00:00:00;38083;70;0;0;7;3;3;5;0;4;1437967,77;1437967,77
2021;65643;2023;DRP;683;2023;127546;FRP;Y;B;2;4149;2023-04-11 00:00:00;2023-04-13 17:15:46;2023-04-13 00:00:00;6134;70;0;0;1;3;3;5;0;4;148584,81;148584,81
2021;65638;2023;DRP;1135;2023;218856;FRP;Y;B;4;4519;2023-05-09 00:00:00;2023-06-09 14:16:22;2023-06-13 00:00:00;31837;70;0;0;310;3;3;5;0;14;70711,88;70711,88
2021;65638;2023;DRP;1135;2023;218856;FRP;Y;B;4;4519;2023-05-09 00:00:00;2023-06-09 14:16:22;2023-06-13 00:00:00;18349;70;0;0;26;3;3;5;0;1;69599,99;69599,99
2021;37275;2023;DRP;1222;2023;139103;FRP;Y;B;4;4070;2023-04-17 00:00:00;2023-04-19 17:39:49;2023-04-21 00:00:00;45000;55;0;0;5;3;3;5;0;1;4706124,78;4706124,78
2021;65639;2023;DRP;2835;2023;188695;FRP;Y;B;3;21571;2023-05-19 00:00:00;2023-05-23 09:51:39;2023-05-24 00:00:00;13761;70;0;0;5;3;3;5;0;8;83733,6;83733,6
2021;65639;2023;DRP;2835;2023;188695;FRP;Y;B;3;21571;2023-05-19 00:00:00;2023-05-23 09:51:39;2023-05-24 00:00:00;34809;70;0;0;59;3;3;5;0;8;24231299,21;24231299,21
2021;65639;2023;DRP;2835;2023;188695;FRP;Y;B;3;21571;2023-05-19 00:00:00;2023-05-23 09:51:39;2023-05-24 00:00:00;13755;70;0;0;5;3;3;5;0;1;20983,81;20983,81
2021;65639;2023;DRP;2835;2023;188695;FRP;Y;B;3;21571;2023-05-19 00:00:00;2023-05-23 09:51:39;2023-05-24 00:00:00;28136;70;0;0;7;3;3;5;0;8;400801,21;400801,21
2021;65644;2023;DRP;3764;2023;235246;FRP;Y;B;3;131;2023-06-21 00:00:00;2023-06-22 14:25:55;2023-06-22 00:00:00;25462;70;0;0;1;3;3;5;0;1;81484,51;81484,51
2021;65644;2023;DRP;3764;2023;235246;FRP;Y;B;3;131;2023-06-21 00:00:00;2023-06-22 14:25:55;2023-06-22 00:00:00;16560;70;0;0;1;3;3;5;0;1;737236,48;737236,48
2021;65640;2023;DRP;1110;2023;152049;FRP;Y;B;3;5683;2023-04-26 00:00:00;2023-04-28 13:02:24;2023-05-02 00:00:00;39460;70;0;0;5;3;3;5;0;4;3831,33;3831,33
2021;65640;2023;DRP;1110;2023;152049;FRP;Y;B;3;5683;2023-04-26 00:00:00;2023-04-28 13:02:24;2023-05-02 00:00:00;34808;70;0;0;59;3;3;5;0;7;2635634,99;2635634,99
2021;65640;2023;DRP;1110;2023;152049;FRP;Y;B;3;5683;2023-04-26 00:00:00;2023-04-28 13:02:24;2023-05-02 00:00:00;13760;70;0;0;5;3;3;5;0;7;41138,51;41138,51
2021;65640;2023;DRP;1110;2023;152049;FRP;Y;B;3;5683;2023-04-26 00:00:00;2023-04-28 13:02:24;2023-05-02 00:00:00;10535;70;0;0;40;3;3;5;0;5;319444,79;319444,79
2021;37265;2023;DRP;3171;2023;208336;FRP;Y;B;2;4400;2023-06-05 00:00:00;2023-06-06 14:33:46;2023-06-07 00:00:00;45000;55;0;0;5;3;3;5;0;1;2816211,46;2816211,46
2021;65641;2023;DRP;994;2023;102747;FRP;Y;B;4;4042;2023-03-29 00:00:00;2023-03-31 12:46:43;2023-04-04 00:00:00;15179;70;0;0;1;3;3;5;0;4;2878625,71;2878625,71
2021;65641;2023;DRP;994;2023;102747;FRP;Y;B;4;4042;2023-03-29 00:00:00;2023-03-31 12:46:43;2023-04-04 00:00:00;24216;70;0;0;57;3;3;5;0;4;8488505,56;8488505,56
2021;65641;2023;DRP;994;2023;102747;FRP;Y;B;4;4042;2023-03-29 00:00:00;2023-03-31 12:46:43;2023-04-04 00:00:00;27293;70;0;0;1;3;3;5;0;4;1610754,34;1610754,34
2021;65644;2023;DRP;4045;2023;242768;FRP;Y;B;3;135;2023-06-23 00:00:00;2023-06-27 10:20:07;2023-06-27 00:00:00;13757;70;0;0;5;3;3;5;0;3;9147,62;9147,62
2021;65644;2023;DRP;4045;2023;242768;FRP;Y;B;3;135;2023-06-23 00:00:00;2023-06-27 10:20:07;2023-06-27 00:00:00;28132;70;0;0;7;3;3;5;0;1;29691,95;29691,95
2021;65638;2023;DRP;2801;2023;218863;FRP;Y;B;4;4557;2023-05-29 00:00:00;2023-06-09 14:17:50;2023-06-13 00:00:00;15177;70;0;0;1;3;3;5;0;2;1357181,44;1357181,44
2021;65638;2023;DRP;2801;2023;218863;FRP;Y;B;4;4557;2023-05-29 00:00:00;2023-06-09 14:17:50;2023-06-13 00:00:00;28139;70;0;0;7;3;3;5;0;14;1874026,14;1874026,14
2021;65638;2023;DRP;2801;2023;218863;FRP;Y;B;4;4557;2023-05-29 00:00:00;2023-06-09 14:17:50;2023-06-13 00:00:00;13771;70;0;0;70;3;3;5;0;2;76467,65;76467,65
2021;65644;2023;DRP;3562;2023;227450;FRP;Y;B;3;113;2023-06-08 00:00:00;2023-06-13 18:50:35;2023-06-15 00:00:00;38391;70;0;0;3;3;3;5;0;3;516650,69;516650,69
2021;65644;2023;DRP;3562;2023;227450;FRP;Y;B;3;113;2023-06-08 00:00:00;2023-06-13 18:50:35;2023-06-15 00:00:00;10531;70;0;0;40;3;3;5;0;1;3044851,2;3044851,2
2021;65644;2023;DRP;3562;2023;227450;FRP;Y;B;3;113;2023-06-08 00:00:00;2023-06-13 18:50:35;2023-06-15 00:00:00;10532;70;0;0;40;3;3;5;0;2;14690,03;14690,03
2021;65644;2023;DRP;1825;2023;150778;FRP;Y;B;3;102;2023-04-25 00:00:00;2023-04-27 12:25:40;2023-04-27 00:00:00;10531;70;0;0;40;3;3;5;0;1;2596812,8;2596812,8
2021;65643;2023;DRP;4062;2023;243566;FRP;Y;B;2;4506;2023-06-26 00:00:00;2023-06-27 12:36:25;2023-06-27 00:00:00;2242;70;0;0;1;3;3;5;0;15;82926,85;82926,85
2021;65643;2023;DRP;4062;2023;243566;FRP;Y;B;2;4506;2023-06-26 00:00:00;2023-06-27 12:36:25;2023-06-27 00:00:00;28140;70;0;0;7;3;3;5;0;15;1500694,88;1500694,88
2021;65643;2023;DRP;4062;2023;243566;FRP;Y;B;2;4506;2023-06-26 00:00:00;2023-06-27 12:36:25;2023-06-27 00:00:00;2769;70;0;0;1;3;3;5;0;4;1829328,8;1829328,8
2021;37224;2023;DRP;3517;2023;271030;FRP;Y;B;3;624;2023-07-06 00:00:00;2023-07-10 15:44:38;2023-07-11 00:00:00;45000;55;0;0;5;3;3;5;0;1;13805147,19;13805147,19
2021;65644;2023;DRP;931;2023;139270;FRP;Y;B;3;95;2023-04-06 00:00:00;2023-04-20 01:12:22;2023-04-27 00:00:00;15178;70;0;0;1;3;3;5;0;3;218166,96;218166,96
2021;65644;2023;DRP;931;2023;139270;FRP;Y;B;3;95;2023-04-06 00:00:00;2023-04-20 01:12:22;2023-04-27 00:00:00;28133;70;0;0;7;3;3;5;0;3;151273,32;151273,32
2021;37265;2023;DRP;2438;2023;208258;FRP;Y;B;2;4394;2023-06-02 00:00:00;2023-06-06 14:09:49;2023-06-07 00:00:00;45000;55;0;0;5;3;3;5;0;1;12968659,56;12968659,56
2021;65644;2023;DRP;3680;2023;228819;FRP;Y;B;3;117;2023-06-12 00:00:00;2023-06-14 14:19:04;2023-06-15 00:00:00;38391;70;0;0;3;3;3;5;0;3;504923,44;504923,44
2021;65645;2023;DRP;1778;2023;152064;FRP;X;X;2;317;2023-04-18 00:00:00;2023-04-28 13:09:51;;15176;70;0;0;1;3;3;5;0;1;12420645,51;
2021;65645;2023;DRP;1778;2023;152064;FRP;X;X;2;317;2023-04-18 00:00:00;2023-04-28 13:09:51;;39460;70;0;0;5;3;3;5;0;4;175009,85;
2021;65645;2023;DRP;1778;2023;152064;FRP;X;X;2;317;2023-04-18 00:00:00;2023-04-28 13:09:51;;38390;70;0;0;3;3;3;5;0;1;1807698,18;
2021;65645;2023;DRP;1778;2023;162568;FRP;Y;B;2;317;2023-04-18 00:00:00;2023-05-08 10:03:10;2023-05-11 00:00:00;2767;70;0;0;1;3;3;5;0;1;6116276,84;6116276,84
2021;65645;2023;DRP;1778;2023;162568;FRP;Y;B;2;317;2023-04-18 00:00:00;2023-05-08 10:03:10;2023-05-11 00:00:00;38390;70;0;0;3;3;3;5;0;1;1807698,18;1807698,18
2021;65640;2023;DRP;3961;2023;236594;FRP;Y;B;3;5733;2023-06-16 00:00:00;2023-06-23 09:42:31;2023-06-27 00:00:00;34808;70;0;0;59;3;3;5;0;7;4043656,91;4043656,91
2021;37265;2023;DRP;4036;2023;243353;FRP;Y;B;2;4474;2023-06-23 00:00:00;2023-06-27 12:04:35;2023-06-27 00:00:00;45000;55;0;0;5;3;3;5;0;1;1026669,11;1026669,11
2021;65639;2023;DRP;4079;2023;253989;FRP;Y;B;3;21872;2023-06-27 00:00:00;2023-06-30 18:13:39;2023-07-02 00:00:00;5834;70;0;0;2;3;3;5;0;4;64959,93;64959,93
2021;65639;2023;DRP;4079;2023;253989;FRP;Y;B;3;21872;2023-06-27 00:00:00;2023-06-30 18:13:39;2023-07-02 00:00:00;28136;70;0;0;7;3;3;5;0;8;68291,17;68291,17
2021;65639;2023;DRP;1812;2023;147109;FRP;Y;B;3;21417;2023-04-24 00:00:00;2023-04-26 09:59:33;2023-05-02 00:00:00;17442;70;0;0;27;3;3;5;0;1;31081699,33;31081699,33
2021;65644;2023;DRP;2082;2023;176636;FRP;Y;B;3;108;2023-05-10 00:00:00;2023-05-15 10:09:23;2023-05-15 00:00:00;10538;70;0;0;40;3;3;5;0;8;144426,31;144426,31
2021;65644;2023;DRP;2082;2023;176636;FRP;Y;B;3;108;2023-05-10 00:00:00;2023-05-15 10:09:23;2023-05-15 00:00:00;15178;70;0;0;1;3;3;5;0;3;140068,81;140068,81
2021;65644;2023;DRP;2082;2023;176636;FRP;Y;B;3;108;2023-05-10 00:00:00;2023-05-15 10:09:23;2023-05-15 00:00:00;34804;70;0;0;59;3;3;5;0;3;36487500,7;36487500,7
2021;65644;2023;DRP;2082;2023;176636;FRP;Y;B;3;108;2023-05-10 00:00:00;2023-05-15 10:09:23;2023-05-15 00:00:00;28133;70;0;0;7;3;3;5;0;3;1135613,72;1135613,72
2021;65644;2023;DRP;2082;2023;176636;FRP;Y;B;3;108;2023-05-10 00:00:00;2023-05-15 10:09:23;2023-05-15 00:00:00;2768;70;0;0;1;3;3;5;0;2;2100046,9;2100046,9
2020;37067;2023;DRP;1371;2023;133299;FRP;Y;B;7;773;2023-04-17 00:00:00;2023-04-17 18:36:55;2023-04-17 00:00:00;31815;20;23;0;70;3;3;3;0;14;1157552,75;1157552,75
2021;65643;2023;DRP;2802;2023;180686;FRP;Y;B;2;4304;2023-05-16 00:00:00;2023-05-16 18:30:22;2023-05-17 00:00:00;2242;70;0;0;1;3;3;5;0;15;61452,94;61452,94
2021;65642;2023;DRP;764;2023;188322;FRP;Y;B;2;4042;2023-05-10 00:00:00;2023-05-22 18:07:51;2023-05-24 00:00:00;15187;70;0;0;1;3;3;5;0;12;141426,29;141426,29
2021;65642;2023;DRP;764;2023;188322;FRP;Y;B;2;4042;2023-05-10 00:00:00;2023-05-22 18:07:51;2023-05-24 00:00:00;15190;70;0;0;1;3;3;5;0;89;12074129,01;12074129,01
2021;65638;2023;DRP;2087;2023;195256;FRP;Y;B;4;4518;2023-05-09 00:00:00;2023-05-29 10:30:31;2023-05-29 00:00:00;16560;70;0;0;1;3;3;5;0;1;396476,1;396476,1
2021;65638;2023;DRP;2087;2023;195256;FRP;Y;B;4;4518;2023-05-09 00:00:00;2023-05-29 10:30:31;2023-05-29 00:00:00;16561;70;0;0;1;3;3;5;0;2;3175909,37;3175909,37
2021;65638;2023;DRP;2087;2023;195256;FRP;Y;B;4;4518;2023-05-09 00:00:00;2023-05-29 10:30:31;2023-05-29 00:00:00;13771;70;0;0;70;3;3;5;0;2;108387;108387
2021;65638;2023;DRP;2087;2023;195256;FRP;Y;B;4;4518;2023-05-09 00:00:00;2023-05-29 10:30:31;2023-05-29 00:00:00;37859;70;0;0;65;3;3;5;0;14;34588,47;34588,47
2021;65640;2023;DRP;2868;2023;185258;FRP;Y;B;3;5704;2023-05-17 00:00:00;2023-05-19 11:44:29;2023-05-24 00:00:00;2770;70;0;0;1;3;3;5;0;6;3289595,63;3289595,63
2021;37210;2023;DRP;4033;2023;240701;FRP;Y;B;3;2700;2023-06-22 00:00:00;2023-06-26 13:44:39;2023-06-27 00:00:00;45000;55;0;0;5;3;3;5;0;1;3150676,8;3150676,8
