aa_ocompra;t_ocompra;n_ocompra;aa_factura;t_factura;o_factura;aa_precepcion;t_precepcion;n_precepcion;aa_formulario;t_formulario;o_formulario;f_emision;f_autorizacion;e_firma;u_firma;f_firma;f_vencimiento_factura;importe_op;importe_pago;fh_pago;c_mediopago;e_pago;importe_factura;neto
2023;OCC;63848;2023;FCG;365631;2023;PRD;292455;2023;C41;329328;2023-09-01 00:00:00;2023-09-01 00:00:00;F;GEPEREYRA;2023-09-04 13:55:40;2023-09-12 00:00:00;7491415,06;7491415,06;2023-09-11 09:25:57;BANCO;C;7491415,06;7168646,41
2023;OCC;66888;2023;FCG;409758;2023;PRD;323647;2023;C41;363094;2023-09-14 00:00:00;2023-09-17 00:00:00;F;RGAUTO3;2023-09-18 10:28:58;2023-09-28 00:00:00;1350376,1;1350376,1;2023-09-21 11:07:36;CHEQUE;C;1350376,1;279792,45
2023;OCC;74952;2023;FCG;490863;2023;PRD;379021;2023;C41;418262;2023-10-22 00:00:00;2023-10-22 00:00:00;F;RGAUTO3;2023-10-23 17:33:33;2023-11-03 00:00:00;10611462,13;10611462,13;2023-11-02 11:59:52;BANCO;C;10611462,13;10047591,71
2023;OCC;67423;2023;FCG;416583;2023;PRD;332147;2023;C41;369271;2023-09-19 00:00:00;2023-09-19 00:00:00;F;RGAUTO3;2023-09-20 09:59:33;2023-10-02 00:00:00;6581356,53;6581356,53;2023-09-21 11:10:02;CHEQUE;C;6581356,53;5000000
2023;OCC;68078;2023;FCG;419810;2023;PRD;338252;2023;C41;370589;2023-09-20 00:00:00;2023-09-20 00:00:00;F;FRANCHEL3;2023-09-20 10:56:17;2023-10-04 00:00:00;1381333,77;1381333,77;2023-09-25 10:31:38;BANCO;C;1381333,77;1322914,5
2023;OCC;68082;2023;FCG;419456;2023;PRD;338265;2023;C41;370331;2023-09-20 00:00:00;2023-09-20 00:00:00;F;GEPEREYRA;2023-09-20 14:51:02;2023-10-04 00:00:00;308940;308940;2023-09-25 10:31:40;BANCO;C;308940;258678,57
2023;OCC;84704;2023;FCG;654270;2023;PRD;464097;2023;C41;543197;2024-01-17 00:00:00;2024-01-17 00:00:00;F;FRANCHEL3;2024-01-17 16:20:56;2024-01-31 00:00:00;140272,53;140272,53;2024-01-22 10:19:28;BANCO;C;140272,53;135547,11
2023;OCC;70116;2023;FCG;432569;2023;PRD;347553;2023;C41;380416;2023-09-27 00:00:00;2023-09-27 00:00:00;F;RGAUTO3;2023-09-29 14:51:26;2023-10-11 00:00:00;802853,19;802853,19;2023-10-17 13:17:44;BANCO;C;802853,19;762776,44
2023;OCC;86422;2023;FCG;626187;2023;PRD;480928;2023;C41;525950;2023-12-18 00:00:00;2023-12-18 00:00:00;F;FRANCHEL3;2023-12-18 16:22:39;2024-01-03 00:00:00;104013,74;104013,74;2023-12-26 12:56:30;BANCO;C;104013,74;100857,04
2023;OCC;75416;2023;FCG;495648;2023;PRD;382020;2023;C41;421020;2023-10-24 00:00:00;2023-10-24 00:00:00;F;BUONVISO2;2023-10-24 11:24:50;2023-11-06 00:00:00;399384,26;399384,26;2023-11-09 11:57:37;BANCO;C;399384,26;383448,51
2023;OCC;75349;2023;FCG;493818;2023;PRD;381794;2023;C41;421799;2023-10-24 00:00:00;2023-10-24 00:00:00;F;RGAUTO3;2023-10-25 11:57:54;2023-11-06 00:00:00;14565695;14565695;2023-10-30 09:49:34;BANCO;C;14565695;13911582,12
2023;OCC;75773;2023;FCG;675354;2023;PRD;383774;2023;C41;558989;2024-07-18 00:00:00;2024-07-18 00:00:00;F;DJMOIX;2024-07-22 15:01:02;2024-07-30 00:00:00;1227916,55;1227916,55;2024-08-06 20:41:28;NOTA;C;1227916,55;1139297,31
2023;OCC;79257;2023;FCG;546990;2023;PRD;417593;2023;C41;458272;2023-11-09 00:00:00;2023-11-09 00:00:00;F;RGAUTO3;2023-11-09 14:56:01;2023-11-24 00:00:00;2893774,9;2893774,9;2023-11-13 10:30:04;BANCO;C;2893774,9;2370225,8
2023;OCC;92802;2023;FCG;672168;2023;PRD;500663;2023;C41;556154;2024-03-05 00:00:00;2024-03-05 00:00:00;F;RGAUTO3;2024-03-06 09:33:38;2024-03-19 00:00:00;19010,42;19010,42;2024-03-18 10:19:56;BANCO;C;19010,42;15942,39
2024;OCC;52813;2024;FCG;481994;2024;PRD;384913;2024;C41;416715;2024-10-31 00:00:00;2024-10-31 00:00:00;F;RGAUTO3;2024-10-31 15:14:04;2024-11-14 00:00:00;1348122,82;1348122,82;2024-11-04 12:08:16;BANCO;C;1348122,82;1279002,59
2024;OCC;65066;2024;FCG;586702;2024;PRD;460854;2024;C41;502457;2025-01-17 00:00:00;2025-01-17 00:00:00;F;JCGAUTO2;2025-01-20 11:05:03;2025-01-28 00:00:00;12018356,02;12018356,02;2025-01-23 12:33:14;BANCO;C;12018356,02;11139181,02
2024;OCC;66607;2024;FCG;590903;2024;PRD;464264;2024;C41;505595;2025-01-23 00:00:00;2025-01-23 00:00:00;F;FRANCHEL3;2025-01-23 12:03:24;2025-02-04 00:00:00;35013001,57;35013001,57;2025-01-27 11:19:15;BANCO;C;35013001,57;33621059
2024;OCC;64260;2024;FCG;581302;2024;PRD;458445;2024;C41;497873;2025-01-10 00:00:00;2025-01-10 00:00:00;F;FRANCHEL3;2025-01-10 12:36:17;2025-01-24 00:00:00;1352392,14;1352392,14;2025-01-20 10:35:21;BANCO;C;1352392,14;1299919,28
2024;OCC;68506;2024;FCG;597920;2024;PRD;468158;2024;C41;511618;2025-02-06 00:00:00;2025-02-06 00:00:00;F;RGAUTO3;2025-02-10 14:11:24;2025-02-19 00:00:00;477715,21;477715,21;2025-03-10 10:20:19;BANCO;C;477715,21;394065,57
2024;OCC;67423;2024;FCG;598194;2024;PRD;466017;2024;C41;511699;2025-02-06 00:00:00;2025-02-06 00:00:00;F;RGAUTO3;2025-02-10 12:59:40;2025-02-19 00:00:00;5868429,08;5868429,08;2025-03-28 12:54:28;BANCO;C;5868429,08;5636247,8
2024;OCC;67245;2024;FCG;594322;2024;PRD;465567;2024;C41;508003;2025-01-28 00:00:00;2025-01-28 00:00:00;F;RGAUTO3;2025-01-28 15:58:57;2025-02-11 00:00:00;19010,42;19010,42;2025-03-07 14:33:13;BANCO;C;19010,42;17592,49
2024;OCC;67486;2024;FCG;597374;2024;PRD;466113;2024;C41;511098;2025-02-05 00:00:00;2025-02-06 00:00:00;F;RGAUTO3;2025-02-07 12:09:14;2025-02-18 00:00:00;1428420,51;1428420,51;2025-03-11 12:25:39;BANCO;C;1428420,51;1372922,21
2024;OCC;67398;2024;FCG;595134;2024;PRD;465947;2024;C41;509336;2025-01-30 00:00:00;2025-01-30 00:00:00;F;RGAUTO3;2025-01-31 12:44:25;2025-02-12 00:00:00;937840,45;937840,45;2025-02-17 13:28:32;BANCO;C;937840,45;892485,59
2024;OCC;67598;2024;FCG;594996;2024;PRD;466395;2024;C41;508923;2025-01-30 00:00:00;2025-01-30 00:00:00;F;JCGAUTO2;2025-01-30 10:14:04;2025-02-10 00:00:00;167816635,7;167816635,7;2025-02-18 12:20:16;BANCO;C;167816635,7;162398611,3
2024;OCC;66721;2024;FCG;591890;2024;PRD;464279;2024;C41;505700;2025-01-23 00:00:00;2025-01-23 00:00:00;F;RGAUTO3;2025-01-27 13:51:51;2025-02-06 00:00:00;6313480,56;6313480,56;2025-01-28 11:31:53;BANCO;C;6313480,56;5170985,47
2024;OCC;66725;2024;FCG;591724;2024;PRD;464289;2024;C41;505786;2025-01-23 00:00:00;2025-01-23 00:00:00;F;JCGAUTO2;2025-01-24 11:30:20;2025-02-04 00:00:00;10893080,92;10893080,92;2025-01-27 11:19:21;BANCO;C;10893080,92;10506182,53
2024;OCC;68052;2024;FCG;597074;2024;PRD;467178;2024;C41;510722;2025-02-04 00:00:00;2025-02-04 00:00:00;F;RGAUTO3;2025-02-04 14:57:06;2025-02-18 00:00:00;56773747,87;56773747,87;2025-02-10 10:47:59;BANCO;C;56773747,87;53751068,08
2024;OCC;69155;2024;FCG;608849;2024;PRD;469182;2024;C41;517528;2025-03-19 00:00:00;2025-03-19 00:00:00;F;RGAUTO3;2025-03-21 08:57:02;2025-04-03 00:00:00;1267077,41;1267077,41;2025-03-27 12:17:58;BANCO;C;1267077,41;1217999,51
2024;OCC;69069;2024;FCG;607686;2024;PRD;469085;2024;C41;516462;2025-03-05 00:00:00;2025-03-05 00:00:00;F;FRANCHEL3;2025-03-05 15:10:19;2025-03-17 00:00:00;19535262,17;19535262,17;2025-03-21 12:11:59;BANCO;C;19535262,17;18759231,29
2024;OCC;68980;2024;FCG;602382;2024;PRD;468892;2024;C41;515908;2025-02-25 00:00:00;2025-02-25 00:00:00;F;RGAUTO3;2025-02-26 12:28:47;2025-03-05 00:00:00;15428382,26;15428382,26;2025-03-05 15:48:13;BANCO;C;15428382,26;12684774,2
2024;OCC;68981;2024;FCG;602376;2024;PRD;468888;2024;C41;514841;2025-02-19 00:00:00;2025-02-21 00:00:00;F;RGAUTO3;2025-02-24 09:27:07;2025-03-05 00:00:00;20314890,64;20314890,64;2025-02-24 12:34:50;BANCO;C;20314890,64;19235515,69
2025;OCC;22528;2025;FCG;92803;2025;PRD;77434;2025;C41;83831;2025-03-31 00:00:00;2025-03-31 00:00:00;F;RGAUTO3;2025-03-31 14:28:11;2025-04-15 00:00:00;35784,32;35784,32;2025-04-14 11:39:31;BANCO;C;35784,32;34889,72
2025;OCC;22598;2025;FCG;92798;2025;PRD;78209;2025;C41;83818;2025-03-31 00:00:00;2025-03-31 00:00:00;F;RGAUTO3;2025-03-31 14:28:05;2025-04-15 00:00:00;21688177,63;21688177,63;2025-04-07 09:42:40;BANCO;C;21688177,63;20535655,3
2025;OCC;27774;2025;FCG;151191;2025;PRD;117512;2025;C41;131638;2025-05-09 00:00:00;2025-05-09 00:00:00;F;JCGAUTO2;2025-05-12 10:05:50;2025-05-21 00:00:00;1640610,28;1640610,28;2025-05-19 11:40:50;BANCO;C;1640610,28;1588972,81
2025;OCC;27924;2025;FCG;155922;2025;PRD;118135;2025;C41;138377;2025-05-14 00:00:00;2025-05-20 00:00:00;F;RGAUTO3;2025-05-20 11:36:07;2025-05-26 00:00:00;115803,81;115803,81;2025-05-26 12:10:13;BANCO;C;115803,81;93069,79
2025;OCC;28456;2025;FCG;164740;2025;PRD;123084;2025;C41;147897;2025-05-21 00:00:00;2025-05-21 00:00:00;F;GEPEREYRA;2025-05-23 13:16:25;2025-06-02 00:00:00;584125,74;584125,74;2025-05-29 12:16:18;BANCO;C;584125,74;562224,79
2025;OCC;32378;2025;FCG;197491;2025;PRD;152168;2025;C41;176630;2025-06-06 00:00:00;2025-06-06 00:00:00;F;RGAUTO3;2025-06-10 09:25:59;2025-06-19 00:00:00;156049,51;156049,51;2025-06-17 14:19:41;BANCO;C;156049,51;129629,26
2023;OCC;92919;2023;FCG;673443;2023;PRD;500897;2023;C41;557568;2024-03-20 00:00:00;2024-03-20 00:00:00;F;RGAUTO3;2024-03-21 12:10:45;2024-04-08 00:00:00;9688497,15;9688497,15;2024-04-29 12:24:58;BANCO;C;9688497,15;9207417,45
2023;OCC;93008;2023;FCG;673998;2023;PRD;501060;2023;C41;558061;2024-04-05 00:00:00;2024-04-08 00:00:00;F;RGAUTO3;2024-04-09 09:29:20;2024-04-19 00:00:00;2993844,41;2993844,41;2024-04-26 10:45:22;BANCO;C;2993844,41;2851000,8
2023;OCC;93043;2023;FCG;673654;2023;PRD;501095;2023;C41;557759;2024-03-23 00:00:00;2024-03-23 00:00:00;F;RGAUTO3;2024-03-25 15:26:01;2024-04-11 00:00:00;1792813,65;1792813,65;2024-03-27 15:33:30;BANCO;C;1792813,65;1698663,8
2023;OCC;93039;2023;FCG;674453;2023;PRD;501089;2023;C41;558522;2024-04-25 00:00:00;2024-04-25 00:00:00;F;FRANCHEL3;2024-04-25 10:20:34;2024-05-09 00:00:00;820591,88;820591,88;2024-05-07 12:07:31;BANCO;C;820591,88;761815,06
2024;OCC;46740;2024;FCG;421324;2024;PRD;329666;2024;C41;374252;2024-09-30 00:00:00;2024-09-30 00:00:00;F;BUONVISO2;2024-09-30 15:18:14;2024-10-08 00:00:00;221415,48;221415,48;2024-10-07 12:14:33;BANCO;C;221415,48;206536,99
2024;OCC;45183;2024;FCG;407482;2024;PRD;312155;2024;C41;352025;2024-09-19 00:00:00;2024-09-19 00:00:00;F;FRANCHEL3;2024-09-19 13:33:53;2024-10-03 00:00:00;207557,85;207557,85;2024-11-15 11:07:59;BANCO;C;207557,85;199921,37
2024;OCC;42221;2024;FCG;364437;2024;PRD;296208;2024;C41;317370;2024-08-21 00:00:00;2024-08-26 00:00:00;F;RGAUTO3;2024-08-27 12:03:50;2024-09-03 00:00:00;11034985,12;11034985,12;2024-09-02 12:42:45;BANCO;C;11034985,12;10448555,97
2024;OCC;42225;2024;FCG;364453;2024;PRD;296231;2024;C41;316945;2024-08-21 00:00:00;2024-08-26 00:00:00;F;RGAUTO3;2024-08-27 12:03:49;2024-09-03 00:00:00;67095,6;67095,6;2024-09-02 12:42:45;BANCO;C;67095,6;56267,26
2024;OCC;42228;2024;FCG;366565;2024;PRD;296225;2024;C41;318190;2024-08-22 00:00:00;2024-08-22 00:00:00;F;FRANCHEL3;2024-08-22 13:08:57;2024-09-05 00:00:00;105642,5;105642,5;2024-08-26 11:05:43;BANCO;C;105642,5;102415,33
2024;OCC;47377;2024;FCG;423088;2024;PRD;337044;2024;C41;365196;2024-09-25 00:00:00;2024-09-25 00:00:00;F;RGAUTO3;2024-09-25 12:34:38;2024-10-09 00:00:00;1041032;1041032;2024-09-30 10:53:12;BANCO;C;1041032;986925,39
2024;OCC;49219;2024;FCG;450112;2024;PRD;362933;2024;C41;392099;2024-10-09 00:00:00;2024-10-09 00:00:00;F;RGAUTO3;2024-10-09 12:28:09;2024-10-24 00:00:00;2353922,79;2353922,79;2024-10-14 11:27:47;BANCO;C;2353922,79;2231229,16
2024;OCC;53016;2024;FCG;489410;2024;PRD;385659;2024;C41;428007;2024-11-12 00:00:00;2024-11-12 00:00:00;F;FRANCHEL3;2024-11-12 12:42:18;2024-11-21 00:00:00;221853,08;221853,08;2024-11-19 13:32:02;BANCO;C;221853,08;206942,53
2024;OCC;51709;2024;FCG;475067;2024;PRD;380694;2024;C41;413059;2024-10-27 00:00:00;2024-10-27 00:00:00;F;RGAUTO3;2024-10-28 09:07:53;2024-11-07 00:00:00;751283,25;751283,25;2024-11-04 12:08:15;BANCO;C;751283,25;713953,35
2024;OCC;54389;2024;FCG;493140;2024;PRD;391919;2024;C41;424985;2024-11-08 00:00:00;2024-11-08 00:00:00;F;RGAUTO3;2024-11-12 11:52:12;2024-11-26 00:00:00;345327;345327;2024-12-12 12:50:31;BANCO;C;345327;321370,2
2024;OCC;55117;2024;FCG;508696;2024;PRD;399335;2024;C41;446774;2024-11-25 00:00:00;2024-11-25 00:00:00;F;BUONVISO2;2024-11-25 12:27:19;2024-12-30 00:00:00;415500,03;415500,03;2024-11-28 12:21:00;BANCO;C;415500,03;362801,65
2024;OCC;58201;2024;FCG;546613;2024;PRD;421815;2024;C41;475516;2024-12-11 00:00:00;2024-12-11 00:00:00;F;RGAUTO3;2024-12-12 14:50:16;2024-12-23 00:00:00;6922995,65;6922995,65;2024-12-16 10:13:33;BANCO;C;6922995,65;5669942,6
2024;OCC;58580;2024;FCG;545703;2024;PRD;426833;2024;C41;470292;2024-12-09 00:00:00;2024-12-09 00:00:00;F;PDIAZBOS;2024-12-10 10:44:07;2024-12-19 00:00:00;840908;840908;2024-12-16 10:13:31;BANCO;C;840908;812176,78
2024;OCC;62110;2024;FCG;571975;2024;PRD;449668;2024;C41;492367;2025-01-02 00:00:00;2025-01-02 00:00:00;F;RGAUTO3;2025-01-03 11:17:32;2025-01-15 00:00:00;1433487,17;1433487,17;2025-03-19 11:16:03;BANCO;C;1433487,17;1320447,78
2021;OCC;38614;2021;FCG;282004;2021;PRD;212376;2021;C41;234201;2021-07-30 00:00:00;2021-07-30 00:00:00;F;RGAUTO3;2021-08-01 22:41:20;2021-08-11 00:00:00;2533500;2533500;2021-08-19 11:59:38;CH_DIF;C;2533500;137625,13
2021;OCC;75741;2021;FCG;550100;2021;PRD;416187;2021;C41;499424;2022-03-29 00:00:00;2022-03-29 00:00:00;F;RGAUTO3;2022-03-30 09:15:18;2022-04-08 00:00:00;561976,12;561976,12;2022-05-09 10:25:56;BANCO;C;561976,12;539005,93
2022;OCC;49289;2022;FCG;301657;2022;PRD;238829;2022;C41;273876;2022-08-10 00:00:00;2022-08-10 00:00:00;F;VBERALDI;2022-08-10 16:15:12;2022-09-16 00:00:00;732499,54;732499,54;2022-08-29 10:31:21;BANCO;C;732499,54;613795,95
2022;OCC;55637;2022;FCG;371776;2022;PRD;274334;2022;C41;317587;2022-09-13 00:00:00;2022-09-13 00:00:00;F;VBERALDI;2022-09-14 11:25:54;2022-10-26 00:00:00;3499402,86;3499402,86;2022-09-26 10:02:00;BANCO;C;3499402,86;2927240,4
2022;OCC;54837;2022;FCG;377115;2022;PRD;272163;2022;C41;322507;2022-09-15 00:00:00;2022-09-15 00:00:00;F;JCGAUTO2;2022-09-16 10:05:36;2022-10-31 00:00:00;2935162,06;2935162,06;2022-09-26 09:43:20;BANCO;C;2935162,06;2455471,2
2022;OCC;59675;2022;FCG;388147;2022;PRD;302850;2022;C41;333365;2022-09-27 00:00:00;2022-09-27 00:00:00;F;JCGAUTO2;2022-09-27 14:40:36;2022-11-09 00:00:00;468762,78;468762,78;2022-10-03 12:10:29;BANCO;C;468762,78;393282,15
2022;OCC;59681;2022;FCG;391669;2022;PRD;302874;2022;C41;336128;2022-09-29 00:00:00;2022-09-29 00:00:00;F;JCGAUTO2;2022-09-29 13:55:44;2022-11-11 00:00:00;3344916,49;3344916,49;2022-10-14 09:38:33;BANCO;C;13379665,96;646320,4
2022;OCC;66964;2022;FCG;466012;2022;PRD;361568;2022;C41;401257;2022-11-07 00:00:00;2022-11-07 00:00:00;F;RGAUTO3;2022-11-07 14:26:14;2022-11-23 00:00:00;14351283,1;14351283,1;2022-11-16 17:00:12;CH_DIF;C;57405132,4;4029022,07
2022;OCC;67577;2022;FCG;478617;2022;PRD;366273;2022;C41;414984;2022-11-16 00:00:00;2022-11-16 00:00:00;F;RGAUTO3;2022-11-16 13:46:05;2022-11-30 00:00:00;1753584,51;1753584,51;2022-11-30 17:00:13;CH_DIF;C;21043014,12;1499193,6
2022;OCC;72517;2022;FCG;548512;2022;PRD;398641;2022;C41;476886;2023-01-02 00:00:00;2023-01-15 00:00:00;F;LGABELLI;2023-01-16 11:39:12;2023-01-16 00:00:00;176125,98;176125,98;2023-04-05 12:55:16;BANCO;C;352251,96;145522,45
2022;OCC;72368;2022;FCG;513109;2022;PRD;398199;2022;C41;445893;2022-12-12 00:00:00;2022-12-20 00:00:00;F;RGAUTO3;2022-12-21 12:31:51;2022-12-23 00:00:00;559635,8;559635,8;2022-12-26 10:52:20;BANCO;C;2238543,2;492815,55
2022;OCC;72403;2022;FCG;506555;2022;PRD;398405;2022;C41;442827;2022-12-07 00:00:00;2022-12-07 00:00:00;F;VBERALDI;2022-12-07 15:40:43;2023-01-18 00:00:00;41934,8;41934,8;2022-12-26 10:52:15;BANCO;C;41934,8;37980,35
2022;OCC;85497;2022;FCG;584196;2022;PRD;453449;2022;C41;504976;2023-03-07 00:00:00;2023-03-07 00:00:00;F;FRANCHEL3;2023-03-07 16:51:08;2023-03-21 00:00:00;1218252,46;1218252,46;2023-03-10 10:41:59;BANCO;C;1218252,46;1130341,25
2022;OCC;85492;2022;FCG;584201;2022;PRD;453445;2022;C41;504979;2023-03-07 00:00:00;2023-03-07 00:00:00;F;FRANCHEL3;2023-03-07 16:51:11;2023-03-21 00:00:00;2190139,8;2190139,8;2023-03-10 10:41:59;BANCO;C;2190139,8;2031023,78
2022;OCC;85501;2022;FCG;584202;2022;PRD;453456;2022;C41;504980;2023-03-07 00:00:00;2023-03-07 00:00:00;F;FRANCHEL3;2023-03-07 16:51:15;2023-03-21 00:00:00;2730439,27;2730439,27;2023-03-10 10:41:59;BANCO;C;2730439,27;2531738,5
2022;OCC;76202;2022;FCG;578686;2022;PRD;447990;2022;C41;498726;2023-02-08 00:00:00;2023-02-08 00:00:00;F;RGAUTO3;2023-02-09 08:33:40;2023-02-24 00:00:00;8557007,34;8557007,34;2023-02-22 13:18:44;BANCO;C;8557007,34;8217838,42
2022;OCC;76261;2022;FCG;578680;2022;PRD;447994;2022;C41;499764;2023-02-10 00:00:00;2023-02-10 00:00:00;F;RGAUTO3;2023-02-13 08:53:12;2023-02-24 00:00:00;4614348;4614348;2023-02-15 10:52:16;BANCO;C;4614348;4432070,86
2022;OCC;76269;2022;FCG;578941;2022;PRD;447998;2022;C41;499217;2023-02-09 00:00:00;2023-02-09 00:00:00;F;RGAUTO3;2023-02-13 08:52:51;2023-02-24 00:00:00;1068036,85;1068036,85;2023-02-15 10:52:16;BANCO;C;1068036,85;1026879,45
2022;OCC;82073;2022;FCG;578946;2022;PRD;448021;2022;C41;499164;2023-02-09 00:00:00;2023-02-09 00:00:00;F;RGAUTO3;2023-02-13 08:52:46;2023-02-24 00:00:00;376150,51;376150,51;2023-02-15 10:52:15;BANCO;C;376150,51;360683,72
2022;OCC;78684;2022;FCG;566819;2022;PRD;438892;2022;C41;490914;2023-01-19 00:00:00;2023-01-19 00:00:00;F;JCGAUTO2;2023-01-19 14:20:03;2023-03-03 00:00:00;3328091,96;3328091,96;2023-02-13 11:12:58;BANCO;C;13312367,84;2949034,45
2022;OCC;81522;2022;FCG;570293;2022;PRD;446598;2022;C41;495998;2023-02-01 00:00:00;2023-02-01 00:00:00;F;VBERALDI;2023-02-01 10:00:08;2023-02-08 00:00:00;65418,21;65418,21;2023-02-06 11:33:08;BANCO;C;65418,21;55514,76
2022;OCC;82915;2022;FCG;581195;2022;PRD;449921;2022;C41;501874;2023-02-16 00:00:00;2023-02-16 00:00:00;F;RGAUTO3;2023-03-02 15:50:43;2023-03-06 00:00:00;19010,42;19010,42;2023-03-06 10:47:12;BANCO;C;19010,42;17592,49
2022;OCC;82349;2022;FCG;572241;2022;PRD;448714;2022;C41;496595;2023-02-02 00:00:00;2023-02-02 00:00:00;F;VBERALDI;2023-02-02 13:57:40;2023-02-14 00:00:00;84672;84672;2023-04-12 11:15:47;BANCO;C;169344;75002,58
2022;OCC;84343;2022;FCG;582456;2022;PRD;452134;2022;C41;503341;2023-02-28 00:00:00;2023-02-28 00:00:00;F;FRANCHEL3;2023-02-28 10:07:11;2023-03-13 00:00:00;500882;500882;2023-03-06 10:47:12;BANCO;C;1502646;416380,85
2023;OCC;86370;2023;FCG;629437;2023;PRD;480720;2023;C41;527787;2023-12-21 00:00:00;2023-12-21 00:00:00;F;FRANCHEL3;2023-12-21 08:36:35;2024-01-08 00:00:00;56001,95;56001,95;2023-12-26 12:56:31;BANCO;C;56001,95;54699,09
2023;OCC;84620;2023;FCG;623612;2023;PRD;463182;2023;C41;524745;2023-12-15 00:00:00;2023-12-17 00:00:00;F;RGAUTO3;2023-12-18 15:50:23;2023-12-28 00:00:00;4054657,55;4054657,55;2024-01-17 11:37:08;BANCO;C;4054657,55;3854105,81
2023;OCC;32957;2023;FCG;137081;2023;PRD;116270;2023;C41;127091;2023-04-24 00:00:00;2023-04-24 00:00:00;F;FRANCHEL3;2023-04-24 12:08:55;2023-05-04 00:00:00;4516520,28;4516520,28;2023-05-22 11:24:50;BANCO;C;4516520,28;4322458,86
2023;OCC;33135;2023;FCG;145697;2023;PRD;117446;2023;C41;129270;2023-04-25 00:00:00;2023-04-25 00:00:00;F;RGAUTO3;2023-04-25 17:53:45;2023-05-10 00:00:00;4208638,53;4208638,53;2023-05-02 13:06:23;BANCO;C;4208638,53;4027897,44
2023;OCC;33118;2023;FCG;145698;2023;PRD;117377;2023;C41;130187;2023-04-26 00:00:00;2023-04-26 00:00:00;F;RGAUTO3;2023-04-26 12:14:59;2023-05-10 00:00:00;53382825,53;53382825,53;2023-05-02 13:42:16;BANCO;C;53382825,53;50581570,59
2023;OCC;34518;2023;FCG;152030;2023;PRD;124946;2023;C41;139246;2023-05-04 00:00:00;2023-05-16 00:00:00;F;RGAUTO3;2023-05-16 09:34:04;2023-05-16 00:00:00;803200,71;803200,71;2023-06-06 11:25:07;BANCO;C;803200,71;661642,1
2023;OCC;38089;2023;FCG;170744;2023;PRD;145077;2023;C41;166823;2023-05-19 00:00:00;2023-05-19 00:00:00;F;FRANCHEL3;2023-05-19 17:50:22;2023-05-24 00:00:00;41934,75;41934,75;2023-06-09 13:50:47;BANCO;C;41934,75;34328,34
2023;OCC;45148;2023;FCG;232244;2023;PRD;182141;2023;C41;203264;2023-06-16 00:00:00;2023-06-17 00:00:00;F;RGAUTO3;2023-06-21 10:25:13;2023-07-04 00:00:00;3094168,97;3094168,97;2023-06-26 10:41:12;BANCO;C;3094168,97;2932046,54
2023;OCC;45308;2023;FCG;232245;2023;PRD;184102;2023;C41;203276;2023-06-16 00:00:00;2023-06-17 00:00:00;F;RGAUTO3;2023-06-21 10:25:16;2023-07-04 00:00:00;441713,33;441713,33;2023-06-26 10:41:12;BANCO;C;441713,33;420872,51
2023;OCC;45687;2023;FCG;268186;2023;PRD;186769;2023;C41;237289;2023-07-10 00:00:00;2023-07-10 00:00:00;F;RGAUTO3;2023-07-10 12:59:35;2023-07-21 00:00:00;324526,15;324526,15;2023-08-10 13:21:23;BANCO;C;324526,15;308583,85
2023;OCC;46623;2023;FCG;253985;2023;PRD;192464;2023;C41;222698;2023-07-02 00:00:00;2023-07-02 00:00:00;F;RGAUTO3;2023-07-03 12:02:49;2023-07-14 00:00:00;814018,86;814018,86;2023-07-11 12:17:17;BANCO;C;814018,86;772003,98
2023;OCC;50831;2023;FCG;308576;2023;PRD;216755;2023;C41;273181;2023-07-31 00:00:00;2023-08-01 00:00:00;F;RGAUTO3;2023-08-02 09:18:19;2023-08-11 00:00:00;908055,62;908055,62;2023-09-12 13:00:00;BANCO;C;908055,62;747841,68
2023;OCC;54812;2023;FCG;315203;2023;PRD;253994;2023;C41;279208;2023-08-03 00:00:00;2023-08-03 00:00:00;F;RGAUTO3;2023-08-07 09:26:29;2023-08-16 00:00:00;3231581;3231581;2023-08-09 10:41:54;BANCO;C;3231581;3093111,78
2023;OCC;58020;2023;FCG;325664;2023;PRD;258199;2023;C41;290092;2023-08-08 00:00:00;2023-08-08 00:00:00;F;RGAUTO3;2023-08-10 09:38:24;2023-08-22 00:00:00;516119,95;516119,95;2023-08-22 11:24:02;BANCO;C;516119,95;423846,03
2023;OCC;67655;2023;FCG;417887;2023;PRD;334699;2023;C41;370514;2023-09-20 00:00:00;2023-09-20 00:00:00;F;BUONVISO2;2023-09-21 10:49:15;2023-10-03 00:00:00;270233,96;270233,96;2023-10-17 12:11:56;BANCO;C;270233,96;251778,81
2023;OCC;66331;2023;FCG;417849;2023;PRD;317389;2023;C41;368839;2023-09-19 00:00:00;2023-09-19 00:00:00;F;GEPEREYRA;2023-09-20 14:49:04;2023-10-03 00:00:00;24346,3;24346,3;2023-09-21 11:27:37;BANCO;C;24346,3;19930,21
2023;OCC;67413;2023;FCG;416441;2023;PRD;332005;2023;C41;366811;2023-09-18 00:00:00;2023-09-18 00:00:00;F;FRANCHEL3;2023-09-18 08:49:31;2023-10-02 00:00:00;181896,94;181896,94;2023-09-21 11:07:33;CHEQUE;C;181896,94;175370,67
