aa_ocompra;t_ocompra;n_ocompra;aa_factura;t_factura;o_factura;aa_precepcion;t_precepcion;n_precepcion;aa_formulario;t_formulario;o_formulario;f_emision;f_autorizacion;e_firma;u_firma;f_firma;f_vencimiento_factura;importe_op;importe_pago;fh_pago;c_mediopago;e_pago;importe_factura;neto
2022;OCC;84365;2022;FCG;583713;2022;PRD;452166;2022;C41;504688;2023-03-06 00:00:00;2023-03-10 00:00:00;F;RGAUTO3;2023-03-13 14:32:33;2023-03-17 00:00:00;1739695,54;1739695,54;2023-03-28 12:12:34;BANCO;C;1739695,54;1425481,19
2022;OCC;84367;2022;FCG;583110;2022;PRD;452171;2022;C41;504565;2023-03-06 00:00:00;2023-03-06 00:00:00;F;CCORREA2;2023-03-06 11:57:23;2023-03-15 00:00:00;268337,08;268337,08;2023-03-20 10:57:25;BANCO;C;268337,08;258071,02
2022;OCC;84535;2022;FCG;583157;2022;PRD;452365;2022;C41;504290;2023-03-03 00:00:00;2023-03-03 00:00:00;F;JCGAUTO2;2023-03-03 11:47:18;2023-03-15 00:00:00;1187511,7;1187511,7;2023-04-14 13:30:49;BANCO;C;1187511,7;1146384,38
2022;OCC;85482;2022;FCG;584296;2022;PRD;453432;2022;C41;505088;2023-03-07 00:00:00;2023-03-07 00:00:00;F;LGABELLI;2023-03-08 13:35:23;2023-03-21 00:00:00;50321,7;50321,7;2023-03-10 10:42:00;BANCO;C;50321,7;40690,79
2023;OCC;24915;2023;FCG;67556;2023;PRD;56971;2023;C41;66707;2023-03-15 00:00:00;2023-03-15 00:00:00;F;FRANCHEL3;2023-03-15 11:22:53;2023-03-22 00:00:00;5831555,54;5831555,54;2023-03-28 12:55:32;BANCO;C;5831555,54;5580599,83
2023;OCC;34532;2023;FCG;147537;2023;PRD;125012;2023;C41;130920;2023-04-26 00:00:00;2023-04-26 00:00:00;F;RGAUTO3;2023-04-26 15:04:17;2023-05-11 00:00:00;20534778,21;20534778,21;2023-05-02 13:42:28;BANCO;C;20534778,21;16811384,39
2023;OCC;58000;2023;FCG;341917;2023;PRD;258106;2023;C41;299562;2023-08-14 00:00:00;2023-08-14 00:00:00;F;FRANCHEL3;2023-08-14 15:10:49;2023-08-29 00:00:00;266449,82;266449,82;2023-08-22 11:24:05;BANCO;C;266449,82;256265,41
2023;OCC;67532;2023;FCG;675355;2023;PRD;332973;2023;C41;558987;2024-07-18 00:00:00;2024-07-18 00:00:00;F;DJMOIX;2024-07-22 15:01:01;2024-07-31 00:00:00;251608,5;251608,5;2024-08-06 20:41:27;NOTA;C;251608,5;243953,26
2023;OCC;67144;2023;FCG;410399;2023;PRD;327556;2023;C41;362113;2023-09-14 00:00:00;2023-09-14 00:00:00;F;GEPEREYRA;2023-09-14 13:17:29;2023-09-28 00:00:00;321252,84;321252,84;2023-09-18 11:38:40;BANCO;C;321252,84;268881,16
2023;OCC;67489;2023;FCG;416431;2023;PRD;332588;2023;C41;369266;2023-09-19 00:00:00;2023-09-19 00:00:00;F;RGAUTO3;2023-09-20 09:59:31;2023-10-02 00:00:00;40245817,03;40245817,03;2023-09-21 11:11:00;CHEQUE;C;40245817,03;30000000
2023;OCC;67530;2023;FCG;652106;2023;PRD;332949;2023;C41;541943;2024-01-16 00:00:00;2024-01-16 00:00:00;F;GEPEREYRA;2024-01-17 13:01:11;2024-01-30 00:00:00;75523,64;75523,64;2024-01-22 10:19:27;BANCO;C;75523,64;73766,63
2023;OCC;86149;2023;FCG;626632;2023;PRD;478920;2023;C41;526485;2023-12-19 00:00:00;2023-12-19 00:00:00;F;FRANCHEL3;2023-12-19 14:00:56;2024-01-04 00:00:00;140017,95;140017,95;2023-12-21 12:10:44;BANCO;C;140017,95;131103,01
2023;OCC;72033;2023;FCG;446437;2023;PRD;353585;2023;C41;391455;2023-10-04 00:00:00;2023-10-08 00:00:00;F;RGAUTO3;2023-10-09 13:21:52;2023-10-19 00:00:00;75532;75532;2023-10-12 12:29:43;BANCO;C;75532;70753,51
2023;OCC;69989;2023;FCG;472583;2023;PRD;357538;2023;C41;414846;2023-10-19 00:00:00;2023-10-19 00:00:00;F;FRANCHEL3;2023-10-19 11:15:59;2023-10-27 00:00:00;1204189;1204189;2023-10-23 10:25:26;BANCO;C;1204189;1153433,8
2023;OCC;75839;2023;FCG;500874;2023;PRD;383936;2023;C41;423278;2023-10-24 00:00:00;2023-10-24 00:00:00;F;RGAUTO3;2023-10-25 10:06:43;2023-11-07 00:00:00;803268,68;803268,68;2023-10-26 11:33:05;BANCO;C;803268,68;634811,71
2023;OCC;79506;2023;FCG;551877;2023;PRD;420440;2023;C41;474444;2023-11-15 00:00:00;2023-11-15 00:00:00;F;FRANCHEL3;2023-11-15 11:18:19;2023-11-27 00:00:00;638312,35;638312,35;2024-01-16 12:18:20;BANCO;C;638312,35;612039,5
2023;OCC;80605;2023;FCG;571864;2023;PRD;436987;2023;C41;482787;2023-11-22 00:00:00;2023-11-23 00:00:00;F;RGAUTO3;2023-11-23 08:53:53;2023-12-05 00:00:00;774713,67;774713,67;2023-12-04 11:41:05;BANCO;C;774713,67;636877,66
2023;OCC;80790;2023;FCG;609053;2023;PRD;438411;2023;C41;522080;2023-12-13 00:00:00;2023-12-22 00:00:00;F;RGAUTO3;2023-12-26 09:11:32;2023-12-20 00:00:00;6272420;6272420;2024-01-03 12:08:33;BANCO;C;6272420;5944461,35
2023;OCC;86168;2023;FCG;623179;2023;PRD;479097;2023;C41;522960;2023-12-14 00:00:00;2023-12-19 00:00:00;F;RGAUTO3;2023-12-19 12:17:48;2023-12-28 00:00:00;159335046,4;159335046,4;2023-12-21 12:10:36;BANCO;C;159335046,4;150849494,2
2023;OCC;92810;2023;FCG;672170;2023;PRD;500670;2023;C41;556279;2024-03-06 00:00:00;2024-03-06 00:00:00;F;BUONVISO2;2024-03-06 12:15:44;2024-03-19 00:00:00;12244058,42;12244058,42;2024-03-18 10:29:36;BANCO;C;12244058,42;11715669,2
2023;OCC;92819;2023;FCG;672658;2023;PRD;500676;2023;C41;556571;2024-03-07 00:00:00;2024-03-07 00:00:00;F;RGAUTO3;2024-03-08 14:13:08;2024-03-21 00:00:00;25304547,86;25304547,86;2024-03-11 10:08:59;BANCO;C;25304547,86;23959401,52
2023;OCC;92818;2023;FCG;672660;2023;PRD;500675;2023;C41;556573;2024-03-07 00:00:00;2024-03-07 00:00:00;F;RGAUTO3;2024-03-08 14:13:10;2024-03-21 00:00:00;1909166,32;1909166,32;2024-03-11 10:08:59;BANCO;C;1909166,32;1810162,41
2024;OCC;67357;2024;FCG;600228;2024;PRD;465979;2024;C41;514699;2025-02-18 00:00:00;2025-02-18 00:00:00;F;FRANCHEL3;2025-02-18 14:25:48;2025-02-27 00:00:00;531544,39;531544,39;2025-03-26 12:51:49;BANCO;C;531544,39;511735,83
2024;OCC;66603;2024;FCG;590905;2024;PRD;464267;2024;C41;505606;2025-01-23 00:00:00;2025-01-23 00:00:00;F;FRANCHEL3;2025-01-23 12:03:27;2025-02-04 00:00:00;358799,98;358799,98;2025-01-27 11:19:15;BANCO;C;358799,98;345865,51
2024;OCC;68483;2024;FCG;599888;2024;PRD;468017;2024;C41;513730;2025-02-13 00:00:00;2025-02-13 00:00:00;F;BUONVISO2;2025-02-14 08:09:59;2025-02-25 00:00:00;201286,8;201286,8;2025-02-17 13:28:34;BANCO;C;201286,8;165824,67
2024;OCC;64438;2024;FCG;583536;2024;PRD;459191;2024;C41;499579;2025-01-14 00:00:00;2025-01-14 00:00:00;F;LGABELLI;2025-01-14 16:48:49;2025-01-27 00:00:00;694018,91;694018,91;2025-01-20 10:35:25;BANCO;C;694018,91;659739,17
2024;OCC;68091;2024;FCG;595524;2024;PRD;467211;2024;C41;509558;2025-01-31 00:00:00;2025-01-31 00:00:00;F;JCGAUTO2;2025-01-31 14:23:01;2025-02-12 00:00:00;102754074,2;102754074,2;2025-02-18 12:20:17;BANCO;C;102754074,2;99437140,34
2024;OCC;66720;2024;FCG;591907;2024;PRD;464302;2024;C41;505763;2025-01-23 00:00:00;2025-01-25 00:00:00;F;RGAUTO3;2025-01-27 13:52:00;2025-02-06 00:00:00;15795177,62;15795177,62;2025-01-28 11:31:54;BANCO;C;15795177,62;14956542,78
2024;OCC;66722;2024;FCG;591892;2024;PRD;464322;2024;C41;505709;2025-01-23 00:00:00;2025-01-23 00:00:00;F;RGAUTO3;2025-01-27 13:51:54;2025-02-06 00:00:00;25509778,67;25509778,67;2025-01-28 11:31:53;BANCO;C;25509778,67;20885328,94
2024;OCC;66726;2024;FCG;591897;2024;PRD;464325;2024;C41;505793;2025-01-23 00:00:00;2025-01-25 00:00:00;F;RGAUTO3;2025-01-27 13:52:04;2025-02-06 00:00:00;1308509,97;1308509,97;2025-01-28 11:31:55;BANCO;C;1308509,97;1241499,71
2024;OCC;66874;2024;FCG;591247;2024;PRD;464645;2024;C41;504880;2025-01-22 00:00:00;2025-01-22 00:00:00;F;GEPEREYRA;2025-01-22 15:17:51;2025-02-05 00:00:00;760918,13;760918,13;2025-01-27 11:19:20;BANCO;C;760918,13;633193,62
2024;OCC;69158;2024;FCG;609088;2024;PRD;469181;2024;C41;517811;2025-03-27 00:00:00;2025-03-27 00:00:00;F;RGAUTO3;2025-04-04 09:13:04;2025-04-11 00:00:00;406633,29;406633,29;2025-04-07 09:50:19;BANCO;C;406633,29;391795,37
2024;OCC;69077;2024;FCG;607711;2024;PRD;469086;2024;C41;516315;2025-02-28 00:00:00;2025-02-28 00:00:00;F;RGAUTO3;2025-03-05 08:34:02;2025-03-18 00:00:00;1089650,97;1089650,97;2025-03-21 12:11:57;BANCO;C;1089650,97;1047633,47
2024;OCC;68497;2024;FCG;598475;2024;PRD;468027;2024;C41;511726;2025-02-06 00:00:00;2025-02-06 00:00:00;F;JCGAUTO2;2025-02-06 13:16:59;2025-02-17 00:00:00;5295104,83;5295104,83;2025-02-12 15:28:08;BANCO;C;5295104,83;5125451,35
2024;OCC;69079;2024;FCG;607339;2024;PRD;469099;2024;C41;516004;2025-02-26 00:00:00;2025-02-26 00:00:00;F;RGAUTO3;2025-02-27 09:21:20;2025-03-13 00:00:00;4699174,56;4699174,56;2025-03-21 12:11:55;BANCO;C;4699174,56;4513521,88
2024;OCC;68914;2024;FCG;605552;2024;PRD;468854;2024;C41;515538;2025-02-21 00:00:00;2025-02-21 00:00:00;F;JCGAUTO2;2025-02-21 12:57:46;2025-03-06 00:00:00;700032,22;700032,22;2025-03-28 12:54:17;BANCO;C;700032,22;652518
2024;OCC;68905;2024;FCG;602373;2024;PRD;468833;2024;C41;514658;2025-02-18 00:00:00;2025-02-18 00:00:00;F;RGAUTO3;2025-02-24 09:27:05;2025-03-05 00:00:00;265176,86;265176,86;2025-02-24 12:34:50;BANCO;C;265176,86;253739,18
2024;OCC;68978;2024;FCG;600468;2024;PRD;468889;2024;C41;514007;2025-02-14 00:00:00;2025-02-14 00:00:00;F;RGAUTO3;2025-02-14 09:32:07;2025-02-28 00:00:00;8203969,54;8203969,54;2025-02-17 13:28:30;BANCO;C;8203969,54;7768332,92
2024;OCC;68808;2024;FCG;599707;2024;PRD;468632;2024;C41;514381;2025-02-17 00:00:00;2025-02-17 00:00:00;F;FRANCHEL3;2025-02-17 12:55:32;2025-02-25 00:00:00;2233461,83;2233461,83;2025-03-05 11:56:20;BANCO;C;2233461,83;2145928,22
2025;OCC;22579;2025;FCG;97111;2025;PRD;77765;2025;C41;93964;2025-04-05 00:00:00;2025-04-05 00:00:00;F;RGAUTO3;2025-04-07 13:27:45;2025-04-16 00:00:00;558287,92;558287,92;2025-04-21 11:15:44;BANCO;C;558287,92;531832,27
2025;OCC;27621;2025;FCG;149851;2025;PRD;116897;2025;C41;134640;2025-05-12 00:00:00;2025-05-12 00:00:00;F;RGAUTO3;2025-05-13 11:27:53;2025-05-22 00:00:00;537641,66;537641,66;2025-05-13 12:34:06;BANCO;C;537641,66;450049,98
2025;OCC;29485;2025;FCG;168325;2025;PRD;130386;2025;C41;154910;2025-05-26 00:00:00;2025-05-26 00:00:00;F;RGAUTO3;2025-05-29 14:40:00;2025-06-03 00:00:00;9505,21;9505,21;2025-06-02 13:17:53;BANCO;C;9505,21;8114,39
2023;OCC;92918;2023;FCG;673444;2023;PRD;500899;2023;C41;557626;2024-03-20 00:00:00;2024-03-20 00:00:00;F;RGAUTO3;2024-03-21 12:10:46;2024-04-08 00:00:00;2056975,01;2056975,01;2024-04-29 12:24:58;BANCO;C;2056975,01;1955894,65
2023;OCC;93024;2023;FCG;673993;2023;PRD;501075;2023;C41;558066;2024-04-05 00:00:00;2024-04-08 00:00:00;F;RGAUTO3;2024-04-09 09:29:25;2024-04-19 00:00:00;2136790,3;2136790,3;2024-04-26 10:45:23;BANCO;C;2136790,3;2035223,4
2023;OCC;92973;2023;FCG;673351;2023;PRD;500987;2023;C41;557442;2024-03-18 00:00:00;2024-03-18 00:00:00;F;RGAUTO3;2024-03-18 15:48:37;2024-04-05 00:00:00;23780895,34;23780895,34;2024-03-25 09:35:06;BANCO;C;23780895,34;22515562,12
2023;OCC;93009;2023;FCG;674103;2023;PRD;501061;2023;C41;558194;2024-04-10 00:00:00;2024-04-10 00:00:00;F;BUONVISO2;2024-04-11 11:34:23;2024-05-07 00:00:00;5586400,88;5586400,88;2024-04-29 12:26:39;BANCO;C;5586400,88;4861152,05
2024;OCC;37905;2024;FCG;322254;2024;PRD;267096;2024;C41;282489;2024-07-26 00:00:00;2024-07-26 00:00:00;F;LGABELLI;2024-07-26 15:07:52;2024-08-09 00:00:00;272323;272323;2024-07-29 10:33:52;BANCO;C;272323;253714,8
2024;OCC;39993;2024;FCG;356757;2024;PRD;279223;2024;C41;307946;2024-08-13 00:00:00;2024-08-13 00:00:00;F;JCGAUTO2;2024-08-15 13:45:30;2024-08-22 00:00:00;16072196,31;16072196,31;2024-08-19 11:13:40;BANCO;C;16072196,31;15500069,64
2024;OCC;41537;2024;FCG;361185;2024;PRD;292930;2024;C41;312645;2024-08-16 00:00:00;2024-08-16 00:00:00;F;RGAUTO3;2024-08-19 14:36:46;2024-08-30 00:00:00;79293,25;79293,25;2024-08-26 11:05:35;BANCO;C;79293,25;76413,13
2024;OCC;41185;2024;FCG;360675;2024;PRD;290751;2024;C41;312553;2024-08-16 00:00:00;2024-08-16 00:00:00;F;BUONVISO2;2024-08-16 11:34:45;2024-08-29 00:00:00;221415,48;221415,48;2024-08-19 11:38:43;BANCO;C;221415,48;213179,46
2024;OCC;45179;2024;FCG;411211;2024;PRD;312133;2024;C41;356091;2024-09-20 00:00:00;2024-09-20 00:00:00;F;BUONVISO2;2024-09-23 12:27:34;2024-10-04 00:00:00;359553,55;359553,55;2024-11-15 11:08:08;BANCO;C;359553,55;345341,06
2024;OCC;42226;2024;FCG;362874;2024;PRD;296237;2024;C41;315532;2024-08-20 00:00:00;2024-08-20 00:00:00;F;JCGAUTO2;2024-08-20 14:31:23;2024-08-30 00:00:00;5561279,76;5561279,76;2024-08-26 11:05:42;BANCO;C;5561279,76;4651202,94
2024;OCC;45193;2024;FCG;410390;2024;PRD;312264;2024;C41;354575;2024-09-19 00:00:00;2024-09-19 00:00:00;F;RGAUTO3;2024-09-20 08:43:06;2024-10-03 00:00:00;75482,55;75482,55;2024-11-15 11:08:07;BANCO;C;75482,55;63300,65
2024;OCC;48897;2024;FCG;449614;2024;PRD;356749;2024;C41;394565;2024-10-10 00:00:00;2024-10-14 00:00:00;F;BUONVISO2;2024-10-15 10:57:41;2024-10-23 00:00:00;50231,7;50231,7;2024-10-21 11:05:35;BANCO;C;50231,7;45118,11
2024;OCC;49077;2024;FCG;447944;2024;PRD;360380;2024;C41;390706;2024-10-08 00:00:00;2024-10-08 00:00:00;F;FRANCHEL3;2024-10-08 17:24:07;2024-10-23 00:00:00;31184,81;31184,81;2024-10-14 11:27:39;BANCO;C;31184,81;30717,04
2024;OCC;49220;2024;FCG;450388;2024;PRD;362793;2024;C41;393351;2024-10-09 00:00:00;2024-10-09 00:00:00;F;FRANCHEL3;2024-10-09 14:02:36;2024-10-24 00:00:00;1916542,99;1916542,99;2024-10-14 11:27:42;BANCO;C;1916542,99;1834968,19
2024;OCC;49205;2024;FCG;447877;2024;PRD;362499;2024;C41;397891;2024-10-14 00:00:00;2024-10-15 00:00:00;F;GEPEREYRA;2024-10-15 14:15:32;2024-10-23 00:00:00;2554028,88;2554028,88;2024-10-21 12:06:46;BANCO;C;2554028,88;2117645,5
2024;OCC;50519;2024;FCG;465604;2024;PRD;374861;2024;C41;403861;2024-10-17 00:00:00;2024-10-17 00:00:00;F;JCGAUTO2;2024-10-21 07:29:28;2024-10-29 00:00:00;223842;223842;2024-10-28 12:08:26;BANCO;C;223842;217179,81
2024;OCC;51840;2024;FCG;476440;2024;PRD;381737;2024;C41;413664;2024-10-28 00:00:00;2024-10-28 00:00:00;F;BUONVISO2;2024-10-29 07:43:59;2024-11-08 00:00:00;6629391,5;6629391,5;2024-10-31 10:27:44;BANCO;C;6629391,5;5569604,91
2024;OCC;52820;2024;FCG;481498;2024;PRD;385029;2024;C41;415632;2024-10-30 00:00:00;2024-10-30 00:00:00;F;BUONVISO2;2024-10-31 08:07:58;2024-11-12 00:00:00;221415,48;221415,48;2024-12-02 10:51:44;BANCO;C;221415,48;213179,46
2024;OCC;55894;2024;FCG;536387;2024;PRD;405344;2024;C41;465735;2024-12-06 00:00:00;2024-12-06 00:00:00;F;RGAUTO3;2024-12-09 11:51:27;2024-12-19 00:00:00;14149656,35;14149656,35;2024-12-30 12:07:45;BANCO;C;14149656,35;13538822,46
2024;OCC;55897;2024;FCG;536386;2024;PRD;405368;2024;C41;465733;2024-12-06 00:00:00;2024-12-06 00:00:00;F;RGAUTO3;2024-12-09 11:51:26;2024-12-19 00:00:00;4842;4842;2024-12-30 12:07:45;BANCO;C;4842;4769,37
2024;OCC;55900;2024;FCG;536384;2024;PRD;405403;2024;C41;465730;2024-12-06 00:00:00;2024-12-06 00:00:00;F;RGAUTO3;2024-12-09 11:51:25;2024-12-19 00:00:00;913470,42;913470,42;2024-12-30 12:07:45;BANCO;C;913470,42;875293,01
2024;OCC;55103;2024;FCG;502568;2024;PRD;397389;2024;C41;441485;2024-11-20 00:00:00;2024-11-20 00:00:00;F;FRANCHEL3;2024-11-20 15:38:45;2024-11-29 00:00:00;302940;302940;2024-11-28 12:20:58;BANCO;C;302940;291176,86
2024;OCC;54927;2024;FCG;503433;2024;PRD;396739;2024;C41;436374;2024-11-17 00:00:00;2024-11-17 00:00:00;F;RGAUTO3;2024-11-19 11:27:31;2024-12-02 00:00:00;10243,57;10243,57;2024-12-23 13:12:20;BANCO;C;10243,57;9987,48
2024;OCC;54923;2024;FCG;503861;2024;PRD;396547;2024;C41;436427;2024-11-19 00:00:00;2024-11-19 00:00:00;F;PDIAZBOS;2024-11-19 14:49:16;2024-11-28 00:00:00;1807275,07;1807275,07;2024-12-23 13:12:21;BANCO;C;1807275,07;1750255,43
2024;OCC;54928;2024;FCG;502025;2024;PRD;396717;2024;C41;436937;2024-11-19 00:00:00;2024-11-19 00:00:00;F;BUONVISO2;2024-11-20 08:26:59;2024-11-29 00:00:00;50321,7;50321,7;2024-12-23 13:12:22;BANCO;C;50321,7;49150,99
2024;OCC;57582;2024;FCG;528222;2024;PRD;419710;2024;C41;458258;2024-12-04 00:00:00;2024-12-04 00:00:00;F;BUONVISO2;2024-12-04 11:07:39;2024-12-17 00:00:00;150965,1;150965,1;2024-12-30 12:07:56;BANCO;C;150965,1;145777,07
2024;OCC;57580;2024;FCG;527316;2024;PRD;419688;2024;C41;458980;2024-12-04 00:00:00;2024-12-04 00:00:00;F;FRANCHEL3;2024-12-04 12:24:26;2024-12-17 00:00:00;708923,9;708923,9;2024-12-30 12:07:57;BANCO;C;708923,9;679596,08
2024;OCC;58202;2024;FCG;546597;2024;PRD;421820;2024;C41;475364;2024-12-11 00:00:00;2024-12-11 00:00:00;F;RGAUTO3;2024-12-12 14:50:13;2024-12-23 00:00:00;624418,27;624418,27;2024-12-16 10:13:32;BANCO;C;624418,27;539646,26
2024;OCC;58584;2024;FCG;545317;2024;PRD;426905;2024;C41;469361;2024-12-09 00:00:00;2024-12-09 00:00:00;F;RGAUTO3;2024-12-09 11:53:27;2024-12-23 00:00:00;312898,55;312898,55;2024-12-16 10:13:31;BANCO;C;312898,55;297575,57
2024;OCC;61839;2024;FCG;568364;2024;PRD;448800;2024;C41;488624;2024-12-26 00:00:00;2024-12-26 00:00:00;F;FRANCHEL3;2024-12-26 16:09:56;2025-01-08 00:00:00;319819,25;319819,25;2025-02-17 13:28:31;BANCO;C;319819,25;307325,84
2024;OCC;65072;2024;FCG;593973;2024;PRD;460874;2024;C41;507597;2025-01-28 00:00:00;2025-01-28 00:00:00;F;RGAUTO3;2025-01-28 13:57:01;2025-02-11 00:00:00;201368,67;201368,67;2025-01-30 12:09:20;BANCO;C;201368,67;185945,22
2024;OCC;61627;2024;FCG;577236;2024;PRD;448132;2024;C41;496374;2025-01-08 00:00:00;2025-01-29 00:00:00;F;RGAUTO3;2025-01-30 08:55:27;2025-01-20 00:00:00;5876525,16;5876525,16;2025-02-03 11:41:17;BANCO;C;5876525,16;4635648,86
2024;OCC;62271;2024;FCG;572023;2024;PRD;450230;2024;C41;492955;2025-01-03 00:00:00;2025-01-03 00:00:00;F;RGAUTO3;2025-01-03 15:02:51;2025-01-15 00:00:00;735288,02;735288,02;2025-01-09 11:37:59;BANCO;C;735288,02;675408,06
2024;OCC;63198;2024;FCG;575439;2024;PRD;453380;2024;C41;495987;2025-01-08 00:00:00;2025-01-08 00:00:00;F;LGABELLI;2025-01-10 12:49:06;2025-01-17 00:00:00;18258629,01;18258629,01;2025-01-20 10:35:22;BANCO;C;18258629,01;14948098,54
2021;OCC;73255;2021;FCG;549124;2021;PRD;409510;2021;C41;499263;2022-03-28 00:00:00;2022-03-28 00:00:00;F;JCGAUTO2;2022-03-28 13:49:49;2022-04-29 00:00:00;5529799,19;5529799,19;2022-04-26 13:06:48;CH_DIF;C;27648995,95;4000000
2021;OCC;73255;2021;FCG;549124;2021;PRD;409510;2021;C41;499263;2022-03-28 00:00:00;2022-03-28 00:00:00;F;JCGAUTO2;2022-03-28 13:49:49;2022-04-29 00:00:00;5529799,19;5529799,19;2022-04-26 13:06:43;CH_DIF;C;27648995,95;24881,63
2022;OCC;69656;2022;FCG;488546;2022;PRD;381428;2022;C41;424800;2022-11-23 00:00:00;2022-11-23 00:00:00;F;LGABELLI;2022-11-25 11:28:33;2022-12-06 00:00:00;6983414;6983414;2022-12-14 12:23:49;BANCO;C;6983414;6618128,16
2022;OCC;66964;2022;FCG;466012;2022;PRD;361568;2022;C41;401257;2022-11-07 00:00:00;2022-11-07 00:00:00;F;RGAUTO3;2022-11-07 14:26:14;2022-11-23 00:00:00;14351283,1;14351283,1;2022-11-16 17:00:13;CH_DIF;C;57405132,4;4780267,22
2022;OCC;66964;2022;FCG;466012;2022;PRD;361568;2022;C41;401257;2022-11-07 00:00:00;2022-11-07 00:00:00;F;RGAUTO3;2022-11-07 14:26:14;2022-11-23 00:00:00;14351283,1;14351283,1;2022-11-16 17:00:11;CH_DIF;C;57405132,4;4780267,22
2022;OCC;67422;2022;FCG;476452;2022;PRD;364834;2022;C41;410313;2022-11-14 00:00:00;2022-11-14 00:00:00;F;VBERALDI;2022-11-14 12:17:41;2022-11-29 00:00:00;1911763;1911763;2022-11-28 11:44:15;BANCO;C;3823526;1830395
2022;OCC;67565;2022;FCG;478073;2022;PRD;366121;2022;C41;413964;2022-11-15 00:00:00;2022-11-16 00:00:00;F;RGAUTO3;2022-11-16 10:03:55;2022-11-30 00:00:00;1314373;1314373;2022-11-28 11:44:17;BANCO;C;1314373;1247050,42
2022;OCC;70439;2022;FCG;515157;2022;PRD;388169;2022;C41;445376;2022-12-12 00:00:00;2022-12-12 00:00:00;F;RGAUTO3;2022-12-14 12:06:18;2022-12-26 00:00:00;67095,68;67095,68;2022-12-23 10:06:24;BANCO;C;268382,72;63521,86
2022;OCC;76150;2022;FCG;582721;2022;PRD;447982;2022;C41;503759;2023-03-01 00:00:00;2023-03-01 00:00:00;F;RGAUTO3;2023-03-01 12:34:48;2023-03-14 00:00:00;4211750;4211750;2023-03-22 11:31:44;BANCO;C;4211750;3904521,8
2022;OCC;76225;2022;FCG;578681;2022;PRD;447992;2022;C41;500593;2023-02-14 00:00:00;2023-02-14 00:00:00;F;RGAUTO3;2023-02-14 13:51:07;2023-02-24 00:00:00;1997782;1997782;2023-02-22 13:18:45;BANCO;C;1997782;1919626,88
2022;OCC;76311;2022;FCG;571932;2022;PRD;448017;2022;C41;495471;2023-01-31 00:00:00;2023-01-31 00:00:00;F;RGAUTO3;2023-02-01 08:52:49;2023-02-13 00:00:00;883311,4;883311,4;2023-02-23 13:06:45;CH_DIF;C;883311,4;846438,81
2022;OCC;77703;2022;FCG;551867;2022;PRD;435099;2022;C41;480297;2023-01-05 00:00:00;2023-01-05 00:00:00;F;RGAUTO3;2023-01-09 08:39:39;2023-01-18 00:00:00;8386,95;8386,95;2023-01-13 11:03:58;BANCO;C;8386,95;7799,87
2022;OCC;85505;2022;FCG;583774;2022;PRD;453459;2022;C41;504819;2023-03-07 00:00:00;2023-03-07 00:00:00;F;FRANCHEL3;2023-03-07 12:35:01;2023-03-20 00:00:00;4498454,63;4498454,63;2023-04-24 10:07:27;BANCO;C;4498454,63;3728822,39
2022;OCC;84563;2022;FCG;582448;2022;PRD;452388;2022;C41;503470;2023-02-28 00:00:00;2023-02-28 00:00:00;F;FRANCHEL3;2023-02-28 15:19:48;2023-03-13 00:00:00;374441,67;374441,67;2023-03-27 10:33:18;BANCO;C;374441,67;359585,05
2022;OCC;84348;2022;FCG;582016;2022;PRD;452142;2022;C41;503220;2023-02-27 00:00:00;2023-02-27 00:00:00;F;FRANCHEL3;2023-02-27 11:07:06;2023-03-09 00:00:00;3154643,08;3154643,08;2023-03-06 11:16:01;BANCO;C;3154643,08;3019502,54
2022;OCC;82136;2022;FCG;571321;2022;PRD;448112;2022;C41;494638;2023-01-27 00:00:00;2023-01-27 00:00:00;F;EBUSQUET;2023-01-30 14:51:42;2023-02-10 00:00:00;188864;188864;2023-02-06 11:33:10;BANCO;C;188864;141464,1
2022;OCC;84539;2022;FCG;582444;2022;PRD;452367;2022;C41;503493;2023-02-28 00:00:00;2023-02-28 00:00:00;F;FRANCHEL3;2023-02-28 15:19:58;2023-03-13 00:00:00;794877,64;794877,64;2023-03-27 10:33:18;BANCO;C;794877,64;761831,09
2022;OCC;83007;2022;FCG;580212;2022;PRD;450152;2022;C41;500829;2023-02-14 00:00:00;2023-02-24 00:00:00;F;RGAUTO3;2023-02-24 12:30:04;2023-03-01 00:00:00;25160,85;25160,85;2023-03-06 10:47:11;BANCO;C;25160,85;21100,22
2022;OCC;82385;2022;FCG;572852;2022;PRD;448796;2022;C41;496456;2023-02-02 00:00:00;2023-02-02 00:00:00;F;RGAUTO3;2023-02-03 08:53:43;2023-02-15 00:00:00;5761665,06;5761665,06;2023-02-08 10:31:00;BANCO;C;5761665,06;5513733,11
2022;OCC;84113;2022;FCG;581347;2022;PRD;451824;2022;C41;502158;2023-02-17 00:00:00;2023-02-17 00:00:00;F;JCGAUTO2;2023-02-22 13:40:59;2023-03-06 00:00:00;133884,5;133884,5;2023-02-27 11:04:24;BANCO;C;133884,5;119924,91
2022;OCC;84144;2022;FCG;582838;2022;PRD;451878;2022;C41;504673;2023-03-06 00:00:00;2023-03-07 00:00:00;F;LGABELLI;2023-03-07 13:19:04;2023-03-14 00:00:00;21300;21300;2023-03-13 10:35:20;BANCO;C;21300;20767,5
