aa_ocompra;n_ocompra;aa_devengado;t_devengado;n_devengado;c_numcred;c_juris;c_sjuris;c_entidad;c_programa;c_inciso;c_pprincipal;c_pparcial;c_psparcial;c_ubica_geo;i_devengado;e_devengado
2021;65644;2024;DRP;13298;2319;29;0;0;1;3;3;5;0;1;32488318,34;A
2021;65643;2024;DRP;11237;2319;29;0;0;1;3;3;5;0;1;9371272,3;A
2021;65642;2024;DRP;12746;2319;20;21;0;1;3;3;5;0;1;64453675,68;A
2021;65645;2024;DRP;12541;2319;45;0;0;1;3;3;5;0;1;30608395,39;A
2021;65641;2024;DRP;10435;2319;29;0;0;1;3;3;5;0;1;5186125,79;A
2021;65639;2024;DRP;8783;2319;21;0;0;1;3;3;5;0;1;80423354,63;A
2021;65641;2024;DRP;7366;2319;29;0;0;1;3;3;5;0;1;24585503,3;A
2021;65642;2024;DRP;6564;2319;29;0;0;1;3;3;5;0;1;62997516,74;A
2021;65641;2024;DRP;5268;2319;60;0;0;1;3;3;5;0;1;5094226,09;X
2021;65638;2024;DRP;6014;2319;29;0;0;1;3;3;5;0;1;26607915,9;A
2021;65644;2024;DRP;2511;2319;70;0;0;1;3;3;5;0;1;26131791,08;A
2021;65642;2024;DRP;1451;2319;70;0;0;1;3;3;5;0;1;52275776,74;A
2021;65639;2024;DRP;3656;2319;60;0;0;1;3;3;5;0;1;62627577,11;A
2021;65645;2024;DRP;3655;2319;70;0;0;1;3;3;5;0;1;17991879,49;A
2021;65640;2024;DRP;13390;7405;60;0;0;1;3;3;5;0;1;9172004,09;A
2021;65641;2024;DRP;13300;7405;29;0;0;1;3;3;5;0;1;6740789,22;A
2021;65638;2024;DRP;12605;7405;55;0;0;1;3;3;5;0;1;17824165,99;A
2021;65638;2024;DRP;12890;7405;55;0;0;1;3;3;5;0;1;3320710,03;A
2021;65640;2024;DRP;11170;7405;29;0;0;1;3;3;5;0;1;8635569,6;A
2021;65641;2024;DRP;10435;7405;29;0;0;1;3;3;5;0;1;1381405,87;A
2021;65643;2024;DRP;7842;7405;29;0;0;1;3;3;5;0;1;14198847,96;A
2021;65644;2024;DRP;1354;7405;70;0;0;1;3;3;5;0;1;165904832,9;A
2021;65644;2024;DRP;1350;7405;70;0;0;1;3;3;5;0;1;165904832,9;X
2021;65638;2024;DRP;1447;7405;70;0;0;1;3;3;5;0;1;12149524,45;A
2022;53374;2024;DRP;3277;15419;60;0;0;202;3;3;1;0;12;20671784,23;A
2023;49402;2024;DRP;13099;16457;45;0;0;31;3;3;1;0;1;40651037,57;A
2023;61477;2024;DRP;6235;16457;45;0;0;31;3;3;1;0;1;29077782,5;X
2023;61477;2024;DRP;6396;16457;45;0;0;31;3;3;1;0;1;29077782,5;A
2023;49402;2024;DRP;4694;16457;45;0;0;31;3;3;1;0;1;181452793,2;A
2022;33509;2024;DRP;3379;16461;45;0;0;31;3;3;1;0;1;59720949,97;A
2021;65641;2024;DRP;13300;2378;29;0;0;7;3;3;5;0;1;17762196,02;A
2021;65641;2024;DRP;11251;2378;29;0;0;7;3;3;5;0;1;16718893,85;A
2021;65641;2024;DRP;8855;2378;29;0;0;7;3;3;5;0;1;15505544,24;A
2021;65641;2024;DRP;5268;2378;60;0;0;7;3;3;5;0;1;3575546,06;X
2021;65641;2024;DRP;1448;2379;70;0;0;83;3;3;5;0;1;73605300,67;A
2021;65643;2024;DRP;9064;16478;29;0;0;18;3;3;5;0;1;12302635,97;A
2021;65644;2024;DRP;7624;16478;29;0;0;18;3;3;5;0;1;99712586,14;A
2021;65644;2024;DRP;3660;16478;60;0;0;18;3;3;5;0;1;18182411,24;A
2021;65643;2024;DRP;3352;16478;70;0;0;18;3;3;5;0;1;7792571,81;A
2021;65644;2024;DRP;13298;7555;29;0;0;27;3;3;5;0;1;17710743,97;A
2021;65644;2024;DRP;7624;7555;29;0;0;27;3;3;5;0;1;15461365,55;A
2021;65639;2024;DRP;5270;7555;21;0;0;27;3;3;5;0;1;88385744,12;A
2021;65639;2024;DRP;5004;7555;21;0;0;27;3;3;5;0;1;60747403,27;A
2021;65639;2024;DRP;2446;7555;70;0;0;27;3;3;5;0;1;60616117,13;A
2021;65639;2024;DRP;1366;7555;70;0;0;27;3;3;5;0;1;64549466,27;A
2021;65643;2024;DRP;13867;2655;20;21;0;10;3;3;5;0;1;27121948,58;A
2021;65644;2024;DRP;13298;2655;29;0;0;10;3;3;5;0;1;30015404,94;A
2021;65641;2024;DRP;13300;2655;29;0;0;10;3;3;5;0;1;85954733,8;A
2021;65643;2024;DRP;12893;2655;29;0;0;10;3;3;5;0;1;4305105,82;A
2021;65643;2024;DRP;12542;2655;20;21;0;10;3;3;5;0;1;23009874,21;A
2021;65642;2024;DRP;11823;2655;21;0;0;10;3;3;5;0;1;16416810,22;A
2021;65638;2024;DRP;9060;2655;29;0;0;10;3;3;5;0;1;31499990,36;A
2021;65643;2024;DRP;9064;2655;29;0;0;10;3;3;5;0;1;21340943,06;A
2021;65641;2024;DRP;7843;2655;29;0;0;10;3;3;5;0;1;75034355,35;A
2021;65644;2024;DRP;6621;2655;29;0;0;10;3;3;5;0;1;5914491,28;A
2021;65643;2024;DRP;7365;2655;29;0;0;10;3;3;5;0;1;4815756,11;A
2021;65644;2024;DRP;5942;2655;29;0;0;10;3;3;5;0;1;29286160,22;A
2021;65643;2024;DRP;5013;2655;29;0;0;10;3;3;5;0;1;18794771,58;A
2021;65642;2024;DRP;2369;2655;70;0;0;10;3;3;5;0;1;125790576,7;A
2021;65639;2024;DRP;1366;2655;70;0;0;10;3;3;5;0;1;439814620,5;A
2021;65643;2024;DRP;1456;2655;70;0;0;10;3;3;5;0;1;20916861,86;A
2021;65641;2024;DRP;13300;16793;29;0;0;1;3;3;5;0;1;30476350,12;A
2021;65638;2024;DRP;12890;16793;55;0;0;1;3;3;5;0;1;8247541,07;A
2021;65638;2024;DRP;11821;16793;29;0;0;1;3;3;5;0;1;12789073,01;A
2021;65641;2024;DRP;8855;16793;29;0;0;1;3;3;5;0;1;26604390,28;A
2021;65641;2024;DRP;10435;16793;29;0;0;1;3;3;5;0;1;6245590,47;A
2021;65645;2024;DRP;10434;16793;45;0;0;1;3;3;5;0;1;61161720,84;A
2021;65641;2024;DRP;10173;16793;29;0;0;1;3;3;5;0;1;26604390,28;A
2021;65640;2024;DRP;9061;16793;29;0;0;1;3;3;5;0;1;32743092,69;A
2021;65639;2024;DRP;7605;16793;21;0;0;1;3;3;5;0;1;161370594,3;A
2021;65638;2024;DRP;6014;16793;29;0;0;1;3;3;5;0;1;31244867,56;A
2021;65639;2024;DRP;2446;16793;70;0;0;1;3;3;5;0;1;148678407,6;A
2021;65644;2024;DRP;2511;16793;70;0;0;1;3;3;5;0;1;3480680,93;A
2021;65640;2024;DRP;2368;16793;70;0;0;1;3;3;5;0;1;36966443,36;A
2021;65639;2024;DRP;3656;16793;60;0;0;1;3;3;5;0;1;132315538,4;A
2021;65641;2024;DRP;1448;16793;70;0;0;1;3;3;5;0;1;26097700,65;A
2021;65642;2024;DRP;14595;16960;20;21;0;1;3;3;5;0;1;1953427,03;A
2021;65638;2024;DRP;11434;16960;29;0;0;1;3;3;5;0;1;32709882,23;A
2021;65641;2024;DRP;12894;16960;29;0;0;1;3;3;5;0;1;270671,52;A
2021;65639;2024;DRP;11169;16960;29;0;0;1;3;3;5;0;1;59182195,86;A
2021;65645;2024;DRP;9059;16960;29;0;0;1;3;3;5;0;1;2493200,36;A
2021;65643;2024;DRP;7842;16960;29;0;0;1;3;3;5;0;1;3556246,86;A
2021;65638;2024;DRP;5009;16960;29;0;0;1;3;3;5;0;1;25284359,99;A
2021;65638;2024;DRP;6014;16960;29;0;0;1;3;3;5;0;1;25284359,99;A
2021;65644;2024;DRP;4604;16960;29;0;0;1;3;3;5;0;1;14258802,72;A
2022;4;2024;DRP;9256;31117;20;21;0;89;3;3;5;0;14;28599083,06;A
2022;4;2024;DRP;4443;31117;20;21;0;89;3;3;5;0;14;8100055,93;A
2022;4;2024;DRP;5460;31117;20;21;0;89;3;3;5;0;14;57406659,55;A
2021;65641;2024;DRP;11251;26155;29;0;0;1;3;3;5;0;1;34954958,2;A
2021;65639;2024;DRP;12398;26155;29;0;0;1;3;3;5;0;1;12678809,83;A
2021;65641;2024;DRP;10173;26155;29;0;0;1;3;3;5;0;1;32418152,53;A
2021;65639;2024;DRP;10122;26155;21;0;0;1;3;3;5;0;1;11934205,7;A
2021;65639;2024;DRP;2446;26155;70;0;0;1;3;3;5;0;1;7019037,86;A
2021;65639;2024;DRP;3656;26155;60;0;0;1;3;3;5;0;1;9075383,14;A
2021;65639;2024;DRP;1445;26155;70;0;0;1;3;3;5;0;1;14038075,73;A
2021;65640;2024;DRP;13849;25312;60;0;0;2;3;3;5;0;1;57138,42;A
2021;65640;2024;DRP;11423;25312;29;0;0;2;3;3;5;0;1;61258,46;A
2021;65641;2024;DRP;10435;25312;29;0;0;2;3;3;5;0;1;1587029,72;A
2021;65643;2024;DRP;7365;25312;29;0;0;2;3;3;5;0;1;56699,6;A
2021;65643;2024;DRP;5013;25312;29;0;0;2;3;3;5;0;1;221285,3;A
2021;65639;2024;DRP;13392;25316;29;0;0;22;3;3;5;0;1;7425321,91;A
2021;65639;2024;DRP;7605;25316;21;0;0;22;3;3;5;0;1;6482093,91;A
2021;65638;2024;DRP;13391;30337;55;0;0;86;3;3;5;0;1;3191263,01;A
2021;65638;2024;DRP;9060;30337;29;0;0;86;3;3;5;0;1;5575325,21;A
2021;65638;2024;DRP;5009;30337;29;0;0;86;3;3;5;0;1;2154830,9;A
2021;65638;2024;DRP;1447;30337;70;0;0;86;3;3;5;0;1;2048079,13;A
2021;65642;2024;DRP;14030;30385;20;21;0;53;3;3;5;0;1;1114215,12;A
2021;65640;2024;DRP;12745;30385;60;0;0;53;3;3;5;0;1;3804779,41;A
2021;65640;2024;DRP;9461;30385;29;0;0;53;3;3;5;0;1;517592,26;A
2021;65644;2024;DRP;7624;30385;29;0;0;53;3;3;5;0;1;953456,08;A
2021;65642;2024;DRP;5002;30385;29;0;0;53;3;3;5;0;1;752650,88;A
2021;65639;2024;DRP;11169;32310;29;0;0;1;3;3;5;0;1;215877370,7;A
2021;65639;2024;DRP;8783;32310;21;0;0;1;3;3;5;0;1;200212930;A
2021;65644;2024;DRP;8698;32310;29;0;0;1;3;3;5;0;1;3690582,4;A
2021;65641;2024;DRP;10173;32310;29;0;0;1;3;3;5;0;1;10898751,63;A
2021;65644;2024;DRP;7624;32310;29;0;0;1;3;3;5;0;1;3690582,4;A
2021;65641;2024;DRP;3350;32310;60;0;0;1;3;3;5;0;1;8936068,28;A
2021;65641;2024;DRP;2603;32310;70;0;0;1;3;3;5;0;1;10041388,16;A
2021;65645;2024;DRP;5001;29458;29;0;0;71;3;3;5;0;1;14090825,33;A
2021;65642;2024;DRP;5002;29466;29;0;0;7;3;3;5;0;1;5978008,27;A
2021;65642;2024;DRP;1451;29466;70;0;0;7;3;3;5;0;1;7066121,9;A
2021;65642;2024;DRP;12746;30475;20;21;0;26;3;3;5;0;1;4013795,3;A
2021;65642;2024;DRP;7979;30475;29;0;0;26;3;3;5;0;1;3506591,66;A
2021;65642;2024;DRP;2369;30475;70;0;0;26;3;3;5;0;1;3958315,96;A
2021;65644;2024;DRP;13298;30482;29;0;0;1;3;3;5;0;1;84217864,25;A
2021;65642;2024;DRP;11823;30482;21;0;0;1;3;3;5;0;1;148958,93;A
2021;65642;2024;DRP;7377;30482;29;0;0;1;3;3;5;0;1;249941,54;A
2021;65644;2024;DRP;4998;30482;29;0;0;1;3;3;5;0;1;56750359,14;A
2021;65642;2024;DRP;5002;30482;29;0;0;1;3;3;5;0;1;861168,96;A
2021;65644;2024;DRP;1354;30482;70;0;0;1;3;3;5;0;1;72149498,66;A
2021;65641;2024;DRP;11251;25529;29;0;0;1;3;3;5;0;1;1062941,48;A
2021;65644;2024;DRP;6621;25529;29;0;0;1;3;3;5;0;1;418808,33;A
2021;65641;2024;DRP;4976;25529;29;0;0;1;3;3;5;0;1;910218,4;A
2021;65644;2024;DRP;2400;25529;29;0;0;1;3;3;5;0;1;1709558,89;X
2021;65641;2024;DRP;1448;25529;70;0;0;1;3;3;5;0;1;967025,14;A
2021;65639;2024;DRP;13903;30521;29;0;0;9;3;3;5;0;1;2856826,93;A
2021;65641;2024;DRP;13905;30521;29;0;0;9;3;3;5;0;1;9373547,19;A
2021;65641;2024;DRP;12894;30521;29;0;0;9;3;3;5;0;1;15074159,05;A
2021;65641;2024;DRP;10173;30521;29;0;0;9;3;3;5;0;1;74677323,2;A
2021;65641;2024;DRP;7366;30521;29;0;0;9;3;3;5;0;1;80494331,32;A
2021;65640;2024;DRP;7844;30521;29;0;0;9;3;3;5;0;1;4458529,92;A
2021;65642;2024;DRP;3701;30521;60;0;0;9;3;3;5;0;1;278628368,5;A
2021;65640;2024;DRP;5271;30521;29;0;0;9;3;3;5;0;1;4980719,52;A
2021;65645;2024;DRP;2370;30521;70;0;0;9;3;3;5;0;1;2462436,17;A
2021;65644;2024;DRP;2400;30521;29;0;0;9;3;3;5;0;1;1528514,61;X
2021;65638;2024;DRP;2580;30521;60;0;0;9;3;3;5;0;1;4110811,94;A
2021;65639;2024;DRP;3656;30521;60;0;0;9;3;3;5;0;1;18665143,31;A
2021;65639;2024;DRP;1366;30521;70;0;0;9;3;3;5;0;1;22334329,74;A
2021;65638;2024;DRP;6014;20652;29;0;0;1;3;3;5;0;1;60819513,94;A
2021;65639;2024;DRP;13903;20657;29;0;0;57;3;3;5;0;1;39807135,13;A
2021;65644;2024;DRP;12396;20657;29;0;0;57;3;3;5;0;1;27307257,73;A
2021;65639;2024;DRP;12398;20657;29;0;0;57;3;3;5;0;1;363347209,5;A
2021;65644;2024;DRP;9747;20657;29;0;0;57;3;3;5;0;1;29433369,57;A
2021;65638;2024;DRP;9060;20657;29;0;0;57;3;3;5;0;1;314151373,4;A
2021;65642;2024;DRP;7979;20657;29;0;0;57;3;3;5;0;1;23544933,02;A
2021;65639;2024;DRP;7605;20657;21;0;0;57;3;3;5;0;1;305648349,9;A
2021;65638;2024;DRP;5009;20657;29;0;0;57;3;3;5;0;1;121417686;A
2021;65644;2024;DRP;1354;20657;70;0;0;57;3;3;5;0;1;23394145,31;A
2021;65644;2024;DRP;2511;20657;70;0;0;57;3;3;5;0;1;21964434,92;A
2021;65644;2024;DRP;3660;20657;60;0;0;57;3;3;5;0;1;4428126,04;A
2021;65644;2024;DRP;14015;36087;29;0;0;16;3;3;5;0;1;3177630,3;A
2021;65644;2024;DRP;5942;36087;29;0;0;16;3;3;5;0;1;28304675,46;A
2021;65638;2024;DRP;14681;39274;55;0;0;69;3;3;5;0;1;68581,02;A
2021;65638;2024;DRP;12605;39274;55;0;0;69;3;3;5;0;1;902492,57;A
2021;65639;2024;DRP;8783;39274;21;0;0;69;3;3;5;0;1;355362,22;A
2021;65638;2024;DRP;7361;39274;29;0;0;69;3;3;5;0;1;476197,66;A
2021;65642;2024;DRP;6564;39274;29;0;0;69;3;3;5;0;1;4695949,4;A
2021;65642;2024;DRP;5002;39274;29;0;0;69;3;3;5;0;1;3250686,65;A
2021;65645;2024;DRP;11236;34217;29;0;0;7;3;3;5;0;1;7720372;A
2021;65640;2024;DRP;10174;34217;29;0;0;7;3;3;5;0;1;7222679,21;A
2021;65645;2024;DRP;2370;34217;70;0;0;7;3;3;5;0;1;6593336,63;A
2021;65639;2024;DRP;11169;37211;29;0;0;65;3;3;5;0;1;279569,83;A
2021;65638;2024;DRP;9060;37211;29;0;0;65;3;3;5;0;1;633405,79;A
2021;65639;2024;DRP;7605;37211;21;0;0;65;3;3;5;0;1;259283,76;A
2021;65645;2024;DRP;10434;38305;45;0;0;3;3;3;5;0;1;1306041,91;A
2021;65644;2024;DRP;2400;38305;29;0;0;3;3;3;5;0;1;51884083,66;X
2021;65640;2024;DRP;13390;38391;60;0;0;5;3;3;5;0;1;37334,99;A
2021;65644;2024;DRP;14015;38391;29;0;0;5;3;3;5;0;1;10380,24;A
2021;65645;2024;DRP;11236;38391;29;0;0;5;3;3;5;0;1;875822,12;A
2021;65645;2024;DRP;12541;38391;45;0;0;5;3;3;5;0;1;875822,12;A
2021;65640;2024;DRP;12745;38391;60;0;0;5;3;3;5;0;1;37334,99;A
2021;65645;2024;DRP;9059;38391;29;0;0;5;3;3;5;0;1;1060663,86;A
2021;65644;2024;DRP;9747;38391;29;0;0;5;3;3;5;0;1;102142,36;A
2021;65644;2024;DRP;4998;38391;29;0;0;5;3;3;5;0;1;63856,98;A
2021;65645;2024;DRP;2370;38391;70;0;0;5;3;3;5;0;1;747967,85;A
2021;65639;2024;DRP;2446;38391;70;0;0;5;3;3;5;0;1;1882908,63;A
2021;65644;2024;DRP;3660;38391;60;0;0;5;3;3;5;0;1;15366,89;A
2021;65645;2024;DRP;3655;38391;70;0;0;5;3;3;5;0;1;514815,82;A
2021;65640;2024;DRP;3663;38391;70;0;0;5;3;3;5;0;1;25206,34;A
2021;65645;2024;DRP;1444;38391;70;0;0;5;3;3;5;0;1;796479,6;A
2021;65639;2024;DRP;13392;40835;29;0;0;1;3;3;5;0;1;7043783,24;A
2021;65639;2024;DRP;11419;40835;29;0;0;1;3;3;5;0;1;827337,92;A
2021;65644;2024;DRP;11896;37497;29;0;0;7;3;3;5;0;1;33559969,36;A
2021;65644;2024;DRP;9747;37497;29;0;0;7;3;3;5;0;1;308022308,7;A
2021;65644;2024;DRP;5942;37497;29;0;0;7;3;3;5;0;1;278829361,8;A
2021;65644;2024;DRP;2511;37497;70;0;0;7;3;3;5;0;1;229859375,9;A
2021;65644;2024;DRP;3660;37497;60;0;0;7;3;3;5;0;1;46340654,36;A
2023;84138;2024;DRP;12999;38941;55;0;0;51;3;3;5;0;1;8611552,77;A
2023;84483;2024;DRP;12996;38941;55;0;0;51;3;3;5;0;1;217882297,6;A
2023;84138;2024;DRP;12998;38941;55;0;0;51;3;3;5;0;1;8285350,44;A
2023;84384;2024;DRP;11935;38941;55;0;0;51;3;3;5;0;1;186236556,2;A
2023;84056;2024;DRP;11926;38941;55;0;0;51;3;3;5;0;1;288523410;A
2023;85404;2024;DRP;9129;38941;55;0;0;51;3;3;5;0;1;199409626,2;A
2023;84483;2024;DRP;9699;38941;55;0;0;51;3;3;5;0;1;429011,68;A
2023;84483;2024;DRP;6367;38941;55;0;0;51;3;3;5;0;1;146096903,6;A
2023;84680;2024;DRP;7726;38941;55;0;0;51;3;3;5;0;1;3838287,01;A
2023;84138;2024;DRP;6729;38941;55;0;0;51;3;3;5;0;1;17815956,53;A
2023;84056;2024;DRP;6351;38941;55;0;0;51;3;3;5;0;1;179791465,9;A
2023;84138;2024;DRP;3692;38941;55;0;0;51;3;3;5;0;1;9349092,81;A
2023;84056;2024;DRP;4801;38941;55;0;0;51;3;3;5;0;1;37732928,05;A
2023;84384;2024;DRP;5518;38941;55;0;0;51;3;3;5;0;1;125429718;A
2023;85404;2024;DRP;2692;38941;55;0;0;51;3;3;5;0;1;14221832,48;A
2023;84055;2024;DRP;2206;38941;55;0;0;51;3;3;5;0;1;1708602,74;A
2023;85404;2024;DRP;1820;38941;55;0;0;51;3;3;5;0;1;48324012,09;A
2023;84056;2024;DRP;1939;38941;55;0;0;51;3;3;5;0;1;2455056,05;A
2023;84056;2024;DRP;2951;38941;55;0;0;51;3;3;5;0;1;14563081,21;A
2023;84138;2024;DRP;1677;38941;55;0;0;51;3;3;5;0;1;31767050,74;A
2023;84056;2024;DRP;2202;38941;55;0;0;51;3;3;5;0;1;1408094,32;A
2021;65639;2024;DRP;13903;36554;29;0;0;106;3;3;5;0;1;118848,48;A
2021;65643;2024;DRP;13867;36554;20;21;0;106;3;3;5;0;1;1743305,77;A
2021;65644;2024;DRP;11115;36554;29;0;0;106;3;3;5;0;1;8823017,81;A
2021;65640;2024;DRP;11170;36554;29;0;0;106;3;3;5;0;1;58776,8;A
2021;65642;2024;DRP;12746;36554;20;21;0;106;3;3;5;0;1;600721,42;A
2021;65643;2024;DRP;12542;36554;20;21;0;106;3;3;5;0;1;1478995,74;A
2021;65642;2024;DRP;11823;36554;21;0;0;106;3;3;5;0;1;70190,09;A
2021;65642;2024;DRP;9311;36554;29;0;0;106;3;3;5;0;1;606441,55;A
2021;65639;2024;DRP;9460;36554;21;0;0;106;3;3;5;0;1;148186,06;A
2021;65639;2024;DRP;8783;36554;21;0;0;106;3;3;5;0;1;947010,01;A
2021;65642;2024;DRP;7979;36554;29;0;0;106;3;3;5;0;1;524811,2;A
2021;65643;2024;DRP;7365;36554;29;0;0;106;3;3;5;0;1;309540,27;A
2021;65643;2024;DRP;5269;36554;29;0;0;106;3;3;5;0;1;1743538,24;A
2021;65644;2024;DRP;2400;36554;29;0;0;106;3;3;5;0;1;7539444,51;X
2021;65643;2024;DRP;2371;36554;70;0;0;106;3;3;5;0;1;1262110,64;A
2021;65642;2024;DRP;1451;36554;70;0;0;106;3;3;5;0;1;479647,58;A
2021;65639;2024;DRP;3656;36554;60;0;0;106;3;3;5;0;1;776499,21;A
2023;77145;2024;DRP;1720;54946;20;21;0;88;3;3;6;0;14;5801178,58;A
2023;77145;2024;DRP;7664;54948;20;21;0;88;3;9;6;0;14;7861145,71;A
2024;58216;2025;DRP;1540;43219;45;0;0;75;3;3;1;0;1;10871285,32;A
2024;56156;2025;DRP;3267;43532;55;0;0;53;3;3;1;0;1;21978094,1;A
2021;65645;2025;DRP;2311;26473;45;0;0;86;3;3;5;0;1;1090672,12;A
2021;65639;2025;DRP;2704;26473;29;0;0;86;3;3;5;0;1;577095,51;A
2021;65645;2025;DRP;3910;26473;60;0;0;86;3;3;5;0;1;476238,44;P
2021;65641;2025;DRP;3827;18619;29;0;0;57;3;3;5;0;1;17178734,75;A
2021;65638;2025;DRP;2668;18619;55;0;0;57;3;3;5;0;1;192438899,2;A
2021;65645;2025;DRP;3910;18619;60;0;0;57;3;3;5;0;1;1573796,74;P
2021;65644;2025;DRP;465;18619;29;0;0;57;3;3;5;0;1;28730568,46;A
2021;65638;2025;DRP;514;18619;55;0;0;57;3;3;5;0;1;192438899,2;A
2021;65641;2025;DRP;2710;25585;29;0;0;1;3;3;5;0;4;65118227,12;A
2021;65644;2025;DRP;1427;26867;29;0;0;1;3;3;5;0;4;107595498,8;A
2021;65641;2025;DRP;512;26869;29;0;0;53;3;3;5;0;4;17984056,2;A
2021;65639;2025;DRP;1426;26869;29;0;0;53;3;3;5;0;4;2787939,32;A
2021;65641;2025;DRP;3827;27892;29;0;0;9;3;3;5;0;1;16648099,28;A
2021;65643;2025;DRP;2023;27892;20;21;0;9;3;3;5;0;1;11405328,68;A
2021;65641;2025;DRP;3545;27892;29;0;0;9;3;3;5;0;1;91624351,69;A
2021;65640;2025;DRP;516;27892;29;0;0;9;3;3;5;0;1;58926736,41;A
2021;65639;2025;DRP;999;27892;29;0;0;9;3;3;5;0;1;30565517,39;A
2021;65642;2025;DRP;517;27894;20;21;0;26;3;3;5;0;13;3483029,55;A
2023;84483;2025;DRP;553;22183;55;0;0;51;3;3;5;0;1;92013278,25;A
2023;84056;2025;DRP;949;22183;55;0;0;51;3;3;5;0;1;150490196,2;A
2021;65641;2025;DRP;2710;24179;29;0;0;2;3;3;5;0;4;8794860,73;A
2021;65641;2025;DRP;3545;24179;29;0;0;2;3;3;5;0;4;8794860,73;A
2021;65640;2025;DRP;516;24179;29;0;0;2;3;3;5;0;4;589139,29;A
2021;65643;2025;DRP;1005;24179;20;21;0;2;3;3;5;0;4;554462,37;A
2021;65639;2025;DRP;3539;24183;29;0;0;22;3;3;5;0;9;8079337,07;A
2021;65640;2025;DRP;2708;17436;60;0;0;1;3;3;5;0;1;53477750,49;A
2021;65642;2025;DRP;2008;17436;20;21;0;1;3;3;5;0;1;31036421,24;A
2021;65640;2025;DRP;993;17436;60;0;0;1;3;3;5;0;1;51068569,69;A
2021;65644;2025;DRP;465;17436;29;0;0;1;3;3;5;0;1;154443721,5;A
2021;65644;2025;DRP;2707;17440;29;0;0;74;3;3;5;0;1;20856591,65;A
2021;65638;2025;DRP;2890;17440;55;0;0;74;3;3;5;0;1;210395,93;A
2021;65644;2025;DRP;1427;17440;29;0;0;74;3;3;5;0;1;19913626,17;A
2021;65645;2025;DRP;513;35518;45;0;0;3;3;3;5;0;1;9404079,21;A
2021;65644;2025;DRP;2707;34680;29;0;0;65;3;3;5;0;1;1157347,72;A
2021;65644;2025;DRP;893;34680;29;0;0;65;3;3;5;0;1;1105021,86;A
2021;65638;2025;DRP;901;34680;55;0;0;65;3;3;5;0;1;601371,56;A
2021;65644;2025;DRP;3604;33741;29;0;0;16;3;3;5;0;4;32311387,12;A
2021;65644;2025;DRP;2319;33743;29;0;0;106;3;3;5;0;1;1117611,97;A
2021;65642;2025;DRP;1141;33743;20;21;0;106;3;3;5;0;1;1200440,59;A
2021;65640;2025;DRP;516;33743;29;0;0;106;3;3;5;0;1;589139,29;A
2021;65641;2025;DRP;2710;41674;29;0;0;7;3;3;5;0;4;6596145,55;A
2021;65644;2025;DRP;2319;41674;29;0;0;7;3;3;5;0;4;1098842,91;A
2021;65642;2025;DRP;1141;41674;20;21;0;7;3;3;5;0;4;18006608,82;A
2021;65643;2025;DRP;1428;41674;20;21;0;7;3;3;5;0;4;9250291,69;A
2021;65640;2025;DRP;993;41674;60;0;0;7;3;3;5;0;4;330987248,6;A
2021;65644;2025;DRP;2707;35983;29;0;0;5;3;3;5;0;1;1157347,72;A
2021;65645;2025;DRP;2892;35983;45;0;0;5;3;3;5;0;1;1119986,84;A
2021;65644;2025;DRP;2319;35983;29;0;0;5;3;3;5;0;1;104651,71;A
2021;65640;2025;DRP;1646;35983;60;0;0;5;3;3;5;0;1;589139,29;A
2021;65639;2025;DRP;999;35983;29;0;0;5;3;3;5;0;1;8815997,17;A
2021;65645;2025;DRP;513;35983;45;0;0;5;3;3;5;0;1;1044897,69;A
2021;65644;2025;DRP;2707;16543;29;0;0;1;3;3;5;0;8;116390928,4;A
2021;65641;2025;DRP;2710;16543;29;0;0;1;3;3;5;0;8;31881370,14;A
2021;65639;2025;DRP;2704;16543;29;0;0;1;3;3;5;0;8;174804557,7;A
2021;65641;2025;DRP;3545;16543;29;0;0;1;3;3;5;0;8;31881370,14;A
2021;65642;2025;DRP;1141;16543;20;21;0;1;3;3;5;0;8;11814348,2;A
2021;65640;2025;DRP;993;16543;60;0;0;1;3;3;5;0;8;40650611,31;A
2021;65643;2025;DRP;1005;16543;20;21;0;1;3;3;5;0;8;16633871,09;A
2021;65645;2025;DRP;513;16543;45;0;0;1;3;3;5;0;8;70640289,42;A
2021;65643;2025;DRP;518;7516;20;21;0;1;3;3;5;0;4;17320922,29;A
2021;65643;2025;DRP;1428;7516;20;21;0;1;3;3;5;0;4;17320922,29;A
2021;65639;2025;DRP;2704;7518;29;0;0;27;3;3;5;0;8;83200967,35;A
2021;65639;2025;DRP;1426;7518;29;0;0;27;3;3;5;0;8;79438702,74;A
2021;65639;2025;DRP;2308;6623;29;0;0;100;3;3;5;0;4;77103292,23;A
2021;65644;2025;DRP;2707;6623;29;0;0;100;3;3;5;0;4;896634808,8;A
2021;65641;2025;DRP;2710;6623;29;0;0;100;3;3;5;0;4;474396863,6;A
2021;65644;2025;DRP;2319;6623;29;0;0;100;3;3;5;0;4;81077070,2;A
2021;65644;2025;DRP;1427;6623;29;0;0;100;3;3;5;0;4;856096273,7;A
2021;65645;2025;DRP;1002;6623;45;0;0;100;3;3;5;0;4;68684692,31;A
2021;65643;2025;DRP;518;15783;20;21;0;3;3;3;5;0;4;1108924,74;A
2021;65639;2025;DRP;1426;15783;29;0;0;3;3;3;5;0;4;27954102,09;A
