aa_ocompra;n_ocompra;aa_devengado;t_devengado;n_devengado;c_numcred;c_juris;c_sjuris;c_entidad;c_programa;c_inciso;c_pprincipal;c_pparcial;c_psparcial;c_ubica_geo;i_devengado;e_devengado
2021;65638;2024;DRP;14681;4921;55;0;0;100;3;3;5;0;1;7974581,71;A
2021;65638;2024;DRP;12890;4921;55;0;0;100;3;3;5;0;1;29956071,37;A
2021;65645;2024;DRP;11236;4921;29;0;0;100;3;3;5;0;1;105320270,2;A
2021;65642;2024;DRP;9311;4921;29;0;0;100;3;3;5;0;1;203554560,3;A
2021;65640;2024;DRP;9461;4921;29;0;0;100;3;3;5;0;1;29791971,88;A
2021;65643;2024;DRP;9064;4921;29;0;0;100;3;3;5;0;1;90955320,28;A
2021;65643;2024;DRP;9462;4921;29;0;0;100;3;3;5;0;1;14226003,7;A
2021;65644;2024;DRP;5942;4921;29;0;0;100;3;3;5;0;1;727803044,7;A
2021;65643;2024;DRP;5013;4921;29;0;0;100;3;3;5;0;1;80103511,04;A
2021;65642;2024;DRP;2369;4921;70;0;0;100;3;3;5;0;1;212590377,1;A
2021;65644;2024;DRP;11115;4255;29;0;0;102;3;3;5;0;1;31614558,65;A
2021;65644;2024;DRP;5942;4255;29;0;0;102;3;3;5;0;1;32770690,95;A
2021;65644;2024;DRP;2400;4255;29;0;0;102;3;3;5;0;1;27015270,27;X
2021;65645;2024;DRP;11236;6330;29;0;0;51;3;3;5;0;1;2317042,52;A
2021;65645;2024;DRP;3655;6330;70;0;0;51;3;3;5;0;1;1361977,63;A
2021;65644;2024;DRP;14015;6338;29;0;0;40;3;3;5;0;1;5108359,78;A
2021;65645;2024;DRP;11236;6338;29;0;0;40;3;3;5;0;1;989523,77;A
2021;65640;2024;DRP;11423;6338;29;0;0;40;3;3;5;0;1;406979,23;A
2021;65645;2024;DRP;9059;6338;29;0;0;40;3;3;5;0;1;1198362,18;A
2021;65639;2024;DRP;7605;6338;21;0;0;40;3;3;5;0;1;203172,64;A
2021;65641;2024;DRP;4976;6338;29;0;0;40;3;3;5;0;1;2584829,92;A
2021;65645;2024;DRP;5001;6338;29;0;0;40;3;3;5;0;1;1017314,15;A
2021;65642;2024;DRP;1451;6338;70;0;0;40;3;3;5;0;1;377558,96;A
2021;65645;2024;DRP;3655;6338;70;0;0;40;3;3;5;0;1;581650,63;A
2021;65641;2024;DRP;13905;13407;29;0;0;1;3;3;5;0;1;2591723,71;A
2021;65640;2024;DRP;13849;13407;60;0;0;1;3;3;5;0;1;250071,04;A
2021;65641;2024;DRP;12894;13407;29;0;0;1;3;3;5;0;1;4167905,12;A
2021;65640;2024;DRP;10174;13407;29;0;0;1;3;3;5;0;1;2157970,81;A
2021;65641;2024;DRP;10435;13407;29;0;0;1;3;3;5;0;1;4847230,45;A
2021;65639;2024;DRP;8783;13407;21;0;0;1;3;3;5;0;1;15533572,19;A
2021;65644;2024;DRP;8698;13407;29;0;0;1;3;3;5;0;1;22962104,14;A
2021;65639;2024;DRP;5004;13407;21;0;0;1;3;3;5;0;1;14607961,22;A
2021;65640;2024;DRP;5271;13407;29;0;0;1;3;3;5;0;1;2236555,89;A
2021;65643;2024;DRP;2371;13407;70;0;0;1;3;3;5;0;1;151499,65;A
2021;65638;2024;DRP;3662;13407;60;0;0;1;3;3;5;0;1;1836216,22;A
2021;65644;2024;DRP;14015;2319;29;0;0;1;3;3;5;0;1;3558694,01;A
2021;65638;2024;DRP;12605;2319;55;0;0;1;3;3;5;0;1;37101744,9;A
2021;65644;2024;DRP;12396;2319;29;0;0;1;3;3;5;0;1;32488318,34;A
2021;65645;2024;DRP;9059;2319;29;0;0;1;3;3;5;0;1;37068279,24;A
2021;65643;2024;DRP;9064;2319;29;0;0;1;3;3;5;0;1;8691563,75;A
2021;65644;2024;DRP;7624;2319;29;0;0;1;3;3;5;0;1;28362092,9;A
2021;65644;2024;DRP;6621;2319;29;0;0;1;3;3;5;0;1;6401775,22;A
2021;65638;2024;DRP;5009;2319;29;0;0;1;3;3;5;0;1;26607915,9;A
2021;65643;2024;DRP;5269;2319;29;0;0;1;3;3;5;0;1;11047477,14;A
2021;65641;2024;DRP;6017;2319;29;0;0;1;3;3;5;0;1;5094226,09;A
2021;65640;2024;DRP;5271;2319;29;0;0;1;3;3;5;0;1;40525642,6;A
2021;65643;2024;DRP;3352;2319;70;0;0;1;3;3;5;0;1;5505294,54;A
2021;65640;2024;DRP;13849;7405;60;0;0;1;3;3;5;0;1;1000711,35;A
2021;65640;2024;DRP;7364;7405;29;0;0;1;3;3;5;0;1;1800191,05;A
2021;65638;2024;DRP;7361;7405;29;0;0;1;3;3;5;0;1;9404870,78;A
2021;65640;2024;DRP;7844;7405;29;0;0;1;3;3;5;0;1;8011701,86;A
2021;65638;2024;DRP;5009;7405;29;0;0;1;3;3;5;0;1;12782792,59;A
2021;65643;2024;DRP;5269;7405;29;0;0;1;3;3;5;0;1;18047551,95;A
2021;65641;2024;DRP;4976;7405;29;0;0;1;3;3;5;0;1;5433227,45;A
2021;65641;2024;DRP;6017;7405;29;0;0;1;3;3;5;0;1;1356926,94;A
2021;65640;2024;DRP;2368;7405;70;0;0;1;3;3;5;0;1;9045087,02;A
2021;65645;2024;DRP;3655;7405;70;0;0;1;3;3;5;0;1;2874926,5;A
2021;65640;2024;DRP;3663;7405;70;0;0;1;3;3;5;0;1;6192387,4;A
2021;65643;2024;DRP;3352;7405;70;0;0;1;3;3;5;0;1;8993645,15;A
2022;53374;2024;DRP;3263;15419;70;0;0;202;3;3;1;0;12;565002,88;X
2024;46290;2024;DRP;14011;16457;45;0;0;31;3;3;1;0;1;12122439,15;A
2023;61477;2024;DRP;9653;16457;45;0;0;31;3;3;1;0;1;10215273,23;A
2023;49402;2024;DRP;5709;16457;45;0;0;31;3;3;1;0;1;34351273,05;A
2021;65641;2024;DRP;2603;2378;70;0;0;7;3;3;5;0;1;14285781,86;A
2021;65638;2024;DRP;2580;2379;60;0;0;83;3;3;5;0;1;1403424,93;A
2021;65643;2024;DRP;10464;16478;29;0;0;18;3;3;5;0;1;13264742,11;A
2021;65643;2024;DRP;9462;16478;29;0;0;18;3;3;5;0;1;1924212,29;A
2021;65644;2024;DRP;6621;16478;29;0;0;18;3;3;5;0;1;22094428,96;A
2021;65643;2024;DRP;2371;16478;70;0;0;18;3;3;5;0;1;11319553,97;A
2021;65644;2024;DRP;11115;7555;29;0;0;27;3;3;5;0;1;16670804,44;A
2021;65641;2024;DRP;10435;7555;29;0;0;27;3;3;5;0;1;8404484,01;A
2021;65639;2024;DRP;8783;7555;21;0;0;27;3;3;5;0;1;65790715,74;A
2021;65641;2024;DRP;4976;7555;29;0;0;27;3;3;5;0;1;33055797,89;A
2021;65644;2024;DRP;2511;7555;70;0;0;27;3;3;5;0;1;14245534,55;A
2021;65641;2024;DRP;1448;7555;70;0;0;27;3;3;5;0;1;35118810,44;A
2021;65643;2024;DRP;11237;16615;29;0;0;202;3;3;5;0;1;1636391,59;A
2021;65643;2024;DRP;10464;16615;29;0;0;202;3;3;5;0;1;1636391,59;A
2021;65639;2024;DRP;13903;2655;29;0;0;10;3;3;5;0;1;56257532,36;A
2021;65639;2024;DRP;13392;2655;29;0;0;10;3;3;5;0;1;513501344,7;A
2021;65641;2024;DRP;10173;2655;29;0;0;10;3;3;5;0;1;75034355,35;A
2021;65641;2024;DRP;7366;2655;29;0;0;10;3;3;5;0;1;83505754,83;A
2021;65642;2024;DRP;6564;2655;29;0;0;10;3;3;5;0;1;124470290,1;A
2021;65639;2024;DRP;5004;2655;21;0;0;10;3;3;5;0;1;413908861,7;A
2021;65638;2024;DRP;5009;2655;29;0;0;10;3;3;5;0;1;12174563,8;A
2021;65644;2024;DRP;2511;2655;70;0;0;10;3;3;5;0;1;24142717,49;A
2021;65644;2024;DRP;3660;2655;60;0;0;10;3;3;5;0;1;4867277,32;A
2021;65639;2024;DRP;13903;16793;29;0;0;1;3;3;5;0;1;20251792,07;A
2021;65639;2024;DRP;11419;16793;29;0;0;1;3;3;5;0;1;21712074,69;A
2021;65644;2024;DRP;13298;16793;29;0;0;1;3;3;5;0;1;117081289,3;A
2021;65642;2024;DRP;11364;16793;29;0;0;1;3;3;5;0;1;11356563,12;A
2021;65638;2024;DRP;12605;16793;55;0;0;1;3;3;5;0;1;44269309,71;A
2021;65645;2024;DRP;11236;16793;29;0;0;1;3;3;5;0;1;77466691,94;A
2021;65642;2024;DRP;11823;16793;21;0;0;1;3;3;5;0;1;1409266,37;A
2021;65645;2024;DRP;9059;16793;29;0;0;1;3;3;5;0;1;90128489,98;A
2021;65642;2024;DRP;9311;16793;29;0;0;1;3;3;5;0;1;12176044,21;A
2021;65639;2024;DRP;9460;16793;21;0;0;1;3;3;5;0;1;25250917,68;A
2021;65638;2024;DRP;9060;16793;29;0;0;1;3;3;5;0;1;82144082,91;A
2021;65644;2024;DRP;8698;16793;29;0;0;1;3;3;5;0;1;103490337;A
2021;65644;2024;DRP;7624;16793;29;0;0;1;3;3;5;0;1;3777750,84;A
2021;65640;2024;DRP;7364;16793;29;0;0;1;3;3;5;0;1;7357216,15;A
2021;65642;2024;DRP;7979;16793;29;0;0;1;3;3;5;0;1;10537082,03;A
2021;65644;2024;DRP;5942;16793;29;0;0;1;3;3;5;0;1;4222216,47;A
2021;65645;2024;DRP;5267;16793;29;0;0;1;3;3;5;0;1;13515136,66;A
2021;65644;2024;DRP;3354;16793;60;0;0;1;3;3;5;0;1;2395975,52;A
2021;65641;2024;DRP;3350;16793;60;0;0;1;3;3;5;0;1;21813383,4;A
2021;65641;2024;DRP;2603;16793;70;0;0;1;3;3;5;0;1;24511523,77;A
2021;65642;2024;DRP;2369;16793;70;0;0;1;3;3;5;0;1;11894484,47;A
2021;65638;2024;DRP;12605;16960;55;0;0;1;3;3;5;0;1;77233244,08;A
2021;65640;2024;DRP;11170;16960;29;0;0;1;3;3;5;0;1;6792273,02;A
2021;65643;2024;DRP;9064;16960;29;0;0;1;3;3;5;0;1;3556246,86;A
2021;65642;2024;DRP;7377;16960;29;0;0;1;3;3;5;0;1;3420115,85;A
2021;65641;2024;DRP;7366;16960;29;0;0;1;3;3;5;0;1;1492294,26;A
2021;65644;2024;DRP;6621;16960;29;0;0;1;3;3;5;0;1;21247734,99;A
2021;65639;2024;DRP;5004;16960;21;0;0;1;3;3;5;0;1;50680300,68;A
2021;65643;2024;DRP;5269;16960;29;0;0;1;3;3;5;0;1;4520194,19;A
2021;65642;2024;DRP;3701;16960;60;0;0;1;3;3;5;0;1;11783945,79;A
2021;65640;2024;DRP;5012;16960;29;0;0;1;3;3;5;0;1;4870597,74;A
2021;65645;2024;DRP;5267;16960;29;0;0;1;3;3;5;0;1;439979,69;A
2021;65639;2024;DRP;2446;16960;70;0;0;1;3;3;5;0;1;50570771,32;A
2021;65644;2024;DRP;2511;16960;70;0;0;1;3;3;5;0;1;86732406,76;A
2021;65643;2024;DRP;2371;16960;70;0;0;1;3;3;5;0;1;3272073,43;A
2021;65642;2024;DRP;2369;16960;70;0;0;1;3;3;5;0;1;17203683,45;A
2021;65642;2024;DRP;1451;16960;70;0;0;1;3;3;5;0;1;13928852,82;A
2021;65644;2024;DRP;1350;16960;70;0;0;1;3;3;5;0;1;92377998,06;X
2021;65641;2024;DRP;1448;16960;70;0;0;1;3;3;5;0;1;1315367,64;A
2021;65641;2024;DRP;13905;26155;29;0;0;1;3;3;5;0;1;4069148,03;A
2021;65641;2024;DRP;1448;26155;70;0;0;1;3;3;5;0;1;31800737,85;A
2021;65641;2024;DRP;13300;25312;29;0;0;2;3;3;5;0;1;7744163,43;A
2021;65640;2024;DRP;11170;25312;29;0;0;2;3;3;5;0;1;493072,07;A
2021;65641;2024;DRP;12894;25312;29;0;0;2;3;3;5;0;1;1364612,09;A
2021;65639;2024;DRP;13903;25316;29;0;0;22;3;3;5;0;1;813494,05;A
2021;65638;2024;DRP;12605;30337;55;0;0;86;3;3;5;0;1;3004669,23;A
2021;65640;2024;DRP;13849;30385;60;0;0;53;3;3;5;0;1;415120,39;A
2021;65639;2024;DRP;11419;30385;29;0;0;53;3;3;5;0;1;265190,41;A
2021;65642;2024;DRP;12746;30385;20;21;0;53;3;3;5;0;1;1114215,12;A
2021;65639;2024;DRP;11169;30385;29;0;0;53;3;3;5;0;1;2125180,79;A
2021;65640;2024;DRP;11423;30385;29;0;0;53;3;3;5;0;1;445053,2;A
2021;65642;2024;DRP;10725;30385;29;0;0;53;3;3;5;0;1;1049121;A
2021;65639;2024;DRP;5270;30385;21;0;0;53;3;3;5;0;1;2647881,19;A
2021;65644;2024;DRP;6621;30385;29;0;0;53;3;3;5;0;1;215210,19;A
2021;65641;2024;DRP;6017;30385;29;0;0;53;3;3;5;0;1;3409842,49;A
2021;65639;2024;DRP;2446;30385;70;0;0;53;3;3;5;0;1;2136664,2;A
2021;65644;2024;DRP;3660;30385;60;0;0;53;3;3;5;0;1;177105,29;A
2021;65641;2024;DRP;1448;30385;70;0;0;53;3;3;5;0;1;14505339,26;A
2021;65639;2024;DRP;13903;32310;29;0;0;1;3;3;5;0;1;25126452,87;A
2021;65644;2024;DRP;14015;32310;29;0;0;1;3;3;5;0;1;463070,68;A
2021;65644;2024;DRP;11896;32310;29;0;0;1;3;3;5;0;1;496461;A
2021;65639;2024;DRP;12398;32310;29;0;0;1;3;3;5;0;1;229346485,4;A
2021;65644;2024;DRP;9747;32310;29;0;0;1;3;3;5;0;1;4556650,91;A
2021;65641;2024;DRP;10435;32310;29;0;0;1;3;3;5;0;1;2558567,92;A
2021;65644;2024;DRP;4998;32310;29;0;0;1;3;3;5;0;1;2848710,09;A
2021;65641;2024;DRP;6017;32310;29;0;0;1;3;3;5;0;1;2513229,32;A
2021;65639;2024;DRP;5270;29458;21;0;0;71;3;3;5;0;1;3156413,43;A
2021;65639;2024;DRP;3656;29458;60;0;0;71;3;3;5;0;1;1926472,08;A
2021;65640;2024;DRP;2368;29466;70;0;0;7;3;3;5;0;1;105518987,3;A
2021;65642;2024;DRP;2369;29466;70;0;0;7;3;3;5;0;1;8727446,97;A
2021;65642;2024;DRP;14030;30475;20;21;0;26;3;3;5;0;1;4013795,3;A
2021;65644;2024;DRP;14015;30482;29;0;0;1;3;3;5;0;1;9225026,86;A
2021;65642;2024;DRP;12746;30482;20;21;0;1;3;3;5;0;1;1274863,94;A
2021;65644;2024;DRP;9747;30482;29;0;0;1;3;3;5;0;1;90774970,79;A
2021;65644;2024;DRP;7624;30482;29;0;0;1;3;3;5;0;1;73521653,69;A
2021;65642;2024;DRP;6564;30482;29;0;0;1;3;3;5;0;1;1244046,66;A
2021;65644;2024;DRP;5942;30482;29;0;0;1;3;3;5;0;1;82171733,84;A
2021;65642;2024;DRP;2369;30482;70;0;0;1;3;3;5;0;1;1257242,56;A
2021;65644;2024;DRP;13298;25529;29;0;0;1;3;3;5;0;1;2125407,06;A
2021;65639;2024;DRP;12398;25529;29;0;0;1;3;3;5;0;1;10597959,46;A
2021;65641;2024;DRP;12389;25529;29;0;0;1;3;3;5;0;1;1062941,48;A
2021;65641;2024;DRP;5268;25529;60;0;0;1;3;3;5;0;1;227323,43;X
2021;65644;2024;DRP;1354;25529;70;0;0;1;3;3;5;0;1;1820837,6;A
2021;65644;2024;DRP;3660;25529;60;0;0;1;3;3;5;0;1;344654,54;A
2021;65639;2024;DRP;3656;25529;60;0;0;1;3;3;5;0;1;7585928,34;A
2021;65638;2024;DRP;14681;30521;55;0;0;9;3;3;5;0;1;228769,45;A
2021;65639;2024;DRP;11419;30521;29;0;0;9;3;3;5;0;1;3062822,34;A
2021;65644;2024;DRP;11115;30521;29;0;0;9;3;3;5;0;1;731428,78;A
2021;65645;2024;DRP;13494;30521;45;0;0;9;3;3;5;0;1;3063251,93;A
2021;65640;2024;DRP;11170;30521;29;0;0;9;3;3;5;0;1;4805713,71;A
2021;65641;2024;DRP;12389;30521;29;0;0;9;3;3;5;0;1;80521020,1;A
2021;65639;2024;DRP;5004;30521;21;0;0;9;3;3;5;0;1;21018803,31;A
2021;65641;2024;DRP;5268;30521;60;0;0;9;3;3;5;0;1;16678784,96;X
2021;65639;2024;DRP;13392;20657;29;0;0;57;3;3;5;0;1;363347209,5;A
2021;65638;2024;DRP;14681;20657;55;0;0;57;3;3;5;0;1;12865472,66;A
2021;65644;2024;DRP;11115;20657;29;0;0;57;3;3;5;0;1;25703830,07;A
2021;65641;2024;DRP;12894;20657;29;0;0;57;3;3;5;0;1;15835934,55;A
2021;65642;2024;DRP;9311;20657;29;0;0;57;3;3;5;0;1;27207166,51;A
2021;65642;2024;DRP;6564;20657;29;0;0;57;3;3;5;0;1;26299065,43;A
2021;65641;2024;DRP;4976;20657;29;0;0;57;3;3;5;0;1;72436278,64;A
2021;65641;2024;DRP;2603;20657;70;0;0;57;3;3;5;0;1;72279701,01;A
2021;65642;2024;DRP;1451;20657;70;0;0;57;3;3;5;0;1;21518729,6;A
2021;65645;2024;DRP;1444;20657;70;0;0;57;3;3;5;0;1;14339875,1;A
2021;65641;2024;DRP;1448;20657;70;0;0;57;3;3;5;0;1;76957027,18;A
2021;65638;2024;DRP;1447;20657;70;0;0;57;3;3;5;0;1;115402572,2;A
2021;65644;2024;DRP;7624;36087;29;0;0;16;3;3;5;0;1;25325089,9;A
2021;65644;2024;DRP;3660;36087;60;0;0;16;3;3;5;0;1;68952222,29;A
2021;65638;2024;DRP;13391;39274;55;0;0;69;3;3;5;0;1;958538,51;A
2021;65639;2024;DRP;12398;39274;29;0;0;69;3;3;5;0;1;407072;A
2021;65639;2024;DRP;11169;39274;29;0;0;69;3;3;5;0;1;383165,37;A
2021;65642;2024;DRP;10725;39274;29;0;0;69;3;3;5;0;1;4531136,13;A
2021;65639;2024;DRP;10122;39274;21;0;0;69;3;3;5;0;1;383165,37;A
2021;65642;2024;DRP;7979;39274;29;0;0;69;3;3;5;0;1;4204172,74;A
2021;65644;2024;DRP;5942;39274;29;0;0;69;3;3;5;0;1;689500,64;A
2021;65644;2024;DRP;2511;39274;70;0;0;69;3;3;5;0;1;568405,66;A
2021;65638;2024;DRP;3662;39274;60;0;0;69;3;3;5;0;1;647232,27;A
2021;65638;2024;DRP;12605;39371;55;0;0;3;3;3;5;0;1;34622817,3;A
2021;65638;2024;DRP;10722;39371;55;0;0;3;3;3;5;0;1;32122248,95;A
2021;65638;2024;DRP;5009;39371;29;0;0;3;3;3;5;0;1;24830126,28;A
2021;65638;2024;DRP;6014;39371;29;0;0;3;3;3;5;0;1;24830126,28;A
2021;65640;2024;DRP;13849;34217;60;0;0;7;3;3;5;0;1;836982,08;A
2021;65640;2024;DRP;11170;34217;29;0;0;7;3;3;5;0;1;7222679,21;A
2021;65645;2024;DRP;3655;34217;70;0;0;7;3;3;5;0;1;4538101,42;A
2021;65644;2024;DRP;13298;37211;29;0;0;65;3;3;5;0;1;501761,12;A
2021;65638;2024;DRP;12890;37211;55;0;0;65;3;3;5;0;1;63596,06;A
2021;65639;2024;DRP;12398;37211;29;0;0;65;3;3;5;0;1;297012,88;A
2021;65639;2024;DRP;3656;37211;60;0;0;65;3;3;5;0;1;212599,27;A
2021;65644;2024;DRP;11115;38305;29;0;0;3;3;3;5;0;1;60717231,05;A
2021;65644;2024;DRP;7624;38305;29;0;0;3;3;3;5;0;1;56312297,8;A
2021;65644;2024;DRP;3354;38305;60;0;0;3;3;3;5;0;1;35715136,46;A
2021;65644;2024;DRP;1354;38305;70;0;0;3;3;3;5;0;1;55261325,73;A
2021;65640;2024;DRP;11170;38391;29;0;0;5;3;3;5;0;1;35151,41;A
2021;65645;2024;DRP;10175;38391;29;0;0;5;3;3;5;0;1;833674,56;A
2021;65644;2024;DRP;5942;38391;29;0;0;5;3;3;5;0;1;92461,77;A
2021;65640;2024;DRP;5012;38391;29;0;0;5;3;3;5;0;1;25206,34;A
2021;65639;2024;DRP;3656;38391;60;0;0;5;3;3;5;0;1;1675684,27;A
2021;65644;2024;DRP;1350;38391;70;0;0;5;3;3;5;0;1;81184,49;X
2021;65639;2024;DRP;3656;40835;60;0;0;1;3;3;5;0;1;16740275,96;A
2021;65644;2024;DRP;12396;37497;29;0;0;7;3;3;5;0;1;285772397;A
2023;84056;2024;DRP;13557;38941;55;0;0;51;3;3;5;0;1;297023875,3;A
2023;84680;2024;DRP;13564;38941;55;0;0;51;3;3;5;0;1;233849045,3;A
2023;84384;2024;DRP;11934;38941;55;0;0;51;3;3;5;0;1;11399879,21;A
2023;85404;2024;DRP;11929;38941;55;0;0;51;3;3;5;0;1;13623909,73;A
2023;85404;2024;DRP;10273;38941;55;0;0;51;3;3;5;0;1;15999543,49;A
2023;84384;2024;DRP;9122;38941;55;0;0;51;3;3;5;0;1;435222,36;A
2023;84138;2024;DRP;9456;38941;55;0;0;51;3;3;5;0;1;300467,86;A
2023;84055;2024;DRP;7991;38941;55;0;0;51;3;3;5;0;1;165083340,3;A
2023;85404;2024;DRP;6356;38941;55;0;0;51;3;3;5;0;1;26565088,04;A
2023;84483;2024;DRP;7287;38941;55;0;0;51;3;3;5;0;1;27749428,16;A
2023;84138;2024;DRP;5814;38941;55;0;0;51;3;3;5;0;1;17648626,09;A
2023;84384;2024;DRP;3691;38941;55;0;0;51;3;3;5;0;1;82463480,09;A
2023;84055;2024;DRP;5513;38941;55;0;0;51;3;3;5;0;1;36751381,12;A
2023;85404;2024;DRP;5149;38941;55;0;0;51;3;3;5;0;1;13297794,06;A
2023;85404;2024;DRP;2024;38941;55;0;0;51;3;3;5;0;1;1740259,96;A
2023;84056;2024;DRP;1072;38941;55;0;0;51;3;3;5;0;1;68192752,91;A
2023;84055;2024;DRP;1064;38941;55;0;0;51;3;3;5;0;1;28326405,89;A
2023;84384;2024;DRP;1065;38941;55;0;0;51;3;3;5;0;1;25988373,4;A
2023;84055;2024;DRP;3082;38941;55;0;0;51;3;3;5;0;1;12541680,63;A
2023;84483;2024;DRP;3391;38941;55;0;0;51;3;3;5;0;1;98305850,33;A
2023;84055;2024;DRP;1073;38941;55;0;0;51;3;3;5;0;1;61026600,55;A
2023;84138;2024;DRP;1678;38941;55;0;0;51;3;3;5;0;1;16952046,43;A
2021;65642;2024;DRP;14595;36554;20;21;0;106;3;3;5;0;1;65469,34;A
2021;65644;2024;DRP;14015;36554;29;0;0;106;3;3;5;0;1;1026740,8;A
2021;65643;2024;DRP;12893;36554;29;0;0;106;3;3;5;0;1;276717,43;A
2021;65639;2024;DRP;12398;36554;29;0;0;106;3;3;5;0;1;1084812,15;A
2021;65640;2024;DRP;12745;36554;60;0;0;106;3;3;5;0;1;62427,97;A
2021;65640;2024;DRP;9461;36554;29;0;0;106;3;3;5;0;1;8492,54;A
2021;65640;2024;DRP;9061;36554;29;0;0;106;3;3;5;0;1;54530,53;A
2021;65643;2024;DRP;7842;36554;29;0;0;106;3;3;5;0;1;1371722,57;A
2021;65639;2024;DRP;7605;36554;21;0;0;106;3;3;5;0;1;947010,01;A
2021;65639;2024;DRP;5004;36554;21;0;0;106;3;3;5;0;1;874415,16;A
2021;65640;2024;DRP;1449;36554;70;0;0;106;3;3;5;0;1;49762,87;A
2023;77145;2024;DRP;7664;54946;20;21;0;88;3;3;6;0;14;112119738,8;A
2024;46290;2025;DRP;2088;43215;45;0;0;75;3;3;1;0;1;4485533,71;A
2024;56498;2025;DRP;2748;43532;55;0;0;53;3;3;1;0;1;5789985,87;A
2024;56153;2025;DRP;2906;43532;55;0;0;53;3;3;1;0;1;6954606,77;A
2021;65639;2025;DRP;3539;26473;29;0;0;86;3;3;5;0;1;577095,51;A
2021;65645;2025;DRP;2892;26473;45;0;0;86;3;3;5;0;1;5422614,21;A
2021;65645;2025;DRP;1002;26473;45;0;0;86;3;3;5;0;1;5059056,83;A
2021;65638;2025;DRP;1692;18619;55;0;0;57;3;3;5;0;1;192438899,2;A
2021;65639;2025;DRP;510;18619;29;0;0;57;3;3;5;0;1;381596535,8;A
2021;65639;2025;DRP;999;18621;29;0;0;1;3;3;5;0;1;550999,82;A
2021;65639;2025;DRP;999;28616;29;0;0;1;3;3;5;0;4;288115068,3;A
2021;65642;2025;DRP;3116;26867;20;21;0;1;3;3;5;0;4;1836543,61;A
2021;65644;2025;DRP;2319;26867;29;0;0;1;3;3;5;0;4;10189891,11;A
2021;65642;2025;DRP;517;26867;20;21;0;1;3;3;5;0;4;1836543,61;A
2021;65640;2025;DRP;2309;26869;60;0;0;53;3;3;5;0;4;1511691,46;A
2021;65640;2025;DRP;2309;27892;60;0;0;9;3;3;5;0;1;5559786,08;A
2021;65645;2025;DRP;2892;27892;45;0;0;9;3;3;5;0;1;4580380,95;A
2021;65643;2025;DRP;518;27892;20;21;0;9;3;3;5;0;1;120454896,3;A
2021;65640;2025;DRP;1646;27892;60;0;0;9;3;3;5;0;1;58926736,41;A
2021;65641;2025;DRP;898;27892;29;0;0;9;3;3;5;0;1;91624351,69;A
2021;65638;2025;DRP;514;27892;55;0;0;9;3;3;5;0;1;7396216,54;A
2021;65642;2025;DRP;3793;27894;20;21;0;26;3;3;5;0;13;3483029,55;A
2021;65642;2025;DRP;2008;27894;20;21;0;26;3;3;5;0;13;3483029,55;A
2021;65645;2025;DRP;2007;31010;45;0;0;7;3;3;5;0;1;8359181,52;A
2021;65645;2025;DRP;513;31010;45;0;0;7;3;3;5;0;1;8359181,52;A
2023;84055;2025;DRP;3363;22183;55;0;0;51;3;3;5;0;1;179595775,4;A
2023;84138;2025;DRP;552;22183;55;0;0;51;3;3;5;0;1;59634779,1;A
2021;65639;2025;DRP;999;24177;29;0;0;1;3;3;5;0;4;11019996,46;A
2021;65640;2025;DRP;2708;24179;60;0;0;2;3;3;5;0;4;616932,18;A
2021;65641;2025;DRP;1478;24179;29;0;0;2;3;3;5;0;4;8794860,73;A
2021;65641;2025;DRP;898;24179;29;0;0;2;3;3;5;0;4;8794860,73;A
2021;65644;2025;DRP;2707;24181;29;0;0;6;3;3;5;0;4;189880505,2;A
2021;65641;2025;DRP;3827;26262;29;0;0;1;3;3;5;0;1;8276710,88;A
2021;65644;2025;DRP;2707;17436;29;0;0;1;3;3;5;0;1;161757060,4;A
2021;65643;2025;DRP;518;17436;20;21;0;1;3;3;5;0;1;22178494,78;A
2021;65640;2025;DRP;2309;17440;60;0;0;74;3;3;5;0;1;166757,33;A
2021;65642;2025;DRP;3793;17440;20;21;0;74;3;3;5;0;1;3601321,76;A
2021;65642;2025;DRP;2008;17440;20;21;0;74;3;3;5;0;1;3601321,76;A
2021;65644;2025;DRP;3604;17440;29;0;0;74;3;3;5;0;1;20856591,65;A
2021;65639;2025;DRP;1426;17440;29;0;0;74;3;3;5;0;1;1652999,47;A
2021;65644;2025;DRP;2319;35518;29;0;0;3;3;3;5;0;1;6383754,04;A
2021;65639;2025;DRP;2308;34680;29;0;0;65;3;3;5;0;1;52191,36;A
2021;65639;2025;DRP;999;34680;29;0;0;65;3;3;5;0;1;550999,82;A
2021;65643;2025;DRP;3542;33743;20;21;0;106;3;3;5;0;1;1776852,89;A
2021;65638;2025;DRP;3794;33743;55;0;0;106;3;3;5;0;1;3138355,26;A
2021;65639;2025;DRP;2704;33743;29;0;0;106;3;3;5;0;1;2054334,54;A
2021;65643;2025;DRP;2023;33743;20;21;0;106;3;3;5;0;1;160637,15;A
2021;65639;2025;DRP;510;33743;29;0;0;106;3;3;5;0;1;1961439,59;A
2021;65644;2025;DRP;3604;34788;29;0;0;7;3;3;5;0;1;300333888,2;A
2021;65643;2025;DRP;518;34788;20;21;0;7;3;3;5;0;1;15301956,05;A
2021;65644;2025;DRP;1427;34788;29;0;0;7;3;3;5;0;1;286755232;A
2021;65640;2025;DRP;3797;41674;60;0;0;7;3;3;5;0;4;173167188,1;A
