aa_ocompra;t_ocompra;n_ocompra;e_ocompra;fh_estado;o_ente;aa_ocompra_orig;t_ocompra_orig;n_ocompra_orig;c_procedimiento;c_numcred;c_juris;c_sjuris;c_entidad;c_inciso;c_pprincipal;c_pparcial;c_ubica_geo;i_total
2025;OCC;35603;C;2025-06-18 16:39:06;32879;2023;OCA;76137;220;41571;55;0;0;3;3;1;1;244215,18
2025;OCC;30261;C;2025-05-16 14:52:23;73551;2023;OCA;76141;220;49802;20;28;0;3;3;1;1;1316694,51
2025;OCC;36148;C;2025-06-23 16:53:23;311990;2021;OCA;65644;220;50459;29;0;0;3;3;1;1;35654020,05
2023;OCC;80605;C;2023-11-15 14:15:39;311990;2021;OCA;65644;220;59936;70;0;0;3;3;1;4;774713,67
2024;OCC;61625;C;2024-12-17 14:58:21;94546;2021;OCA;65642;220;54481;20;21;0;3;3;1;1;1045231,62
2024;OCC;61627;C;2024-12-17 15:00:07;94546;2021;OCA;65642;220;57114;29;0;0;3;3;1;1;5876525,16
2024;OCC;53040;C;2024-10-25 12:50:11;275932;2021;OCA;65645;220;59355;31;0;0;3;3;1;1;188706,6
2024;OCC;49075;C;2024-10-03 14:44:08;32321;2021;OCA;65639;220;59349;21;0;0;3;3;1;1;54815914,3
2024;OCC;52855;C;2024-10-24 15:36:34;311990;2021;OCA;65644;220;59353;45;0;0;3;3;1;1;855468,9
2024;OCC;53001;C;2024-10-25 11:50:10;94546;2023;OCA;76141;220;54101;40;0;0;3;3;1;1;221415,48
2024;OCC;64442;C;2025-01-08 15:17:10;311990;2021;OCA;65644;220;60897;50;0;513;3;3;1;1;57031,26
2024;OCC;64443;C;2025-01-08 15:17:11;311990;2021;OCA;65644;220;62994;20;28;0;3;3;1;1;264446,95
2024;OCC;52813;C;2024-10-24 14:59:53;311990;2021;OCA;65644;220;61885;60;0;0;3;3;1;1;1348122,82
2024;OCC;51710;C;2024-10-18 16:20:13;311990;2021;OCA;65644;220;62427;60;0;602;3;3;1;1;307768
2024;OCC;49211;C;2024-10-04 13:35:52;311990;2021;OCA;65644;220;59349;21;0;0;3;3;1;1;48829
2024;OCC;49214;C;2024-10-04 13:35:58;311990;2021;OCA;65644;220;59357;50;0;0;3;3;1;1;408272,51
2024;OCC;49215;C;2024-10-04 13:36:01;311990;2021;OCA;65644;220;61885;60;0;0;3;3;1;1;3030352,35
2024;OCC;58584;C;2024-12-04 11:35:58;120202;2023;OCA;76141;220;60104;75;0;0;3;3;1;1;312898,55
2024;OCC;55117;C;2024-11-08 16:23:27;32879;2023;OCA;76141;220;64360;40;0;0;3;3;1;1;415500,03
2024;OCC;54922;C;2024-11-08 12:14:22;32118;2021;OCA;65638;220;62994;20;28;0;3;3;1;1;88890,7
2024;OCC;34349;C;2024-07-03 17:39:49;311990;2024;OCC;30791;220;56474;29;0;0;3;3;1;4;26095151,57
2024;OCC;46736;C;2024-09-18 14:59:22;94546;2021;OCA;65642;220;59941;21;0;0;3;3;1;1;2338110,28
2024;OCC;47381;C;2024-09-20 15:22:20;120202;2021;OCA;65641;220;59941;21;0;0;3;3;1;1;2487436
2024;OCC;47388;C;2024-09-20 15:25:52;120202;2021;OCA;65641;220;60102;20;21;0;3;3;1;1;4157934,95
2024;OCC;45179;C;2024-09-06 11:01:20;32118;2023;OCA;76141;220;59351;40;0;0;3;3;1;1;359553,55
2024;OCC;42223;C;2024-08-16 11:48:08;120202;2023;OCA;76140;220;60102;20;21;0;3;3;1;1;238577,66
2024;OCC;41183;C;2024-08-12 14:42:23;26296;2024;OCC;34689;220;59347;20;0;0;3;3;1;1;675681,28
2022;OCC;82353;C;2023-01-26 15:07:06;120202;2019;OCB;11597;220;4761;21;0;0;3;3;5;13;2578626,95
2022;OCC;85516;Z;2023-03-02 19:26:25;83261;2022;OCC;85501;220;65023;35;0;0;3;3;5;1;625764,17
2022;OCC;84311;C;2023-02-16 16:00:38;49584;2022;OCC;84310;220;65023;35;0;0;3;3;5;1;2076918,74
2022;OCC;85535;Z;2023-03-02 19:14:25;83261;2022;OCC;85501;220;65023;35;0;0;3;3;5;1;526178,08
2022;OCC;84312;C;2023-02-16 16:28:29;120202;2021;OCA;65641;220;48338;40;0;0;3;3;5;4;26843090,94
2022;OCC;84094;C;2023-02-14 16:26:19;120202;2021;OCA;65641;220;48338;40;0;0;3;3;5;4;2766391,5
2024;OCC;68808;C;2025-02-07 12:01:54;124204;2024;OCC;68651;220;48646;35;0;0;3;3;5;1;2233461,83
2021;OCC;72984;C;2022-01-04 12:15:17;216656;2019;OCA;43555;220;3712;21;0;0;3;3;5;1;121559,04
2022;OCC;59681;C;2022-09-21 14:23:34;216656;2019;OCA;43555;220;4750;21;0;0;3;3;5;2;1022010,61
2022;OCC;77187;C;2022-12-28 14:55:33;216656;2019;OCA;43555;220;4762;21;0;0;3;3;5;14;35670,88
2022;OCC;78684;C;2023-01-03 15:54:13;120202;2019;OCB;11597;220;4760;21;0;0;3;3;5;12;396819,69
2023;OCC;86370;C;2023-12-12 13:37:53;32321;2023;OCC;86100;220;47218;35;0;0;3;3;5;1;56001,95
2023;OCC;86366;C;2023-12-12 13:05:04;83261;2023;OCC;86149;220;47218;35;0;0;3;3;5;1;2656687,15
2023;OCC;86422;C;2023-12-12 16:25:56;32321;2023;OCC;86370;220;47218;35;0;0;3;3;5;1;104013,74
2023;OCC;24446;C;2023-03-06 11:53:01;32321;2022;OCC;85532;220;47218;35;0;0;3;3;5;1;25892561,54
2023;OCC;68881;C;2023-09-19 10:45:07;311990;2021;OCA;65644;220;59928;50;0;513;3;3;1;1;2197888,3
2023;OCC;67655;C;2023-09-13 12:40:21;275932;2021;OCA;65645;220;59921;40;0;0;3;3;1;1;270233,96
2023;OCC;66331;C;2023-09-06 15:59:46;83261;2021;OCA;65643;220;59928;50;0;513;3;3;1;1;24346,3
2023;OCC;71989;C;2023-09-28 16:02:35;83261;2021;OCA;65643;220;59928;50;0;513;3;3;1;1;63583,49
2023;OCC;79267;C;2023-11-07 11:29:50;120202;2021;OCA;65641;220;59934;70;0;0;3;3;1;1;4464113,53
2023;OCC;67449;C;2023-09-12 15:24:21;26296;2021;OCA;65640;220;59979;21;0;0;3;3;1;1;50760
2023;OCC;67493;C;2023-09-12 15:56:36;26296;2021;OCA;65640;220;59921;40;0;0;3;3;1;1;245068
2023;OCC;67515;C;2023-09-12 16:17:30;32321;2021;OCA;65639;220;62722;20;24;0;3;3;1;1;24248811,43
2025;OCC;28454;C;2025-05-07 15:17:32;32879;2023;OCA;76135;220;39993;50;0;0;3;3;1;1;549560,69
2025;OCC;27765;C;2025-04-30 15:04:27;32321;2023;OCA;76137;220;39993;50;0;0;3;3;1;1;1884867
2025;OCC;24051;C;2025-04-08 12:34:55;32879;2023;OCA;76141;220;39999;9;0;0;3;3;1;1;300397,77
2025;OCC;22598;C;2025-03-26 16:43:03;311990;2021;OCA;65644;220;44792;50;0;0;3;3;1;4;21688177,63
2025;OCC;27939;C;2025-05-05 11:22:56;83261;2023;OCA;76141;220;49832;50;0;513;3;3;1;1;39327,92
2024;OCC;69064;C;2025-02-12 20:30:06;32879;2023;OCA;76135;220;59351;40;0;0;3;3;1;1;2459247,63
2024;OCC;69065;C;2025-02-12 20:31:30;32879;2023;OCA;76141;220;61885;60;0;0;3;3;1;1;269598,78
2024;OCC;67430;C;2025-01-24 15:02:50;94546;2023;OCA;76141;220;56474;29;0;0;3;3;1;4;3244858,37
2024;OCC;69086;C;2025-02-13 12:31:49;26205;2023;OCA;76134;220;53909;21;0;0;3;3;1;1;64980,49
2024;OCC;67482;C;2025-01-24 16:36:41;32879;2023;OCA;76141;220;53767;21;0;0;3;3;1;4;980482,83
2024;OCC;66601;C;2025-01-17 13:01:59;32321;2021;OCA;65639;220;59355;31;0;0;3;3;1;1;101390
2024;OCC;67239;C;2025-01-22 15:36:07;26296;2023;OCA;76141;220;59347;20;0;0;3;3;1;1;998658,79
2024;OCC;68847;C;2025-02-07 14:46:00;83261;2021;OCA;65643;220;54481;20;21;0;3;3;1;1;1803431,69
2024;OCC;69055;C;2025-02-12 16:54:41;32879;2023;OCA;76140;220;62141;9;0;0;3;3;1;1;3409701,55
2024;OCC;68062;C;2025-01-29 16:01:40;120202;2021;OCA;65641;220;59941;21;0;0;3;3;1;1;97080978,83
2024;OCC;68982;C;2025-02-10 20:03:57;32118;2021;OCA;65638;220;56474;29;0;0;3;3;1;4;1951181,95
2024;OCC;69153;C;2025-02-14 15:34:40;73551;2023;OCA;76134;220;59357;50;0;0;3;3;1;1;146952,83
2024;OCC;69186;C;2025-02-17 15:41:25;120202;2021;OCA;65641;220;62427;60;0;602;3;3;1;1;513141,05
2024;OCC;69190;C;2025-02-17 15:44:48;120202;2021;OCA;65641;220;59355;31;0;0;3;3;1;1;1036773,16
2024;OCC;66570;C;2025-01-17 11:47:42;275932;2023;OCA;76140;220;56474;29;0;0;3;3;1;4;711166,07
2024;OCC;66585;C;2025-01-17 12:23:40;83261;2023;OCA;76141;220;56474;29;0;0;3;3;1;4;1393295,8
2024;OCC;66609;C;2025-01-17 13:01:56;94546;2023;OCA;76134;220;56474;29;0;0;3;3;1;4;825132,33
2023;OCC;60163;C;2023-08-08 14:47:12;96905;2011;OCC;10342;220;46685;70;0;0;3;3;1;1;94075418,24
2021;OCC;75741;C;2022-01-28 15:37:07;32321;2019;OCB;5978;220;28615;70;0;0;3;3;1;8;561976,12
2023;OCC;46623;C;2023-06-15 15:23:47;32321;2021;OCA;65639;220;5833;26;0;0;3;3;1;4;814018,86
2023;OCC;55622;C;2023-07-21 13:03:14;32879;2021;OCC;32595;220;39219;70;71;0;3;3;1;4;1097520
2023;OCC;50833;C;2023-07-04 17:41:16;26296;2021;OCA;65640;220;27122;70;0;0;3;3;1;4;32606
2022;OCC;66233;X;2022-10-28 15:21:57;311990;;;;220;63581;26;26;0;3;3;1;4;14351283,1
2022;OCC;82140;Z;2023-01-26 14:34:17;32885;2021;OCC;32594;220;47510;70;71;0;3;3;1;9;5761665,06
2022;OCC;82135;C;2023-01-24 17:09:20;311990;2021;OCA;65644;220;63582;50;0;0;3;3;1;4;8386,95
2022;OCC;81487;C;2023-01-18 14:59:29;32321;2021;OCA;65639;220;17806;50;0;0;3;3;1;4;4193,48
2022;OCC;81501;C;2023-01-18 15:15:02;32321;2021;OCA;65639;220;17810;50;0;0;3;3;1;4;343770,64
2022;OCC;72368;C;2022-12-02 12:53:04;120202;2021;OCA;65641;220;27127;70;0;0;3;3;1;4;559635,8
2022;OCC;76261;C;2023-01-24 12:45:08;32848;2021;OCC;32593;220;47504;70;71;0;3;3;1;10;4614348
2022;OCC;76202;C;2023-01-24 12:44:58;32848;2021;OCC;32593;220;47508;70;71;0;3;3;1;14;8557007,34
2022;OCC;82069;C;2023-01-24 13:08:24;32879;2021;OCC;32595;220;47512;70;71;0;3;3;1;4;916027
2022;OCC;76325;Z;2023-01-24 17:19:54;32879;2021;OCC;32595;220;47510;70;71;0;3;3;1;9;5761665,66
2022;OCC;76133;C;2022-12-26 11:27:14;32885;2021;OCC;32594;220;47510;70;71;0;3;3;1;9;5881106,29
2022;OCC;76150;C;2022-12-26 11:39:27;32885;2021;OCC;32594;220;47510;70;71;0;3;3;1;9;4211750
2022;OCC;76269;C;2023-01-24 12:45:11;32848;2021;OCC;32593;220;47504;70;71;0;3;3;1;10;1068036,85
2022;OCC;82994;C;2023-02-01 15:38:29;311990;2021;OCA;65644;220;7592;28;0;0;3;3;1;4;76041,68
2022;OCC;84344;C;2023-02-17 17:21:26;32321;2021;OCA;65639;220;4096;21;0;0;3;3;1;4;48036
2022;OCC;82915;C;2023-01-31 17:30:03;311990;2021;OCA;65644;220;17806;50;0;0;3;3;1;4;19010,42
2022;OCC;84341;C;2023-02-17 16:59:49;311990;2021;OCA;65644;220;4096;21;0;0;3;3;1;4;9155872,48
2022;OCC;84343;C;2023-02-17 17:13:57;311990;2021;OCA;65644;220;63580;20;22;510;3;3;1;1;500882
2022;OCC;82913;C;2023-01-31 17:20:35;311990;2021;OCA;65644;220;63582;50;0;0;3;3;1;4;76041,68
2022;OCC;83004;C;2023-02-01 16:25:53;311990;2021;OCA;65644;220;66653;50;0;513;3;3;1;4;19772,45
2022;OCC;82777;C;2023-01-31 11:52:42;32879;2021;OCC;32595;220;47512;70;71;0;3;3;1;4;876800
2022;OCC;85482;C;2023-03-01 15:28:09;83261;2021;OCA;65643;220;27127;70;0;0;3;3;1;4;50321,7
2023;OCC;38223;C;2023-05-10 16:09:44;32118;2021;OCA;65638;220;10522;40;0;0;3;3;1;4;825614,74
2023;OCC;38089;C;2023-05-10 12:52:43;275932;2021;OCA;65645;220;29870;20;24;0;3;3;1;4;41934,75
2023;OCC;33118;C;2023-04-19 12:31:16;32321;2021;OCA;65639;220;52560;45;0;0;3;3;1;1;53382825,53
2023;OCC;45148;C;2023-06-08 16:39:04;311990;2021;OCA;65644;220;5833;26;0;0;3;3;1;4;3094168,97
2023;OCC;34532;C;2023-04-25 11:16:22;120202;2021;OCA;65641;220;27292;70;0;0;3;3;1;4;20534778,21
2023;OCC;39190;C;2023-05-15 13:41:01;96905;2011;OCC;10342;220;46685;70;0;0;3;3;1;1;13840969,27
2023;OCC;45308;C;2023-06-09 13:39:12;311990;2021;OCA;65644;220;5833;26;0;0;3;3;1;4;441713,33
2023;OCC;93058;C;2024-03-20 14:37:50;83261;2021;OCA;65643;220;62724;20;30;0;3;3;1;1;219853,15
2023;OCC;92970;C;2024-03-13 15:49:12;311990;2021;OCA;65644;220;66850;70;0;0;3;3;1;1;902097
2023;OCC;92973;C;2024-03-13 16:13:04;120202;2021;OCA;65641;220;59958;26;26;0;3;3;1;1;23780895,34
2023;OCC;92819;C;2024-03-04 16:00:11;311990;2021;OCA;65644;220;66850;70;0;0;3;3;1;1;25304547,86
2024;OCC;67439;C;2025-01-24 15:21:28;32879;2023;OCA;76140;220;54481;20;21;0;3;3;1;1;4655068,8
2025;OCC;34037;C;2025-06-10 11:47:29;73551;2022;OCA;78336;220;39993;50;0;0;3;3;1;1;663127,38
2025;OCC;32181;C;2025-05-27 16:34:17;32321;2023;OCA;76134;220;46996;21;0;0;3;3;1;1;4145496,06
2023;OCC;86119;C;2023-12-07 14:20:01;311990;2021;OCA;65644;220;66850;70;0;0;3;3;1;1;87398688,04
2024;OCC;49072;C;2024-10-03 14:44:08;32321;2021;OCA;65639;220;59353;45;0;0;3;3;1;1;5448246,17
2024;OCC;49078;C;2024-10-03 14:44:08;32321;2021;OCA;65639;220;54101;40;0;0;3;3;1;1;221415,48
2024;OCC;59649;C;2024-12-09 11:57:05;275932;2023;OCA;76141;220;57114;29;0;0;3;3;1;1;2053574,44
2024;OCC;62101;C;2024-12-19 10:40:54;311990;2023;OCA;76141;220;57114;29;0;0;3;3;1;1;6289591,41
2024;OCC;53024;C;2024-10-25 12:24:36;94546;2023;OCA;76141;220;62994;20;28;0;3;3;1;1;320392,49
2024;OCC;52821;C;2024-10-24 15:08:40;311990;2021;OCA;65644;220;61885;60;0;0;3;3;1;1;58343
2024;OCC;52820;C;2024-10-24 15:11:49;26296;2023;OCA;76139;220;54101;40;0;0;3;3;1;1;221415,48
2024;OCC;52999;C;2024-10-25 11:41:53;275932;2021;OCA;65645;220;57114;29;0;0;3;3;1;1;1536964,37
2024;OCC;49218;C;2024-10-04 13:36:07;311990;2021;OCA;65644;220;59941;21;0;0;3;3;1;1;2617292,64
2024;OCC;64237;C;2025-01-07 11:29:25;275932;2021;OCA;65645;220;59355;31;0;0;3;3;1;1;175264,97
2024;OCC;62271;C;2024-12-19 15:42:43;83261;2023;OCA;76141;220;57114;29;0;0;3;3;1;1;735288,02
2024;OCC;58580;C;2024-12-04 11:26:28;120202;2023;OCA;76141;220;59941;21;0;0;3;3;1;1;840908
2024;OCC;58582;C;2024-12-04 11:28:34;120202;2023;OCA;76141;220;59355;31;0;0;3;3;1;1;819470,21
2024;OCC;55092;C;2024-11-08 16:09:26;32879;2023;OCA;76141;220;61885;60;0;0;3;3;1;1;3099203,32
2024;OCC;54461;C;2024-11-06 11:58:39;120202;2021;OCA;65641;220;57114;29;0;0;3;3;1;1;223615
2024;OCC;54916;C;2024-11-08 12:14:20;32118;2021;OCA;65638;220;54101;40;0;0;3;3;1;1;885661,92
2024;OCC;54928;C;2024-11-08 12:14:38;32118;2021;OCA;65638;220;59351;40;0;0;3;3;1;1;50321,7
2024;OCC;35438;C;2024-07-11 15:25:26;32118;2023;OCA;76139;220;57114;29;0;0;3;3;1;1;2690215,32
2024;OCC;46818;C;2024-09-18 16:14:10;32321;2021;OCA;65639;220;59941;21;0;0;3;3;1;1;368926,85
2024;OCC;45184;C;2024-09-06 11:42:11;32118;2023;OCA;76141;220;59353;45;0;0;3;3;1;1;1012695
2024;OCC;37319;C;2024-07-19 16:33:39;311990;2023;OCA;76141;220;57114;29;0;0;3;3;1;1;17314239,55
2024;OCC;48899;C;2024-10-02 12:41:30;311990;2021;OCA;65644;220;57114;29;0;0;3;3;1;1;5599668,38
2022;OCC;85489;C;2023-03-01 15:36:28;83261;2022;OCC;85487;220;65023;35;0;0;3;3;5;1;3388005,61
2022;OCC;85497;C;2023-03-01 15:42:52;83261;2022;OCC;85492;220;65023;35;0;0;3;3;5;1;1218252,46
2022;OCC;85505;C;2023-03-01 15:49:53;124204;2022;OCC;84563;220;65023;35;0;0;3;3;5;1;4498454,63
2022;OCC;84539;C;2023-02-24 11:18:44;124204;2022;OCC;84348;220;65023;35;0;0;3;3;5;1;794877,64
2022;OCC;46301;C;2022-07-18 10:40:45;216656;2019;OCA;43555;220;4751;21;0;0;3;3;5;3;5078237,36
2022;OCC;39621;C;2022-06-10 16:05:39;120202;2019;OCB;11597;220;4759;21;0;0;3;3;5;11;3310943,21
2022;OCC;36250;C;2022-05-23 14:58:08;120202;2019;OCB;11597;220;4760;21;0;0;3;3;5;12;845308,31
2021;OCC;72984;C;2022-01-04 12:15:17;216656;2019;OCA;43555;220;3725;21;0;0;3;3;5;14;292016,01
2022;OCC;59675;C;2022-09-21 14:23:30;120202;2019;OCB;11597;220;4754;21;0;0;3;3;5;6;468762,78
2022;OCC;77187;C;2022-12-28 14:55:33;216656;2019;OCA;43555;220;4749;21;0;0;3;3;5;1;2213360,09
2022;OCC;55637;C;2022-08-31 11:42:16;120202;2019;OCB;11597;220;4756;21;0;0;3;3;5;8;3499402,86
2022;OCC;82419;C;2023-01-27 06:52:29;216656;2019;OCA;43555;220;4749;21;0;0;3;3;5;1;13504,6
2022;OCC;77225;C;2022-12-28 15:29:39;120202;2019;OCB;11597;220;4754;21;0;0;3;3;5;6;52319,59
2022;OCC;77248;C;2022-12-28 15:39:00;120202;2021;OCC;73255;220;4754;21;0;0;3;3;5;6;2948329,7
2024;OCC;2398;C;2024-01-23 12:45:53;190651;2016;OCC;21978;220;40553;35;0;0;3;2;1;1;450000
2024;OCC;2385;C;2024-01-23 12:18:04;236783;2018;OCC;31379;220;40553;35;0;0;3;2;1;1;2025000
2024;OCC;2362;C;2024-01-23 12:04:02;161587;2014;OCC;34061;220;40553;35;0;0;3;2;1;1;750000
