t_ocompra;aa_ocompra;n_ocompra;aa_precepcion;t_precepcion;n_precepcion;o_ente;c_unid_ejec;fh_autorizacion;fh_alta;aa_ocompra_orig;t_ocompra_orig;n_ocompra_orig;e_formulario
OCC;2024;68658;2024;PRD;468401;49584;;2025-02-05 00:00:00;2025-02-05 11:44:45;2024;OCB;16992;A
OCC;2024;37996;2024;PRD;267650;26296;;2024-07-24 00:00:00;2024-07-24 12:13:54;2023;OCA;76141;A
OCC;2023;77412;2023;PRD;395036;32321;;2023-10-26 00:00:00;2023-10-26 12:28:19;2023;OCC;76618;A
OCC;2022;77248;2022;PRD;436823;120202;;2023-01-02 00:00:00;2023-01-02 10:57:43;2021;OCC;73255;A
OCC;2022;55637;2022;PRD;274334;120202;;2022-08-31 00:00:00;2022-08-31 12:00:46;2019;OCB;11597;A
OCC;2023;24446;2023;PRD;52997;32321;;2023-03-06 00:00:00;2023-03-06 11:56:16;2022;OCC;85532;A
OCC;2023;75402;2023;PRD;381966;32321;;2023-10-18 00:00:00;2023-10-18 15:12:30;2021;OCA;65639;A
OCC;2023;75760;2023;PRD;383713;83261;;2023-10-19 00:00:00;2023-10-19 15:06:33;2021;OCA;65643;A
OCC;2023;79216;2023;PRD;417075;311990;;2023-11-07 00:00:00;2023-11-07 10:17:34;2021;OCA;65644;A
OCC;2023;68078;2023;PRD;338252;311990;;2023-09-14 00:00:00;2023-09-14 16:39:38;2021;OCA;65644;A
OCC;2023;67983;2023;PRD;337488;96905;;2023-09-14 00:00:00;2023-09-14 12:53:14;2011;OCC;10342;A
OCC;2023;58000;2023;PRD;258106;120202;;2023-08-09 00:00:00;2023-07-31 16:25:21;2021;OCA;65641;A
OCC;2023;58020;2023;PRD;258199;120202;;2023-07-31 00:00:00;2023-07-31 16:59:12;2021;OCA;65641;A
OCC;2024;54389;2024;PRD;391919;26205;;2024-11-05 00:00:00;2024-11-05 15:34:31;2023;OCA;76134;A
OCC;2025;27776;2025;PRD;117524;32321;;2025-04-30 00:00:00;2025-04-30 15:21:25;2023;OCA;76141;A
OCC;2025;27622;2025;PRD;116899;311990;;2025-04-29 00:00:00;2025-04-29 17:45:09;2023;OCA;76135;A
OCC;2025;22601;2025;PRD;78260;311990;;2025-03-26 00:00:00;2025-03-26 16:55:13;2021;OCA;65644;A
OCC;2025;22602;2025;PRD;78270;311990;;2025-03-26 00:00:00;2025-03-26 16:58:00;2021;OCA;65644;A
OCC;2025;24050;2025;PRD;97410;32879;;2025-04-08 00:00:00;2025-04-08 12:38:56;2023;OCA;76137;A
OCC;2025;24051;2025;PRD;97497;32879;;2025-04-08 00:00:00;2025-04-08 12:53:20;2023;OCA;76141;A
OCC;2025;27938;2025;PRD;118216;83261;;2025-05-05 00:00:00;2025-05-05 11:26:05;2023;OCA;76140;A
OCC;2025;29482;2025;PRD;130360;32118;;2025-05-13 00:00:00;2025-05-13 11:30:49;2023;OCA;76137;A
OCC;2024;69062;2024;PRD;469077;32879;;2025-02-13 00:00:00;2025-02-13 14:24:30;2023;OCA;76140;A
OCC;2024;69081;2024;PRD;469107;32879;;2025-02-13 00:00:00;2025-02-13 16:02:41;2023;OCA;76135;A
OCC;2024;69092;2024;PRD;469088;26205;;2025-02-13 00:00:00;2025-02-13 15:04:34;2023;OCA;76134;A
OCC;2024;67482;2024;PRD;466108;32879;;2025-01-24 00:00:00;2025-01-24 16:39:20;2023;OCA;76141;A
OCC;2023;70719;2023;PRD;349666;94546;;2023-09-25 00:00:00;2023-09-25 15:10:35;2021;OCA;65642;A
OCC;2024;67504;2024;PRD;466373;32879;;2025-01-27 00:00:00;2025-01-27 14:54:35;2023;OCA;76141;A
OCC;2024;67473;2024;PRD;466094;32879;;2025-01-24 00:00:00;2025-01-24 16:20:51;2023;OCA;76141;A
OCC;2024;68497;2024;PRD;468027;26296;;2025-01-31 00:00:00;2025-01-31 22:18:16;2021;OCA;65640;A
OCC;2024;68922;2024;PRD;468819;94546;;2025-02-10 00:00:00;2025-02-10 13:02:52;2021;OCA;65642;A
OCC;2024;65066;2024;PRD;460854;83261;;2025-01-13 00:00:00;2025-01-13 11:08:59;2023;OCA;76141;A
OCC;2024;67348;2024;PRD;465911;73551;;2025-01-24 00:00:00;2025-01-24 11:56:53;2023;OCA;76141;A
OCC;2024;69151;2024;PRD;469178;73551;;2025-02-14 00:00:00;2025-02-14 15:40:05;2023;OCA;76138;A
OCC;2024;67245;2024;PRD;465567;26296;;2025-01-22 00:00:00;2025-01-22 16:09:43;2023;OCA;76141;A
OCC;2024;66046;2024;PRD;462767;120202;;2025-01-15 00:00:00;2025-01-15 16:43:14;2023;OCA;76141;A
OCC;2024;68052;2024;PRD;467178;120202;;2025-01-29 00:00:00;2025-01-29 16:10:50;2021;OCA;65641;A
OCC;2024;67597;2024;PRD;466406;32321;;2025-01-27 00:00:00;2025-01-27 15:43:47;2021;OCA;65639;A
OCC;2024;67450;2024;PRD;466072;32879;;;2025-01-24 15:44:15;2023;OCA;76138;K
OCC;2024;68980;2024;PRD;468892;32321;;2025-02-10 00:00:00;2025-02-10 20:15:38;2021;OCA;65639;A
OCC;2024;68982;2024;PRD;468893;32118;;2025-02-10 00:00:00;2025-02-10 20:17:12;2021;OCA;65638;A
OCC;2024;69156;2024;PRD;469185;73551;;2025-02-14 00:00:00;2025-02-14 16:02:30;2023;OCA;76134;A
OCC;2024;69176;2024;PRD;469223;73551;;2025-02-17 00:00:00;2025-02-17 13:09:56;2023;OCA;76134;A
OCC;2024;64868;2024;PRD;460494;32321;;2025-01-10 00:00:00;2025-01-10 15:34:50;2021;OCA;65639;A
OCC;2024;68482;2024;PRD;468015;94546;;2025-01-31 00:00:00;2025-01-31 21:15:26;2021;OCA;65642;A
OCC;2024;69050;2024;PRD;469027;32118;;2025-02-12 00:00:00;2025-02-12 16:45:41;2023;OCA;76141;A
OCC;2021;38614;2021;PRD;323427;83261;;2021-10-21 00:00:00;2021-10-21 11:19:59;2019;OCC;29304;A
OCC;2023;51130;2023;PRD;219412;96905;;2023-07-05 00:00:00;2023-07-05 16:06:51;2011;OCC;10342;A
OCC;2023;46623;2023;PRD;192464;32321;;2023-06-15 00:00:00;2023-06-15 15:28:39;2021;OCA;65639;A
OCC;2023;50831;2023;PRD;216755;32118;;2023-07-04 00:00:00;2023-07-04 17:31:29;2021;OCA;65638;A
OCC;2021;75730;2021;PRD;416165;83261;;2022-01-28 00:00:00;2022-01-28 15:19:27;2019;OCC;29304;A
OCC;2022;67422;2022;PRD;364834;311990;;2022-11-04 00:00:00;2022-11-03 15:04:55;2021;OCA;65644;A
OCC;2022;81501;2022;PRD;446381;32321;;2023-01-18 00:00:00;2023-01-18 15:21:38;2021;OCA;65639;A
OCC;2022;82385;2022;PRD;448796;32879;;2023-01-26 00:00:00;2023-01-26 18:50:11;2021;OCC;32595;A
OCC;2022;82076;2022;PRD;448037;32879;;2023-01-24 00:00:00;2023-01-24 14:17:47;2021;OCC;32595;A
OCC;2022;82350;2022;PRD;448718;26296;;2023-01-26 00:00:00;2023-01-26 15:19:28;2021;OCA;65640;A
OCC;2022;72368;2022;PRD;398199;120202;;2022-12-02 00:00:00;2022-12-02 13:00:07;2021;OCA;65641;A
OCC;2022;76202;2022;PRD;447990;32848;;2023-01-24 00:00:00;2023-01-24 12:46:02;2021;OCC;32593;A
OCC;2022;76325;2022;PRD;448010;32879;;;2023-01-24 13:14:42;2021;OCC;32595;X
OCC;2022;84359;2022;PRD;452156;83261;;2023-02-22 00:00:00;2023-02-22 18:25:21;2022;OCC;70439;A
OCC;2022;84120;2022;PRD;451831;120202;;2023-02-14 00:00:00;2023-02-14 17:08:34;2021;OCA;65641;A
OCC;2022;83004;2022;PRD;450149;311990;;2023-02-01 00:00:00;2023-02-01 16:29:35;2021;OCA;65644;A
OCC;2022;82994;2022;PRD;450119;311990;;2023-02-01 00:00:00;2023-02-01 15:42:14;2021;OCA;65644;A
OCC;2022;84500;2022;PRD;452308;94546;;2023-02-23 00:00:00;2023-02-23 18:26:34;2022;OCC;72278;A
OCC;2022;84347;2022;PRD;452139;32118;;2023-02-22 00:00:00;2023-02-22 12:17:07;2021;OCA;65638;A
OCC;2022;84341;2022;PRD;452132;311990;;2023-02-17 00:00:00;2023-02-17 17:07:22;2021;OCA;65644;A
OCC;2022;84343;2022;PRD;452134;311990;;2023-02-17 00:00:00;2023-02-17 17:27:01;2021;OCA;65644;A
OCC;2022;84143;2022;PRD;451875;311990;;2023-02-15 00:00:00;2023-02-15 10:58:08;2021;OCA;65644;A
OCC;2022;85482;2022;PRD;453432;83261;;2023-03-01 00:00:00;2023-03-01 15:29:48;2021;OCA;65643;A
OCC;2023;45308;2023;PRD;184102;311990;;2023-06-09 00:00:00;2023-06-09 13:41:13;2021;OCA;65644;A
OCC;2023;92802;2023;PRD;500663;120202;;2024-03-04 00:00:00;2024-03-04 14:45:49;2021;OCA;65641;A
OCC;2023;92806;2023;PRD;500666;120202;;2024-03-04 00:00:00;2024-03-04 14:53:19;2021;OCA;65641;A
OCC;2023;44901;2023;PRD;179372;96905;;2023-06-07 00:00:00;2023-06-07 16:57:50;2011;OCC;10342;A
OCC;2023;93055;2023;PRD;501114;83261;;2024-03-20 00:00:00;2024-03-20 14:36:25;2021;OCA;65643;A
OCC;2023;92921;2023;PRD;500901;32118;;2024-03-08 00:00:00;2024-03-08 16:04:22;2021;OCA;65638;A
OCC;2023;93010;2023;PRD;501062;32879;;2024-03-18 00:00:00;2024-03-18 11:42:48;2023;OCA;28334;A
OCC;2023;92970;2023;PRD;500982;311990;;2024-03-13 00:00:00;2024-03-13 15:51:01;2021;OCA;65644;A
OCC;2023;93044;2023;PRD;501096;32321;;2024-03-20 00:00:00;2024-03-20 11:41:02;2021;OCA;65639;A
OCC;2025;34038;2025;PRD;172004;73551;;2025-06-10 00:00:00;2025-06-10 12:25:15;2022;OCA;78336;A
OCC;2025;36145;2025;PRD;183225;32321;;2025-06-23 00:00:00;2025-06-23 16:58:30;2021;OCA;65639;A
OCC;2025;30549;2025;PRD;137426;120202;;2025-05-19 00:00:00;2025-05-19 16:24:35;2023;OCA;76140;A
OCC;2023;84620;2023;PRD;463182;32118;;2023-12-04 00:00:00;2023-12-04 15:11:01;2021;OCA;65638;A
OCC;2023;86119;2023;PRD;478670;311990;;2023-12-07 00:00:00;2023-12-07 14:24:43;2021;OCA;65644;A
OCC;2023;86151;2023;PRD;478981;120202;;2023-12-07 00:00:00;2023-12-07 16:30:16;2021;OCA;65641;A
OCC;2024;49077;2024;PRD;360380;32321;;2024-10-03 00:00:00;2024-10-03 15:45:21;2021;OCA;65639;A
OCC;2024;53024;2024;PRD;385740;94546;;2024-10-25 00:00:00;2024-10-25 12:42:50;2023;OCA;76141;A
OCC;2024;53034;2024;PRD;385735;275932;;2024-10-25 00:00:00;2024-10-25 12:41:33;2021;OCA;65645;A
OCC;2024;54837;2024;PRD;395413;32321;;2024-11-07 00:00:00;2024-11-07 16:20:12;2023;OCA;76141;A
OCC;2024;51840;2024;PRD;381737;83261;;2024-10-21 00:00:00;2024-10-21 14:49:09;2021;OCA;65643;A
OCC;2024;61840;2024;PRD;448784;32118;;2024-12-18 00:00:00;2024-12-18 12:44:00;2021;OCA;65638;A
OCC;2024;61841;2024;PRD;448819;32118;;2024-12-18 00:00:00;2024-12-18 12:52:48;2021;OCA;65638;A
OCC;2024;51706;2024;PRD;380697;311990;;2024-10-18 00:00:00;2024-10-18 16:34:49;2021;OCA;65644;A
OCC;2024;52820;2024;PRD;385029;26296;;2024-10-24 00:00:00;2024-10-24 15:55:45;2023;OCA;76139;A
OCC;2024;54922;2024;PRD;396674;32118;;2024-11-08 00:00:00;2024-11-08 12:48:02;2021;OCA;65638;A
OCC;2024;54932;2024;PRD;396853;32118;;2024-11-08 00:00:00;2024-11-08 13:43:33;2023;OCA;76140;A
OCC;2024;55108;2024;PRD;397404;32879;;2024-11-08 00:00:00;2024-11-08 16:41:51;2023;OCA;76141;A
OCC;2024;55117;2024;PRD;399335;32879;;2024-11-12 00:00:00;2024-11-12 13:52:46;2023;OCA;76141;A
OCC;2024;45247;2024;PRD;312995;32879;;2024-09-06 00:00:00;2024-09-06 14:55:06;2023;OCA;76141;A
OCC;2024;68505;2024;PRD;468329;32118;;2025-02-06 00:00:00;2025-02-04 11:06:31;2021;OCA;65638;A
OCC;2024;47401;2024;PRD;337117;120202;;2024-09-20 00:00:00;2024-09-20 16:01:09;2021;OCA;65641;A
OCC;2024;34657;2024;PRD;246624;120202;;2024-07-05 00:00:00;2024-07-05 16:00:40;2023;OCA;76137;A
OCC;2024;46820;2024;PRD;330290;32321;;2024-09-18 00:00:00;2024-09-18 16:16:06;2021;OCA;65639;A
OCC;2022;84348;2022;PRD;452142;124204;;2023-02-22 00:00:00;2023-02-22 12:43:49;2022;OCO;171;A
OCC;2022;84363;2022;PRD;452164;76848;;2023-02-23 00:00:00;2023-02-23 11:11:05;2021;OCA;65645;A
OCC;2022;85492;2022;PRD;453445;83261;;2023-03-01 00:00:00;2023-03-01 15:40:37;2022;OCC;85489;A
OCC;2022;85497;2022;PRD;453449;83261;;2023-03-01 00:00:00;2023-03-01 15:43:33;2022;OCC;85492;A
OCC;2024;42221;2024;PRD;296208;120202;;2024-08-16 00:00:00;2024-08-16 11:55:43;2023;OCA;76140;A
OCC;2024;42226;2024;PRD;296237;120202;;2024-08-16 00:00:00;2024-08-16 12:06:25;2023;OCA;76141;A
OCC;2024;41184;2024;PRD;294021;26296;;2024-08-14 00:00:00;2024-08-14 14:46:35;2024;OCC;34689;A
OCC;2023;78276;2023;PRD;402295;49584;;2023-10-31 00:00:00;2023-10-31 14:19:54;2023;OCC;76515;A
OCC;2022;36250;2022;PRD;152977;120202;;2022-05-26 00:00:00;2022-05-24 10:17:26;2019;OCB;11597;A
OCC;2023;75829;2023;PRD;383910;83261;;2023-10-19 00:00:00;2023-10-19 16:11:46;2021;OCA;65643;A
OCC;2023;79264;2023;PRD;417716;120202;;2023-11-07 00:00:00;2023-11-07 11:24:39;2021;OCA;65641;A
OCC;2023;79267;2023;PRD;417815;120202;;2023-11-07 00:00:00;2023-11-07 11:31:00;2021;OCA;65641;A
OCC;2023;63848;2023;PRD;292455;311990;;2023-08-28 00:00:00;2023-08-28 13:21:23;2021;OCA;65644;A
OCC;2023;79505;2023;PRD;420409;26296;;2023-11-08 00:00:00;2023-11-08 11:20:56;2021;OCA;65640;A
OCC;2024;54833;2024;PRD;395406;32321;;2024-11-07 00:00:00;2024-11-07 16:16:38;2023;OCA;76141;A
OCC;2023;76842;2023;PRD;390495;96905;;2023-10-24 00:00:00;2023-10-24 15:38:40;2011;OCC;10342;A
OCC;2023;74952;2023;PRD;379021;32321;;2023-10-12 00:00:00;2023-10-12 16:50:41;2021;OCA;65639;A
OCC;2025;27621;2025;PRD;116897;311990;;2025-04-29 00:00:00;2025-04-29 17:42:27;2023;OCA;76135;A
OCC;2025;28451;2025;PRD;122950;32879;;2025-05-07 00:00:00;2025-05-07 15:35:54;2023;OCA;76139;A
OCC;2025;22664;2025;PRD;79021;83261;;2025-03-27 00:00:00;2025-03-27 10:43:47;2023;OCA;76135;A
OCC;2025;22656;2025;PRD;78987;120202;;2025-03-27 00:00:00;2025-03-27 10:29:56;2023;OCA;76135;A
OCC;2025;22599;2025;PRD;78236;311990;;2025-03-26 00:00:00;2025-03-26 16:53:15;2021;OCA;65644;A
OCC;2025;27939;2025;PRD;118232;83261;;2025-05-05 00:00:00;2025-05-05 11:28:40;2023;OCA;76141;A
OCC;2024;69067;2024;PRD;469039;32879;;2025-02-12 00:00:00;2025-02-12 20:53:31;2023;OCA;76139;A
OCC;2024;69077;2024;PRD;469086;32879;;2025-02-13 00:00:00;2025-02-13 14:59:47;2023;OCA;76137;A
OCC;2024;69090;2024;PRD;469116;26205;;2025-02-14 00:00:00;2025-02-13 16:37:02;2023;OCA;76134;A
OCC;2024;67430;2024;PRD;466030;94546;;2025-01-24 00:00:00;2025-01-24 15:04:55;2023;OCA;76141;A
OCC;2024;66590;2024;PRD;464271;32321;;2025-01-17 00:00:00;2025-01-17 16:22:09;2021;OCA;65639;A
OCC;2024;66608;2024;PRD;464207;32321;;2025-01-17 00:00:00;2025-01-17 15:11:38;2021;OCA;65639;A
OCC;2024;69042;2024;PRD;469021;32321;;2025-02-18 00:00:00;2025-02-12 16:21:06;2021;OCA;65639;A
OCC;2024;67363;2024;PRD;466003;73551;;2025-01-24 00:00:00;2025-01-24 14:37:05;2023;OCA;76141;A
OCC;2024;68853;2024;PRD;468703;83261;;2025-02-07 00:00:00;2025-02-07 15:13:47;2021;OCA;65643;A
OCC;2024;67234;2024;PRD;465561;26296;;2025-01-22 00:00:00;2025-01-22 16:02:59;2023;OCA;76141;A
OCC;2024;67423;2024;PRD;466017;32879;;2025-01-27 00:00:00;2025-01-24 14:53:31;2023;OCA;76139;A
OCC;2024;67486;2024;PRD;466113;32879;;2025-01-24 00:00:00;2025-01-24 16:48:17;2023;OCA;76139;A
OCC;2024;69082;2024;PRD;469091;32879;;2025-02-13 00:00:00;2025-02-13 15:09:56;2023;OCA;76141;A
OCC;2024;66720;2024;PRD;464302;311990;;2025-01-17 00:00:00;2025-01-17 16:52:18;2021;OCA;65644;A
OCC;2024;66720;2024;PRD;464307;311990;;;2025-01-17 16:57:22;2021;OCA;65644;X
OCC;2024;68091;2024;PRD;467211;32321;;2025-01-29 00:00:00;2025-01-29 16:42:01;2021;OCA;65639;A
OCC;2024;68477;2024;PRD;468013;94546;;2025-01-31 00:00:00;2025-01-31 20:14:16;2021;OCA;65642;A
OCC;2024;68479;2024;PRD;468010;94546;;2025-01-31 00:00:00;2025-01-31 20:07:21;2021;OCA;65642;A
OCC;2024;69190;2024;PRD;469235;120202;;2025-02-17 00:00:00;2025-02-17 16:01:09;2021;OCA;65641;A
OCC;2024;69047;2024;PRD;469025;32118;;2025-02-12 00:00:00;2025-02-12 16:36:19;2023;OCA;76141;A
OCC;2024;69048;2024;PRD;469026;32118;;2025-02-12 00:00:00;2025-02-12 16:41:10;2023;OCA;76141;A
OCC;2024;64465;2024;PRD;459233;311990;;2025-01-08 00:00:00;2025-01-08 16:32:08;2021;OCA;65644;A
OCC;2024;66570;2024;PRD;463934;275932;;2025-01-17 00:00:00;2025-01-17 12:00:57;2023;OCA;76140;A
OCC;2023;54980;2023;PRD;245057;96905;;2023-07-19 00:00:00;2023-07-19 15:28:08;2011;OCC;10342;A
OCC;2023;51135;2023;PRD;219418;96905;;2023-07-05 00:00:00;2023-07-05 16:08:55;2012;OCC;8006;A
OCC;2023;54812;2023;PRD;253673;32879;;;2023-07-26 12:16:14;2021;OCC;32595;X
OCC;2022;67485;2022;PRD;365045;311990;;2022-11-04 00:00:00;2022-11-03 15:59:20;2021;OCA;65644;A
OCC;2022;67516;2022;PRD;365189;311990;;2022-11-03 00:00:00;2022-11-03 16:36:42;2021;OCA;65644;A
OCC;2022;66964;2022;PRD;362788;311990;;;2022-11-02 14:59:04;2021;OCA;65644;I
OCC;2022;72459;2022;PRD;398500;26296;;2022-12-02 00:00:00;2022-12-02 15:19:55;2021;OCA;65640;A
OCC;2022;81914;2022;PRD;448013;32879;;;2023-01-24 13:18:46;2021;OCC;32595;X
OCC;2022;82135;2022;PRD;448103;311990;;2023-01-24 00:00:00;2023-01-24 17:11:26;2021;OCA;65644;A
OCC;2022;72234;2022;PRD;397417;311990;;2022-12-01 00:00:00;2022-12-01 15:19:25;2021;OCA;65644;A
OCC;2022;72403;2022;PRD;398405;120202;;2022-12-02 00:00:00;2022-12-02 14:30:43;2021;OCA;65641;A
OCC;2022;76300;2022;PRD;448012;32879;;2023-01-24 00:00:00;2023-01-24 13:16:33;2021;OCC;32595;A
OCC;2022;70439;2022;PRD;388169;83261;;2022-11-22 00:00:00;2022-11-22 16:16:26;2021;OCA;65643;A
OCC;2022;84702;2022;PRD;452550;76848;;2023-02-24 00:00:00;2023-02-24 15:26:12;2021;OCA;65645;A
OCC;2022;84360;2022;PRD;452157;311990;;2023-02-22 00:00:00;2023-02-22 18:42:23;2022;OCC;66964;A
OCC;2022;84346;2022;PRD;452138;32118;;2023-02-22 00:00:00;2023-02-22 12:08:37;2021;OCA;65638;A
OCC;2022;84337;2022;PRD;452128;32321;;2023-02-17 00:00:00;2023-02-17 16:26:42;2021;OCA;65639;A
OCC;2023;34501;2023;PRD;124844;311990;;2023-04-25 00:00:00;2023-04-25 10:28:46;2021;OCA;65644;A
OCC;2023;93057;2023;PRD;501120;83261;;2024-03-20 00:00:00;2024-03-20 14:41:38;2021;OCA;65643;A
OCC;2023;46326;2023;PRD;190455;311990;;2023-06-14 00:00:00;2023-06-14 12:36:35;2021;OCA;65644;A
OCC;2023;93058;2023;PRD;501118;83261;;2024-03-20 00:00:00;2024-03-20 14:40:14;2021;OCA;65643;A
OCC;2023;93064;2023;PRD;501130;32321;;2024-03-20 00:00:00;2024-03-20 15:19:40;2021;OCA;65639;A
OCC;2023;93056;2023;PRD;501117;83261;;2024-03-20 00:00:00;2024-03-20 14:39:54;2021;OCA;65643;A
OCC;2023;92889;2023;PRD;500833;94546;;2024-03-07 00:00:00;2024-03-07 10:57:08;2021;OCA;65642;A
OCC;2023;93065;2023;PRD;501129;32321;;2024-03-20 00:00:00;2024-03-20 15:19:39;2021;OCA;65639;A
OCC;2023;92827;2023;PRD;500689;311990;;2024-03-04 00:00:00;2024-03-04 17:04:05;2021;OCA;65644;A
OCC;2025;30856;2025;PRD;140163;120202;;2025-05-21 00:00:00;2025-05-21 10:41:51;2023;OCA;76138;A
OCC;2025;35600;2025;PRD;180825;32879;;2025-06-18 00:00:00;2025-06-18 16:53:52;2023;OCA;76139;A
OCC;2024;49215;2024;PRD;362770;311990;;2024-10-04 00:00:00;2024-10-04 15:03:33;2021;OCA;65644;A
OCC;2024;49218;2024;PRD;363002;311990;;2024-10-04 00:00:00;2024-10-04 15:40:54;2021;OCA;65644;A
OCC;2024;59649;2024;PRD;436855;275932;;2024-12-09 00:00:00;2024-12-09 11:59:13;2023;OCA;76141;A
OCC;2024;59634;2024;PRD;436658;32321;;2024-12-09 00:00:00;2024-12-09 11:27:09;2023;OCA;76141;A
OCC;2023;80790;2023;PRD;438411;32848;;2023-11-16 00:00:00;2023-11-16 12:42:51;2021;OCC;32593;A
OCC;2024;63198;2024;PRD;453380;120202;;2024-12-26 00:00:00;2024-12-26 14:55:54;2023;OCA;76141;A
OCC;2024;59636;2024;PRD;436599;32321;;2024-12-09 00:00:00;2024-12-09 11:18:00;2023;OCA;76141;A
OCC;2024;49072;2024;PRD;360223;32321;;2024-10-03 00:00:00;2024-10-03 15:21:02;2021;OCA;65639;A
OCC;2024;64443;2024;PRD;459242;311990;;2025-01-08 00:00:00;2025-01-08 16:40:16;2021;OCA;65644;A
OCC;2024;62271;2024;PRD;450230;83261;;2024-12-19 00:00:00;2024-12-19 15:45:11;2023;OCA;76141;A
OCC;2024;61839;2024;PRD;448800;32118;;2024-12-18 00:00:00;2024-12-18 12:48:17;2021;OCA;65638;A
OCC;2024;54925;2024;PRD;396759;32118;;2024-11-08 00:00:00;2024-11-08 13:09:30;2021;OCA;65638;A
OCC;2024;58566;2024;PRD;426271;32321;;2024-12-04 00:00:00;2024-12-04 10:46:53;2023;OCA;76141;A
OCC;2024;58584;2024;PRD;426905;120202;;2024-12-04 00:00:00;2024-12-04 12:16:32;2023;OCA;76141;A
OCC;2024;63481;2024;PRD;468899;26296;;2025-02-10 00:00:00;2025-02-10 21:19:53;2023;OCA;76141;A
OCC;2024;34349;2024;PRD;241363;311990;;2024-07-03 00:00:00;2024-07-03 17:43:26;2024;OCC;30791;A
OCC;2024;55894;2024;PRD;405344;73551;;2024-11-15 00:00:00;2024-11-15 12:16:53;2023;OCA;76141;A
OCC;2024;34332;2024;PRD;240827;32321;;2024-07-03 00:00:00;2024-07-03 15:41:24;2023;OCA;76134;A
OCC;2024;47373;2024;PRD;336993;120202;;2024-09-20 00:00:00;2024-09-20 15:44:12;2021;OCA;65641;A
OCC;2024;67439;2024;PRD;466055;32879;;2025-01-24 00:00:00;2025-01-24 15:26:22;2023;OCA;76140;A
OCC;2024;30791;2024;PRD;193627;311990;;2024-06-05 00:00:00;2024-06-05 10:50:33;2023;OCA;76141;A
OCC;2024;35450;2024;PRD;255605;94546;;2024-07-11 00:00:00;2024-07-11 15:45:01;2023;OCA;76140;A
OCC;2024;41524;2024;PRD;292939;32321;;2024-08-13 00:00:00;2024-08-13 15:30:26;2024;OCC;34332;A
OCC;2024;45184;2024;PRD;312168;32118;;2024-09-06 00:00:00;2024-09-06 11:43:19;2023;OCA;76141;A
OCC;2024;48902;2024;PRD;356856;311990;;2024-10-02 00:00:00;2024-10-02 12:53:01;2021;OCA;65644;A
OCC;2022;85519;2022;PRD;453472;83261;;;2023-03-01 16:01:54;2022;OCC;85516;X
OCC;2024;45160;2024;PRD;311694;32848;;2024-09-06 00:00:00;2024-09-06 09:24:12;2019;OCC;29291;A
OCC;2024;46091;2024;PRD;322229;83261;;2024-09-16 00:00:00;2024-09-16 10:51:54;2023;OCA;76135;A
OCC;2024;37982;2024;PRD;267482;120202;;2024-07-24 00:00:00;2024-07-24 11:34:05;2023;OCA;76141;A
OCC;2022;40033;2022;PRD;178036;216656;;2022-06-15 00:00:00;2022-06-15 11:26:53;2019;OCA;43555;A
OCC;2021;73255;2021;PRD;409510;120202;;2022-01-07 00:00:00;2022-01-07 16:12:22;2019;OCB;11597;A
OCC;2022;59681;2022;PRD;302874;216656;;2022-09-21 00:00:00;2022-09-21 15:41:09;2019;OCA;43555;A
OCC;2022;85408;2022;PRD;453338;49584;;;2023-03-01 11:23:55;2022;OCC;85406;X
OCC;2023;32957;2023;PRD;116270;124204;;2023-04-18 00:00:00;2023-04-18 16:38:07;2022;OCC;85528;A
OCC;2023;69989;2023;PRD;357538;33343;;2023-10-03 00:00:00;2023-10-03 11:09:40;2023;OCB;3923;A
OCC;2023;24915;2023;PRD;56964;49584;;2023-03-07 00:00:00;2023-03-07 16:17:55;2022;OCC;85411;A
