aa_oca_original;n_oca_original;aa_precepcion;t_precepcion;n_precepcion;c_numcred;c_juris;c_sjuris;c_entidad;c_inciso;c_pprincipal;c_pparcial;c_ubica_geo;i_total;e_formulario
2021;65641;2024;PRD;100793;20657;55;0;0;3;3;5;1;6108199,8;A
2021;65641;2024;PRD;100793;25312;60;0;0;3;3;5;1;526355;A
2021;65641;2024;PRD;100793;25529;60;0;0;3;3;5;1;76754,3;A
2021;65638;2024;PRD;100799;7405;35;0;0;3;3;5;1;1194791,82;A
2021;65638;2024;PRD;100799;16960;50;0;0;3;3;5;1;2363297,87;A
2021;65638;2024;PRD;100799;30337;20;21;0;3;3;5;1;201409,38;A
2021;65638;2024;PRD;100799;36554;20;28;0;3;3;5;1;38920,53;A
2021;65640;2024;PRD;286114;13407;40;0;0;3;3;5;1;145317,39;A
2021;65640;2024;PRD;286114;38391;20;21;934;3;3;5;1;2367,09;A
2021;65644;2024;PRD;311218;1973;9;0;0;3;3;5;1;2285386,95;A
2021;65644;2024;PRD;311218;16478;45;0;0;3;3;5;1;7723317,76;A
2021;65644;2024;PRD;311218;38391;20;21;934;3;3;5;1;6407,8;A
2021;65642;2024;PRD;295733;2655;21;0;0;3;3;5;1;7937324,8;A
2021;65642;2024;PRD;295733;20657;55;0;0;3;3;5;1;1677060,64;A
2021;65642;2024;PRD;295733;29466;45;0;210;3;3;5;1;550697,7;A
2021;65642;2024;PRD;295733;30482;20;21;0;3;3;5;1;79331,4;A
2020;36823;2021;PRD;185542;44302;55;0;0;3;3;5;1;13544725,13;A
2019;43545;2021;PRD;206292;5920;21;0;0;3;3;5;8;17249,76;A
2021;65638;2022;PRD;264194;48321;55;0;0;3;3;5;14;412801,62;A
2021;65638;2022;PRD;264194;57421;55;0;0;3;3;5;2;4818203,16;A
2021;65638;2022;PRD;264194;59198;20;27;210;3;3;5;14;927720,56;A
2021;32623;2022;PRD;287329;34055;26;26;0;3;3;1;4;415016,69;A
2021;32662;2021;PRD;225499;35420;26;26;0;3;3;1;4;59569,35;A
2021;37265;2022;PRD;275779;45153;55;0;0;3;3;5;1;9271200;A
2021;65642;2022;PRD;295120;39392;45;0;0;3;3;5;12;97206,08;A
2021;65642;2022;PRD;295120;39393;45;0;0;3;3;5;13;8801,58;A
2021;65642;2022;PRD;295120;39395;45;0;0;3;3;5;89;6612839,18;A
2021;65641;2022;PRD;157965;39380;21;0;0;3;3;5;4;1207260,25;A
2021;65641;2022;PRD;157965;49452;26;26;0;3;3;5;4;330585,12;A
2021;65644;2022;PRD;157976;49450;26;26;0;3;3;5;1;32223,35;A
2021;65638;2022;PRD;322106;49450;26;26;0;3;3;5;1;4029271,36;A
2021;65638;2022;PRD;322106;50945;50;0;0;3;3;5;14;198242,38;A
2019;52257;2022;PRD;293037;23880;55;0;0;3;3;5;1;1291560;A
2019;52257;2022;PRD;293057;23880;55;0;0;3;3;5;1;1291560;A
2021;65640;2023;PRD;46440;13773;40;0;0;3;3;5;7;119900,99;A
2021;65640;2023;PRD;46440;31418;21;0;270;3;3;5;1;486374;A
2021;65640;2023;PRD;46440;34807;26;26;0;3;3;5;6;537264,29;A
2021;65640;2023;PRD;46440;2770;21;0;0;3;3;5;6;2191814,7;A
2021;37225;2023;PRD;54307;45000;55;0;0;3;3;5;1;5210197,92;A
2019;31898;2020;PRD;132814;53010;35;0;0;3;3;1;1;2737089,98;A
2021;65641;2022;PRD;177306;46123;60;0;0;3;3;5;4;603109,3;A
2021;65644;2022;PRD;192272;39379;70;0;0;3;3;5;3;1197572,38;A
2021;65644;2022;PRD;192272;39385;45;0;0;3;3;5;4;2047996,43;A
2021;65644;2022;PRD;192272;50960;20;22;510;3;3;5;4;33928,29;A
2021;65642;2022;PRD;192288;50843;70;71;0;3;3;5;12;942653,68;A
2021;65642;2022;PRD;192288;54929;21;0;0;3;3;5;13;147379,4;A
2021;65639;2022;PRD;162583;39400;40;0;0;3;3;5;1;3474,1;A
2021;65639;2022;PRD;162583;45126;20;22;510;3;3;5;1;20138,8;A
2021;65639;2022;PRD;162583;46122;60;0;0;3;3;5;1;718589;A
2021;65639;2022;PRD;162583;46134;50;0;0;3;3;5;9;111221,1;A
2019;52253;2020;PRD;141742;24497;55;0;0;3;3;5;1;2006000;A
2021;32623;2023;PRD;44608;34573;26;26;0;3;3;3;4;11362500;A
2021;37224;2022;PRD;452076;45153;55;0;0;3;3;5;1;2642147,93;A
2021;37224;2022;PRD;452079;45153;55;0;0;3;3;5;1;2642147,93;A
2021;32722;2023;PRD;61077;16324;45;0;0;3;3;1;1;1777619,73;A
2022;37628;2022;PRD;449285;61094;35;0;0;3;3;5;4;2637781,48;A
2021;37243;2023;PRD;282247;45000;55;0;0;3;3;5;1;6648862,66;A
2021;37225;2023;PRD;297288;45000;55;0;0;3;3;5;1;412123,2;A
2021;37224;2023;PRD;297453;45000;55;0;0;3;3;5;1;7561596,48;A
2021;37210;2023;PRD;297735;45000;55;0;0;3;3;5;1;11105368;A
2021;65644;2024;PRD;363325;2319;21;0;0;3;3;5;1;2196808,49;A
2021;65644;2024;PRD;363325;7555;35;0;0;3;3;5;1;1197572,38;A
2021;65644;2024;PRD;363325;20657;55;0;0;3;3;5;1;1846473,4;A
2021;65644;2024;PRD;363325;36554;20;28;0;3;3;5;1;633814,79;A
2021;65644;2024;PRD;363325;39274;45;0;0;3;3;5;1;47783,88;A
2023;49402;2024;PRD;389058;16457;45;0;0;3;3;1;1;22046286,49;A
2021;65639;2022;PRD;166665;39390;45;0;0;3;3;5;9;200831,4;A
2021;65639;2022;PRD;166665;46128;50;0;0;3;3;5;1;1272096,81;A
2021;32722;2022;PRD;163042;16060;45;0;0;3;3;1;1;1777619,73;A
2021;65641;2023;PRD;123343;25463;60;0;0;3;3;5;4;76754,3;A
2021;65641;2023;PRD;123343;27293;70;0;0;3;3;5;4;1159074,38;A
2021;65639;2023;PRD;80045;16565;50;0;0;3;3;5;6;141680;A
2021;65639;2023;PRD;80045;24213;55;0;0;3;3;5;1;4862117,48;A
2021;65639;2023;PRD;80045;25464;60;0;0;3;3;5;9;421084;A
2023;12751;2023;PRD;127875;46685;70;0;0;3;3;1;1;40211264,62;A
2020;46098;2023;PRD;89962;34561;26;26;0;3;3;1;4;2552040,95;A
2021;32662;2023;PRD;90062;34573;26;26;0;3;3;3;4;2624873,37;A
2021;65643;2024;PRD;89932;17002;50;0;0;3;3;5;1;1860939,72;A
2021;65643;2024;PRD;89932;36554;20;28;0;3;3;5;1;105869,25;A
2022;53374;2023;PRD;56122;25949;70;0;0;3;3;1;3;283957,49;A
2022;53374;2023;PRD;56216;25951;70;0;0;3;3;1;4;225389,65;A
2022;53374;2023;PRD;56256;25951;70;0;0;3;3;1;4;131812,38;A
2022;53374;2023;PRD;56316;25949;70;0;0;3;3;1;3;419811,55;A
2021;65643;2023;PRD;56609;7268;35;0;0;3;3;5;14;1095864;A
2021;27271;2023;PRD;41963;16324;45;0;0;3;3;1;1;4176946,89;A
2020;37067;2023;PRD;271168;31815;20;23;0;3;3;3;14;328518;A
2020;37067;2023;PRD;271221;31816;20;23;0;3;3;6;14;1417,6;A
2021;32623;2023;PRD;290637;34573;26;26;0;3;3;3;4;5142685,16;A
2021;65639;2024;PRD;366241;2319;21;0;0;3;3;5;1;6246553,5;A
2021;65639;2024;PRD;366241;13407;40;0;0;3;3;5;1;1206506,37;A
2021;65639;2024;PRD;366241;39274;45;0;0;3;3;5;1;27601,3;A
2021;65640;2023;PRD;85870;34806;26;26;0;3;3;5;5;2655744;A
2021;65644;2024;PRD;87514;16478;45;0;0;3;3;5;1;7581839,01;A
2021;65644;2024;PRD;87514;16960;50;0;0;3;3;5;1;7291290,77;A
2021;65644;2024;PRD;87514;17002;50;0;0;3;3;5;1;1924105,12;A
2021;65644;2024;PRD;87518;30521;20;21;0;3;3;5;1;128496,89;A
2021;65639;2024;PRD;87719;16793;45;0;0;3;3;5;1;12533797,6;A
2021;65639;2024;PRD;87721;2319;21;0;0;3;3;5;1;5932495,81;A
2021;65639;2024;PRD;87721;17002;50;0;0;3;3;5;1;22066758,16;A
2021;65639;2024;PRD;87721;38391;20;21;934;3;3;5;1;158731,83;A
2021;65639;2024;PRD;87721;39274;45;0;0;3;3;5;1;27601,3;A
2021;65643;2024;PRD;89929;7405;35;0;0;3;3;5;1;1095864;A
2021;65643;2024;PRD;89929;13407;40;0;0;3;3;5;1;12708,2;A
2021;65645;2024;PRD;89860;4921;29;0;0;3;3;5;1;7585802,08;A
2021;65645;2024;PRD;89860;17002;50;0;0;3;3;5;1;193658,85;A
2021;65645;2024;PRD;89860;38391;20;21;934;3;3;5;1;63082;A
2021;65642;2024;PRD;89869;2319;21;0;0;3;3;5;1;4074108,88;A
2021;65642;2024;PRD;89869;2655;21;0;0;3;3;5;1;7937324,8;A
2021;65642;2024;PRD;89869;16960;50;0;0;3;3;5;1;1085544,14;A
2021;65642;2024;PRD;89869;39274;45;0;0;3;3;5;1;299455,2;A
2021;65641;2024;PRD;89876;6338;31;0;0;3;3;5;1;217966,16;A
2021;65641;2024;PRD;89876;7405;35;0;0;3;3;5;1;458157,7;A
2021;65641;2024;PRD;89876;7555;35;0;0;3;3;5;1;2787435;A
2021;65641;2024;PRD;89876;16793;45;0;0;3;3;5;1;2071415,38;A
2021;65641;2024;PRD;89881;16960;50;0;0;3;3;5;1;104402,79;A
2021;65640;2024;PRD;89887;13407;40;0;0;3;3;5;1;145317,39;A
2021;65640;2024;PRD;89891;7405;35;0;0;3;3;5;1;581517,8;A
2021;65638;2024;PRD;89915;30337;20;21;0;3;3;5;1;201409,38;A
2021;65638;2024;PRD;89915;39274;45;0;0;3;3;5;1;60496;A
2021;65639;2023;PRD;115306;38393;60;0;602;3;3;5;9;5134;A
2023;84056;2024;PRD;100794;38941;55;0;0;3;3;5;1;2657850;A
2023;84384;2024;PRD;95497;38941;55;0;0;3;3;5;1;1105200;A
2023;85404;2024;PRD;95515;38941;55;0;0;3;3;5;1;1197300;A
2021;37242;2023;PRD;316965;45000;55;0;0;3;3;5;1;319537,85;A
2021;37265;2023;PRD;317195;45000;55;0;0;3;3;5;1;426960;A
2022;33509;2023;PRD;281828;46025;45;0;0;3;3;1;1;4844720,28;A
2021;65640;2023;PRD;297558;10537;40;0;0;3;3;5;7;86336,25;A
2021;65640;2023;PRD;297558;13773;40;0;0;3;3;5;7;119900,99;A
2021;65640;2023;PRD;297558;16565;50;0;0;3;3;5;6;311706,41;A
2021;65641;2024;PRD;370573;25312;60;0;0;3;3;5;1;526355;A
2021;65640;2024;PRD;370588;7405;35;0;0;3;3;5;1;581517,8;A
2021;65645;2024;PRD;370598;6330;31;0;0;3;3;5;1;166887,4;A
2021;65645;2024;PRD;370598;34217;21;0;270;3;3;5;1;556067,83;A
2022;37695;2024;PRD;444399;8327;35;0;0;3;3;5;4;2349371,47;A
2021;65643;2024;PRD;442463;25312;60;0;0;3;3;5;1;19392,45;A
2021;65644;2022;PRD;156927;45848;21;0;0;3;3;5;4;64849,98;A
2021;65640;2022;PRD;156937;46133;50;0;0;3;3;5;6;80765,73;A
2021;32623;2022;PRD;168988;34055;26;26;0;3;3;1;4;670242,44;A
2021;32565;2022;PRD;169058;34067;26;26;0;3;3;3;4;1090801,83;A
2020;46024;2022;PRD;169087;34055;26;26;0;3;3;1;4;7573483,63;A
2021;32557;2022;PRD;169232;34067;26;26;0;3;3;3;4;1626000;A
2021;65638;2022;PRD;189769;39383;45;0;0;3;3;5;2;213037,5;A
2021;65638;2022;PRD;189769;46128;50;0;0;3;3;5;1;262287,24;A
2021;65638;2022;PRD;189769;46129;50;0;0;3;3;5;2;1902768,25;A
2021;32557;2024;PRD;139055;4847;29;0;0;3;3;1;4;350545,22;A
2021;65645;2024;PRD;139108;29458;45;0;210;3;3;5;1;987181,76;A
2021;65643;2025;PRD;63316;2825;21;0;0;3;3;5;4;1646493,14;A
2021;65643;2025;PRD;63316;24179;60;0;0;3;3;5;4;35420;A
2021;65643;2025;PRD;63316;34788;50;0;513;3;3;5;1;977515;A
2021;65638;2024;PRD;386927;2319;21;0;0;3;3;5;1;2487009;A
2021;65638;2024;PRD;386927;16793;45;0;0;3;3;5;1;2967466,14;A
2021;65638;2024;PRD;386927;39274;45;0;0;3;3;5;1;60496;A
2021;32662;2024;PRD;373017;4847;29;0;0;3;3;1;4;323981,22;A
2023;84055;2024;PRD;404014;38941;55;0;0;3;3;5;1;55616520;A
2021;65638;2024;PRD;447891;4921;29;0;0;3;3;5;1;7034457,6;A
2021;65638;2024;PRD;447891;13407;40;0;0;3;3;5;1;171628,86;A
2021;65645;2024;PRD;400868;7405;35;0;0;3;3;5;1;352273,78;A
2021;65645;2024;PRD;400868;29458;45;0;210;3;3;5;1;987181,76;A
2021;65645;2024;PRD;400868;38305;60;0;602;3;3;5;1;651581,72;A
2021;65641;2024;PRD;400883;7405;35;0;0;3;3;5;1;458157,7;A
2021;65641;2024;PRD;400883;16960;50;0;0;3;3;5;1;104402,79;A
2021;65641;2024;PRD;400883;25529;60;0;0;3;3;5;1;76754,3;A
2021;65641;2024;PRD;400883;30385;20;21;0;3;3;5;1;1151311,5;A
2021;65642;2024;PRD;406372;2655;21;0;0;3;3;5;1;8743138,52;A
2021;65642;2024;PRD;406372;36554;20;28;0;3;3;5;1;37381,3;A
2022;37659;2024;PRD;397525;8327;35;0;0;3;3;5;4;2506143,12;A
2021;65642;2023;PRD;130438;13763;40;0;0;3;3;5;12;51956,74;A
2021;65642;2023;PRD;130438;15186;45;0;0;3;3;5;11;90486,75;A
2021;65642;2023;PRD;130438;15188;45;0;0;3;3;5;13;869908,23;A
2021;65642;2023;PRD;130438;34812;26;26;0;3;3;5;11;5857435,11;A
2021;65640;2023;PRD;130487;10536;40;0;0;3;3;5;6;25416,4;A
2021;37225;2023;PRD;130025;45000;55;0;0;3;3;5;1;8912491,15;A
2021;65644;2023;PRD;115285;6134;28;0;0;3;3;5;4;2564825,08;A
2021;65644;2023;PRD;115285;24215;55;0;0;3;3;5;3;1846473,4;A
2021;65644;2023;PRD;115285;25462;60;0;0;3;3;5;1;143716,65;A
2021;65644;2023;PRD;115285;28132;20;27;210;3;3;5;1;56754,8;A
2021;65644;2023;PRD;115285;34802;26;26;0;3;3;5;1;7235736,37;A
2021;65644;2023;PRD;115285;45166;70;0;0;3;3;5;4;2271079,5;A
2021;65639;2023;PRD;115306;6134;28;0;0;3;3;5;4;61461,16;A
2021;65639;2023;PRD;115306;10539;40;0;0;3;3;5;9;207869,7;A
2021;65639;2023;PRD;115306;13755;40;0;0;3;3;5;1;9554,1;A
2021;65639;2025;PRD;56931;7415;31;0;0;3;3;5;3;17710;A
2021;65639;2025;PRD;56931;27892;20;21;0;3;3;5;1;1964847,5;A
2021;65639;2025;PRD;56931;35983;20;21;934;3;3;5;1;566720;A
2021;65642;2025;PRD;71566;26867;20;21;0;3;3;5;4;108377,5;A
2021;65642;2025;PRD;71566;26869;20;21;0;3;3;5;4;70840;A
2022;37672;2025;PRD;83881;7697;35;0;0;3;3;5;4;2127882,84;A
2022;37628;2025;PRD;84569;7697;35;0;0;3;3;5;4;771150,2;A
2021;65638;2024;PRD;411330;4921;29;0;0;3;3;5;1;12650067,6;A
2021;65638;2024;PRD;411330;37211;75;0;510;3;3;5;1;22881,87;A
2021;32565;2024;PRD;438237;4847;29;0;0;3;3;1;4;473350,25;A
2021;65640;2024;PRD;450225;7405;35;0;0;3;3;5;1;581517,8;A
2021;65640;2024;PRD;450225;29466;45;0;210;3;3;5;1;5574569,22;A
2021;65642;2024;PRD;450226;2319;21;0;0;3;3;5;1;4010781,2;A
2024;56498;2025;PRD;97156;43532;55;0;0;3;3;1;1;39338052,77;A
2021;65641;2025;PRD;91101;2823;21;0;0;3;3;5;4;1292060;A
2021;65641;2025;PRD;91101;7415;31;0;0;3;3;5;3;212520;A
2021;65641;2025;PRD;91101;27892;20;21;0;3;3;5;1;5904056,28;A
2021;65641;2025;PRD;91101;28616;20;24;0;3;3;5;4;850080;A
2024;46291;2025;PRD;64409;43215;45;0;0;3;3;1;1;83184661,85;A
2021;65644;2025;PRD;88910;16543;45;0;0;3;3;5;8;7124162,64;A
2021;65644;2025;PRD;88910;17436;50;0;0;3;3;5;1;9900974,42;A
2021;65644;2025;PRD;88910;35518;60;0;602;3;3;5;1;4321240;A
2021;65644;2025;PRD;88910;35983;20;21;934;3;3;5;1;70840;A
2021;65640;2025;PRD;174785;2821;21;0;0;3;3;5;4;2433970;A
2021;65640;2025;PRD;174785;7516;35;0;0;3;3;5;4;637560;A
2021;65640;2025;PRD;174785;14168;40;0;0;3;3;5;1;725340;A
2023;84384;2025;PRD;183243;22183;55;0;0;3;3;5;1;59761040;A
2023;84138;2025;PRD;184369;22183;55;0;0;3;3;5;1;18558225,49;A
2022;37659;2025;PRD;174220;42273;35;0;352;3;3;5;8;1054223,1;A
2014;56571;2015;PRD;1152887;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;1152897;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;585298;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;585310;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;585320;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;518602;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;518563;3673;21;0;0;3;3;5;1;2003;A
2020;37073;2021;PRD;68773;44363;20;23;0;3;3;1;14;900000;A
2020;37073;2021;PRD;68773;42771;20;23;0;3;3;9;14;10340000;A
2019;44929;2021;PRD;57906;18118;45;0;0;3;3;1;1;1249037,2;A
2020;46014;2021;PRD;79527;35420;26;26;0;3;3;1;4;3014154,13;A
2020;37067;2021;PRD;92064;33704;20;23;0;3;3;3;14;65703,6;A
2021;32623;2021;PRD;278812;35432;26;26;0;3;3;3;4;2651250;A
2014;56571;2015;PRD;945668;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;945687;3673;21;0;0;3;3;5;1;2003;A
2020;349;2021;PRD;288596;35436;26;26;0;3;3;5;4;22826534,19;A
2019;52184;2021;PRD;289840;24507;55;0;0;3;3;5;1;3180000;A
2021;32623;2021;PRD;234353;35420;26;26;0;3;3;1;4;106658,45;A
2021;32623;2021;PRD;234353;35432;26;26;0;3;3;3;4;2651250;A
2021;37242;2021;PRD;279828;44302;55;0;0;3;3;5;1;14806974,9;A
2014;56571;2015;PRD;477126;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;477252;3673;21;0;0;3;3;5;1;2003;A
2021;59159;2021;PRD;409824;7216;26;0;0;3;3;5;4;8857257,25;A
2020;46158;2021;PRD;407504;35420;26;26;0;3;3;1;4;7095516,72;A
2014;56571;2015;PRD;754607;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;699703;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;699717;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;699731;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;699745;3673;21;0;0;3;3;5;1;2003;A
2020;37067;2021;PRD;380836;44363;20;23;0;3;3;1;14;38767,68;A
2019;52257;2019;PRD;391466;62971;55;0;0;3;3;5;10;659520;A
2019;43545;2019;PRD;376768;52802;35;0;0;3;3;5;1;73732,75;A
2019;52257;2019;PRD;384239;62971;55;0;0;3;3;5;10;329760;A
2014;56571;2016;PRD;84409;10324;30;0;0;3;3;5;1;2003;A
2014;56571;2016;PRD;84442;10324;30;0;0;3;3;5;1;2003;A
2014;56571;2016;PRD;84456;10324;30;0;0;3;3;5;1;2003;A
2021;65644;2024;PRD;202961;2655;21;0;0;3;3;5;1;2029594,01;A
2021;65644;2024;PRD;202961;17002;50;0;0;3;3;5;1;1924105,12;A
2021;65644;2024;PRD;202961;30482;20;21;0;3;3;5;1;5694678,21;A
2021;65639;2024;PRD;202987;13407;40;0;0;3;3;5;1;1228810,12;A
2021;65639;2024;PRD;202987;16960;50;0;0;3;3;5;1;4263186,73;A
2021;65639;2024;PRD;202987;20657;55;0;0;3;3;5;1;23739979,23;A
2021;65639;2024;PRD;202987;26155;75;0;0;3;3;5;1;859680;A
2021;65639;2024;PRD;202987;40835;24;0;0;3;3;5;1;477600;A
2014;56571;2015;PRD;1152807;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;1152853;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;1152865;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;1152866;3673;21;0;0;3;3;5;1;2003;A
2021;65640;2024;PRD;205449;4921;29;0;0;3;3;5;1;13884803,33;A
2021;65640;2024;PRD;205449;25312;60;0;0;3;3;5;1;33203,39;A
2021;65641;2024;PRD;146531;6338;31;0;0;3;3;5;1;217966,16;A
2021;65643;2024;PRD;146558;25312;60;0;0;3;3;5;1;19392,45;A
2021;65645;2024;PRD;155604;6330;31;0;0;3;3;5;1;166887,4;A
2021;65640;2024;PRD;155617;17002;50;0;0;3;3;5;1;2827160,54;A
2021;65644;2024;PRD;147189;7555;35;0;0;3;3;5;1;1197572,38;A
2021;65644;2024;PRD;147189;30385;20;21;0;3;3;5;1;73850,7;A
2020;26261;2020;PRD;185427;16955;45;0;0;3;3;1;1;1186791,31;A
2019;43516;2020;PRD;196530;45817;21;0;0;3;3;5;3;443726,12;A
2019;43534;2020;PRD;196531;45820;21;0;0;3;3;5;6;344275,28;A
2019;43539;2020;PRD;196532;45814;21;0;0;3;3;5;14;963503,3;A
2021;65639;2024;PRD;151454;37211;75;0;510;3;3;5;1;20138,8;A
2019;43516;2020;PRD;198083;45817;21;0;0;3;3;5;3;49254,65;A
2019;43534;2020;PRD;198084;45819;21;0;0;3;3;5;5;191436,37;A
2019;43555;2020;PRD;198087;45811;21;0;0;3;3;5;11;10160;A
2014;56571;2015;PRD;930527;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;930558;3673;21;0;0;3;3;5;1;2003;A
2019;52131;2020;PRD;237562;24497;55;0;0;3;3;5;1;1763424;A
2019;52257;2020;PRD;237696;24497;55;0;0;3;3;5;1;961800;A
2021;65645;2024;PRD;443786;6330;31;0;0;3;3;5;1;3184720,4;A
2021;65645;2024;PRD;443786;20657;55;0;0;3;3;5;1;1135732,8;A
2021;65645;2024;PRD;443786;38305;60;0;602;3;3;5;1;651581,72;A
2022;37628;2024;PRD;431463;9075;35;0;0;3;3;5;4;771150,2;A
2014;56571;2015;PRD;443360;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;443399;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;443444;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;443561;3673;21;0;0;3;3;5;1;2003;A
2021;65639;2024;PRD;440586;2655;21;0;0;3;3;5;1;34817685,52;A
2021;65639;2024;PRD;440586;13407;40;0;0;3;3;5;1;1206506,37;A
2021;65639;2024;PRD;440586;29458;45;0;210;3;3;5;1;182488,1;A
2021;65639;2024;PRD;440586;32310;20;24;0;3;3;5;1;15550716,38;A
2021;65643;2024;PRD;397457;4921;29;0;0;3;3;5;1;7019911,84;A
2020;37067;2020;PRD;271072;36335;20;23;0;3;3;1;14;23260,28;A
2014;56571;2015;PRD;443203;3673;21;0;0;3;3;5;1;2003;A
2014;56571;2015;PRD;443333;3673;21;0;0;3;3;5;1;2003;A
2021;65641;2024;PRD;435652;2378;21;0;0;3;3;5;1;1207260,25;A
2021;65641;2024;PRD;435652;29466;45;0;210;3;3;5;1;173161,45;A
2024;46290;2024;PRD;442901;16457;45;0;0;3;3;1;1;64757028,57;A
2023;49402;2024;PRD;402375;16457;45;0;0;3;3;1;1;11016615,6;A
2021;65644;2024;PRD;438288;1973;9;0;0;3;3;5;1;2285386,95;A
2021;65644;2024;PRD;438288;17002;50;0;0;3;3;5;1;1924105,12;A
2021;65644;2024;PRD;438288;30521;20;21;0;3;3;5;1;65251,49;A
2021;65644;2024;PRD;438288;32310;20;24;0;3;3;5;1;285857;A
2021;65639;2024;PRD;426773;20657;55;0;0;3;3;5;1;59674,16;A
2021;65638;2024;PRD;426784;13407;40;0;0;3;3;5;1;171628,86;A
2020;46014;2021;PRD;144429;35420;26;26;0;3;3;1;4;3101276,88;A
2020;346;2021;PRD;144465;35436;26;26;0;3;3;5;4;10652956,2;A
2020;46023;2021;PRD;119482;35420;26;26;0;3;3;1;4;10516108;A
2021;65643;2022;PRD;244938;45125;9;0;0;3;3;5;15;30409,19;A
2021;65643;2022;PRD;244938;46139;50;0;0;3;3;5;15;136314,61;A
2021;65642;2022;PRD;255635;54929;21;0;0;3;3;5;13;147379,4;A
2021;59519;2022;PRD;220526;6738;26;0;0;3;3;3;4;562000;A
2021;65641;2022;PRD;253040;46131;50;0;0;3;3;5;4;56754,8;A
2021;65641;2022;PRD;253040;57422;55;0;0;3;3;5;4;1136982;A
2021;65640;2022;PRD;252117;53914;35;0;0;3;3;5;7;581517,8;A
2021;65641;2022;PRD;198804;53913;35;0;0;3;3;5;4;760998,7;A
2021;65639;2022;PRD;199038;39379;70;0;0;3;3;5;3;710008,5;A
2021;65639;2022;PRD;199038;53293;20;24;0;3;3;5;4;5580732,65;A
2021;65639;2022;PRD;199038;55257;45;0;0;3;3;5;10;413500,34;A
2021;65644;2022;PRD;199079;53288;8;0;0;3;3;5;4;1269903;A
2021;65644;2022;PRD;199079;53289;50;0;513;3;3;5;1;13602578,09;A
2021;65644;2022;PRD;199079;53291;50;0;0;3;3;5;4;3516220,24;A
2021;65644;2022;PRD;199079;54925;21;0;0;3;3;5;1;545324,96;A
2021;59528;2022;PRD;200274;44598;70;0;0;3;3;1;4;3826,13;A
2014;56571;2016;PRD;204686;10324;30;0;0;3;3;5;1;2003;A
2014;56571;2016;PRD;204710;10324;30;0;0;3;3;5;1;2003;A
2021;65643;2022;PRD;211190;53923;45;0;0;3;3;5;15;272478,01;A
2021;37265;2022;PRD;256603;45153;55;0;0;3;3;5;1;9113700;A
2021;32623;2022;PRD;230407;34055;26;26;0;3;3;1;4;432350,21;A
2021;32623;2022;PRD;230407;34067;26;26;0;3;3;3;4;2651250;A
2021;65638;2022;PRD;249353;49451;26;26;0;3;3;5;3;196909,26;A
2021;65639;2022;PRD;243043;39399;55;0;0;3;3;5;1;2694480,48;A
2021;65639;2022;PRD;243043;46128;50;0;0;3;3;5;1;870200,76;A
2021;65639;2022;PRD;243043;53293;20;24;0;3;3;5;4;6126235,76;A
2021;37210;2023;PRD;166084;45000;55;0;0;3;3;5;1;9689712;A
2021;65639;2022;PRD;260792;48343;40;0;0;3;3;5;9;703952,21;A
2021;65639;2022;PRD;260792;53911;26;26;0;3;3;5;1;88997,35;A
2022;33509;2023;PRD;151710;46025;45;0;0;3;3;1;1;6988744,17;A
2020;37067;2023;PRD;143944;31826;20;23;0;3;9;6;14;184443,71;A
2020;37067;2023;PRD;143960;31813;20;23;0;3;3;1;14;303680,2;A
2021;65644;2023;PRD;186887;54884;21;0;0;3;3;5;3;3153428,79;A
2021;65639;2023;PRD;186896;38082;50;0;513;3;3;5;1;106791,3;A
2021;65640;2023;PRD;186899;52071;50;0;0;3;3;5;5;1215880,05;A
2022;37659;2023;PRD;166788;8112;35;0;0;3;3;5;4;2470324,06;A
2021;65638;2023;PRD;157423;13756;40;0;0;3;3;5;2;38124,6;A
2021;65638;2023;PRD;157423;16561;50;0;0;3;3;5;2;2363297,87;A
2020;46015;2023;PRD;45928;34561;26;26;0;3;3;1;4;6748592,38;A
2020;46037;2023;PRD;45945;34561;26;26;0;3;3;1;4;2715933,75;A
2021;32565;2023;PRD;45958;34573;26;26;0;3;3;3;4;1874759,16;A
