aa_oca_original;n_oca_original;aa_precepcion;t_precepcion;n_precepcion;c_numcred;c_juris;c_sjuris;c_entidad;c_inciso;c_pprincipal;c_pparcial;c_ubica_geo;i_total;e_formulario
2021;65640;2022;PRD;127443;39388;45;0;0;3;3;5;7;1583740,91;A
2021;65644;2022;PRD;127444;39375;20;27;210;3;3;5;4;2791126,55;A
2021;65644;2022;PRD;127444;39379;70;0;0;3;3;5;3;1197572,38;A
2021;65644;2022;PRD;127444;40738;20;21;0;3;3;5;4;263382,26;A
2023;84483;2024;PRD;214108;38941;55;0;0;3;3;5;1;55864000;A
2021;32623;2021;PRD;313909;35420;26;26;0;3;3;1;4;375207,68;A
2020;46014;2021;PRD;345956;35420;26;26;0;3;3;1;4;2872377,2;A
2021;65639;2023;PRD;500879;7078;28;0;0;3;3;5;1;3958,02;A
2021;65639;2023;PRD;500880;18349;50;0;0;3;3;5;1;385401,31;A
2021;65638;2023;PRD;500882;15176;45;0;0;3;3;5;1;1933332,56;A
2021;65638;2023;PRD;500883;7078;28;0;0;3;3;5;1;8135,93;A
2021;65638;2023;PRD;500883;15176;45;0;0;3;3;5;1;1933332,56;A
2021;65638;2023;PRD;500884;15176;45;0;0;3;3;5;1;1933332,56;A
2021;65638;2023;PRD;500885;7078;28;0;0;3;3;5;1;8135,93;A
2021;65645;2023;PRD;498692;13755;40;0;0;3;3;5;1;12708,2;A
2021;65645;2023;PRD;498692;15176;45;0;0;3;3;5;1;403618,82;A
2021;65645;2023;PRD;498692;15183;45;0;0;3;3;5;8;65003,75;A
2021;65643;2023;PRD;498705;56730;20;27;210;3;3;5;15;65789,4;A
2021;65644;2023;PRD;498708;2767;21;0;0;3;3;5;1;754624,96;A
2021;65644;2023;PRD;498708;2769;21;0;0;3;3;5;4;1442183,53;A
2021;65644;2023;PRD;498708;10531;40;0;0;3;3;5;1;8256;A
2021;65644;2023;PRD;498708;13757;40;0;0;3;3;5;3;17485,25;A
2021;65644;2023;PRD;498708;15179;45;0;0;3;3;5;4;1502601,36;A
2023;85404;2024;PRD;46776;38941;55;0;0;3;3;5;1;34951840;A
2021;65644;2023;PRD;498708;24215;55;0;0;3;3;5;3;1420334,8;A
2021;65644;2023;PRD;498708;25462;60;0;0;3;3;5;1;143716,65;A
2021;65642;2023;PRD;498710;15190;45;0;0;3;3;5;89;7355661,96;A
2021;65644;2022;PRD;371085;46830;21;0;0;3;3;5;3;261927,93;A
2021;65644;2022;PRD;371085;48335;40;0;0;3;3;5;1;1788142,36;A
2021;65644;2022;PRD;371085;49450;26;26;0;3;3;5;1;2893744,52;A
2021;65644;2022;PRD;371085;49451;26;26;0;3;3;5;3;20957890;A
2021;65644;2022;PRD;371085;58244;40;0;0;3;3;5;3;17485,25;A
2020;46098;2022;PRD;333014;34055;26;26;0;3;3;1;4;3746266,55;A
2021;65641;2022;PRD;377098;49452;26;26;0;3;3;5;4;7709066,59;A
2022;20559;2022;PRD;391943;18741;50;0;0;3;3;1;1;421406,25;A
2022;37628;2023;PRD;194768;48111;35;0;0;3;3;5;4;1310955,34;A
2022;66386;2023;PRD;248509;29994;20;24;0;3;3;1;4;482680,54;A
2020;37067;2023;PRD;195459;31813;20;23;0;3;3;1;14;353677,1;A
2021;65643;2023;PRD;235451;2242;9;0;0;3;3;5;15;30409,19;A
2021;65644;2024;PRD;289176;38391;20;21;934;3;3;5;1;6407,8;A
2021;65639;2024;PRD;254679;2655;21;0;0;3;3;5;1;34817685,52;A
2021;65639;2024;PRD;254679;13407;40;0;0;3;3;5;1;1206506,37;A
2021;65639;2024;PRD;254679;38391;20;21;934;3;3;5;1;158731,83;A
2021;32565;2024;PRD;262813;4847;29;0;0;3;3;1;4;797907,63;A
2022;4;2024;PRD;230707;31117;20;21;0;3;3;5;14;4039410;A
2021;65642;2022;PRD;140100;45848;21;0;0;3;3;5;4;134520,5;A
2021;65642;2022;PRD;140100;46135;50;0;0;3;3;5;11;234034,22;A
2021;65641;2022;PRD;140101;46121;70;0;0;3;3;5;4;888821,7;A
2022;37628;2022;PRD;431717;66149;35;0;0;3;3;5;1;1310955,34;A
2022;37672;2022;PRD;431747;66149;35;0;0;3;3;5;1;376227,8;A
2022;42202;2022;PRD;441254;60803;40;0;0;3;5;9;4;68200;A
2021;65642;2022;PRD;446103;46137;50;0;0;3;3;5;13;654289,53;A
2023;77145;2024;PRD;293689;54946;20;21;0;3;3;6;14;95176,2;A
2021;32557;2024;PRD;297956;4849;29;0;0;3;3;3;4;1626000;A
2021;65641;2023;PRD;361074;62205;20;27;215;3;3;5;1;1365000;A
2020;37067;2023;PRD;331341;31817;20;23;0;3;3;9;14;325922;A
2020;37067;2023;PRD;331371;31826;20;23;0;3;9;6;14;288193,3;A
2021;32557;2023;PRD;348941;34561;26;26;0;3;3;1;4;269500,39;A
2021;65638;2023;PRD;342661;7268;35;0;0;3;3;5;14;1194791,82;A
2022;37659;2024;PRD;225844;53227;35;0;352;3;3;5;8;1054223,1;A
2021;65640;2022;PRD;268374;50948;60;0;0;3;3;5;6;33203,39;A
2021;65644;2023;PRD;496260;34802;26;26;0;3;3;5;1;2925966,87;A
2019;52131;2020;PRD;114690;24497;55;0;0;3;3;5;1;241127,88;A
2021;65645;2022;PRD;301253;39382;45;0;0;3;3;5;1;4133419,22;A
2021;32665;2022;PRD;299144;8553;35;0;0;3;3;1;1;2336470,13;A
2021;54913;2022;PRD;268354;44913;70;0;0;3;3;1;15;536840,25;A
2021;65639;2022;PRD;291572;39389;45;0;0;3;3;5;8;9142723,81;A
2021;65639;2022;PRD;291572;50941;50;0;0;3;3;5;1;1190682,29;A
2021;65639;2022;PRD;291572;53292;28;0;0;3;3;5;4;2104913,01;A
2021;65639;2022;PRD;291572;58247;40;0;0;3;3;5;8;25416,4;A
2021;65639;2022;PRD;291572;58906;40;0;0;3;3;5;4;76793,7;A
2021;65639;2022;PRD;291572;61188;55;0;0;3;3;5;11;1562508,2;A
2021;65640;2022;PRD;414156;53245;26;26;0;3;3;5;5;14202,54;A
2021;65638;2022;PRD;414197;39383;45;0;0;3;3;5;2;497088,3;A
2021;65638;2022;PRD;414197;50961;20;22;510;3;3;5;14;22881,87;A
2021;65638;2022;PRD;414197;59198;20;27;210;3;3;5;14;1757256,71;A
2021;65641;2022;PRD;414231;46131;50;0;0;3;3;5;4;56754,8;A
2021;65641;2022;PRD;414231;48338;40;0;0;3;3;5;4;6720507,99;A
2021;65641;2022;PRD;414231;53913;35;0;0;3;3;5;4;760998,7;A
2021;65644;2022;PRD;414265;45848;21;0;0;3;3;5;4;1758327,35;A
2021;65644;2022;PRD;414265;46128;50;0;0;3;3;5;1;144726,3;A
2021;65644;2022;PRD;414265;53291;50;0;0;3;3;5;4;3516220,24;A
2021;65644;2022;PRD;414265;53918;45;0;0;3;3;5;4;190539,12;A
2021;65644;2022;PRD;414265;58244;40;0;0;3;3;5;3;17485,25;A
2021;65644;2022;PRD;414265;61227;20;27;210;3;3;5;3;638230,73;A
2022;66386;2023;PRD;462264;29994;20;24;0;3;3;1;4;802890;A
2021;37210;2023;PRD;221855;45000;55;0;0;3;3;5;1;9757018;A
2021;65645;2023;PRD;257439;57134;40;0;0;3;3;5;1;51411,83;A
2021;65638;2023;PRD;338228;13771;40;0;0;3;3;5;2;71703;A
2021;65638;2023;PRD;338228;34803;26;26;0;3;3;5;2;7642376,46;A
2023;61477;2023;PRD;495799;16324;45;0;0;3;3;1;1;10535805,79;A
2021;65639;2023;PRD;458918;13755;40;0;0;3;3;5;1;9554,1;A
2021;65639;2023;PRD;458918;13774;40;0;0;3;3;5;9;76793,7;A
2021;65639;2023;PRD;458918;25462;60;0;0;3;3;5;1;718589;A
2021;65639;2023;PRD;458918;34811;26;26;0;3;3;5;10;12821133,72;A
2021;65639;2023;PRD;458918;38082;50;0;513;3;3;5;1;106791,3;A
2021;65639;2023;PRD;458918;54355;60;0;0;3;3;5;9;82386;A
2021;65639;2023;PRD;458918;57134;40;0;0;3;3;5;1;163377,7;A
2020;37067;2022;PRD;406801;47154;20;23;0;3;3;3;14;170829,36;A
2021;65642;2022;PRD;446103;61188;55;0;0;3;3;5;11;426075;A
2021;32662;2022;PRD;434243;34067;26;26;0;3;3;3;4;2624873,37;A
2020;46015;2022;PRD;395975;34055;26;26;0;3;3;1;4;12505500,84;A
2021;65645;2022;PRD;446625;39375;20;27;210;3;3;5;4;987181,76;A
2020;46005;2022;PRD;445387;34055;26;26;0;3;3;1;4;3608149,92;A
2021;65644;2023;PRD;134154;2241;9;0;0;3;3;5;1;2285386,95;A
2021;65644;2023;PRD;134154;38390;60;0;602;3;3;5;1;3787575;A
2021;65644;2023;PRD;134154;45166;70;0;0;3;3;5;4;2271079,5;A
2022;37659;2023;PRD;157634;48111;35;0;0;3;3;5;4;150603,3;A
2021;65639;2023;PRD;368558;7078;28;0;0;3;3;5;1;8135,93;A
2021;65639;2023;PRD;368558;13774;40;0;0;3;3;5;9;76793,7;A
2022;37628;2023;PRD;337443;8112;35;0;0;3;3;5;4;2622935;A
2021;65639;2023;PRD;368558;56728;45;0;0;3;3;5;9;27601,3;A
2021;65644;2022;PRD;292000;39382;45;0;0;3;3;5;1;150583,3;A
2021;65644;2022;PRD;292000;50960;20;22;510;3;3;5;4;33928,29;A
2021;65644;2022;PRD;292000;53288;8;0;0;3;3;5;4;1660642,5;A
2021;65644;2022;PRD;292000;58908;20;23;934;3;3;5;4;3203,9;A
2021;65640;2022;PRD;292030;53919;45;0;0;3;3;5;7;236009,85;A
2021;65645;2022;PRD;394991;46128;50;0;0;3;3;5;1;148280,78;A
2021;65645;2022;PRD;394991;46141;60;0;602;3;3;5;1;651581,72;A
2021;65645;2022;PRD;394991;49450;26;26;0;3;3;5;1;3897765,88;A
2021;65645;2022;PRD;394991;53287;35;0;0;3;3;5;1;352273,78;A
2021;65640;2022;PRD;442835;49456;26;26;0;3;3;5;15;179052,24;A
2022;37659;2022;PRD;438624;61094;35;0;0;3;3;5;4;2212308,78;A
2022;37695;2022;PRD;438633;61094;35;0;0;3;3;5;4;1911856,94;A
2021;65639;2022;PRD;444305;58242;40;0;0;3;3;5;1;9554,1;A
2021;65639;2022;PRD;444305;59284;20;23;934;3;3;5;8;585125,15;A
2020;37067;2022;PRD;438037;47153;20;23;0;3;3;1;14;172471,5;A
2020;37067;2022;PRD;438037;33120;20;23;0;3;9;6;14;576386,6;A
2020;37067;2022;PRD;438097;47153;20;23;0;3;3;1;14;172471,5;A
2020;37067;2022;PRD;438361;47154;20;23;0;3;3;3;14;170829,36;A
2021;65644;2022;PRD;443926;53289;50;0;513;3;3;5;1;17838273,18;A
2021;65644;2022;PRD;443926;53291;50;0;0;3;3;5;4;3516220,24;A
2021;65644;2022;PRD;443926;54925;21;0;0;3;3;5;1;602079,76;A
2021;65644;2022;PRD;443926;61227;20;27;210;3;3;5;3;638230,71;A
2021;65639;2022;PRD;444305;17812;50;0;0;3;3;5;1;11551346,86;A
2023;12751;2023;PRD;179430;46685;70;0;0;3;3;1;1;75620752,99;A
2021;65642;2022;PRD;424792;50959;21;0;0;3;3;5;12;63327,68;A
2021;65642;2022;PRD;424792;57422;55;0;0;3;3;5;4;1250985,64;A
2020;46024;2022;PRD;402377;34055;26;26;0;3;3;1;4;10040470,55;A
2022;4;2022;PRD;419219;33602;20;23;0;3;3;5;14;4039410;A
2021;65638;2023;PRD;477783;16569;50;0;0;3;3;5;14;912587,58;A
2021;65641;2023;PRD;477835;7266;35;0;0;3;3;5;4;458157,7;A
2021;65641;2023;PRD;477835;53157;26;0;261;3;3;5;3;1365000;A
2021;65641;2023;PRD;477835;57134;40;0;0;3;3;5;1;1365000;A
2021;65642;2023;PRD;232704;7078;28;0;0;3;3;5;1;37381,3;A
2021;65642;2023;PRD;232704;15190;45;0;0;3;3;5;89;5455222,18;A
2021;65642;2023;PRD;232704;34813;26;26;0;3;3;5;12;8640168,45;A
2020;37067;2023;PRD;205449;31815;20;23;0;3;3;3;14;131407,2;A
2020;37067;2023;PRD;205449;31826;20;23;0;3;9;6;14;576386,6;A
2021;65643;2023;PRD;212026;38082;50;0;513;3;3;5;1;151420,5;A
2021;65642;2023;PRD;212143;10541;40;0;0;3;3;5;11;469969,96;A
2021;65642;2023;PRD;212143;45168;21;0;0;3;3;5;4;63327,68;A
2021;37243;2023;PRD;237575;45000;55;0;0;3;3;5;1;6556601,38;A
2021;65640;2023;PRD;235518;7078;28;0;0;3;3;5;1;3958,02;A
2021;65640;2023;PRD;235518;10533;40;0;0;3;3;5;3;440305,45;A
2021;65640;2023;PRD;235518;25585;60;0;0;3;3;5;6;33203,39;A
2021;65640;2023;PRD;235518;34806;26;26;0;3;3;5;5;9256361,04;A
2021;65640;2023;PRD;212202;7078;28;0;0;3;3;5;1;3958,02;A
2021;65640;2023;PRD;212202;31418;21;0;270;3;3;5;1;486374;A
2021;65640;2023;PRD;212202;34807;26;26;0;3;3;5;6;392028;A
2021;65640;2023;PRD;212202;38083;50;0;513;3;3;5;4;386520,75;A
2021;65638;2023;PRD;239686;13756;40;0;0;3;3;5;2;38124,6;A
2021;65641;2023;PRD;229853;2715;21;0;0;3;3;5;4;1207260,25;A
2021;65641;2023;PRD;229853;24216;55;0;0;3;3;5;4;6108199,8;A
2021;65641;2023;PRD;229853;25585;60;0;0;3;3;5;6;526355;A
2021;65641;2023;PRD;229853;54884;21;0;0;3;3;5;3;217966,16;A
2021;65641;2024;PRD;312006;2319;21;0;0;3;3;5;1;1720032,84;A
2023;77145;2024;PRD;304050;54947;20;21;0;3;3;9;14;770702,4;A
2021;65641;2024;PRD;288567;2655;21;0;0;3;3;5;1;5842168,02;A
2021;65640;2023;PRD;352480;10537;40;0;0;3;3;5;7;171049,67;A
2021;65640;2023;PRD;352480;13760;40;0;0;3;3;5;7;25416,4;A
2023;84056;2024;PRD;460496;38941;55;0;0;3;3;5;1;87163000;A
2023;49402;2024;PRD;68481;16457;45;0;0;3;3;1;1;21895797,54;A
2023;61477;2024;PRD;68482;16457;45;0;0;3;3;1;1;10535805,79;A
2021;65638;2023;PRD;500142;13758;40;0;0;3;3;5;4;44341;A
2021;65638;2023;PRD;500143;17443;50;0;0;3;3;5;4;1226220;A
2021;65645;2023;PRD;500144;2767;21;0;0;3;3;5;1;2204601,54;A
2021;65645;2023;PRD;500144;28132;20;27;210;3;3;5;1;987181,76;A
2021;65645;2023;PRD;500144;54884;21;0;0;3;3;5;3;71271,48;A
2023;84384;2024;PRD;46811;38941;55;0;0;3;3;5;1;28135080;A
2021;65644;2024;PRD;162761;13407;40;0;0;3;3;5;1;1778548,06;A
2022;37659;2024;PRD;180188;8327;35;0;0;3;3;5;4;2208963,04;A
2021;65638;2022;PRD;296610;53296;55;0;0;3;3;5;14;453720;A
2021;65638;2022;PRD;296610;57421;55;0;0;3;3;5;2;4818203,16;A
2021;65644;2022;PRD;443926;39375;20;27;210;3;3;5;4;5260335,21;A
2021;65644;2022;PRD;443926;39382;45;0;0;3;3;5;1;150583,3;A
2021;65639;2022;PRD;444305;45848;21;0;0;3;3;5;4;967903,14;A
2021;65639;2022;PRD;444305;53293;20;24;0;3;3;5;4;6126235,72;A
2021;65639;2022;PRD;444305;53911;26;26;0;3;3;5;1;88997,35;A
2020;46098;2022;PRD;418477;34055;26;26;0;3;3;1;4;5552507,71;A
2021;32557;2022;PRD;418480;34055;26;26;0;3;3;1;4;646992,02;A
2021;65639;2023;PRD;152710;2772;21;0;0;3;3;5;8;3756226,87;A
2021;65639;2023;PRD;152710;2773;21;0;0;3;3;5;9;457615,8;A
2021;65639;2023;PRD;152710;10539;40;0;0;3;3;5;9;561333,51;A
2021;65639;2023;PRD;152710;24217;55;0;0;3;3;5;8;1557803,9;A
2021;65639;2023;PRD;152710;25464;60;0;0;3;3;5;9;421084;A
2021;65639;2023;PRD;152710;38082;50;0;513;3;3;5;1;106791,3;A
2021;65639;2022;PRD;418857;39380;21;0;0;3;3;5;4;750750;A
2021;65639;2022;PRD;418857;39398;20;21;0;3;3;5;4;1410241,15;A
2021;65639;2022;PRD;418857;46832;21;0;0;3;3;5;9;382440,75;A
2021;65639;2022;PRD;418857;49454;26;26;0;3;3;5;8;499341,34;A
2021;65644;2023;PRD;175945;7266;35;0;0;3;3;5;4;12734411,58;A
2021;65644;2023;PRD;175945;34802;26;26;0;3;3;5;1;5174259,37;A
2021;65644;2023;PRD;175977;38082;50;0;513;3;3;5;1;1007612,62;A
2021;65640;2023;PRD;162503;7267;35;0;0;3;3;5;7;581517,8;A
2021;65640;2023;PRD;162503;13760;40;0;0;3;3;5;7;25416,4;A
2021;65640;2023;PRD;162503;15182;45;0;0;3;3;5;7;1986082,17;A
2021;65640;2023;PRD;162503;28135;20;27;210;3;3;5;7;4737303,16;A
2021;65640;2023;PRD;162503;34807;26;26;0;3;3;5;6;8162024,08;A
2022;53374;2023;PRD;181965;25949;70;0;0;3;3;1;3;2624165,7;A
2022;53374;2023;PRD;182091;25949;70;0;0;3;3;1;3;2035578,6;A
2021;65638;2022;PRD;442202;54926;21;0;0;3;3;5;2;679774,9;A
2022;37628;2022;PRD;420064;61094;35;0;0;3;3;5;4;2637781,48;A
2021;65643;2025;PRD;36970;7516;35;0;0;3;3;5;4;1106490;A
2021;65643;2025;PRD;36970;16543;45;0;0;3;3;5;8;1062600;A
2021;65644;2024;PRD;459116;4921;29;0;0;3;3;5;1;61009340,77;A
2021;65644;2024;PRD;459116;7555;35;0;0;3;3;5;1;1197572,38;A
2021;65644;2024;PRD;459116;16960;50;0;0;3;3;5;1;7291290,77;A
2021;65644;2024;PRD;459116;32310;20;24;0;3;3;5;1;285857;A
2021;65644;2024;PRD;459116;39274;45;0;0;3;3;5;1;47783,88;A
2021;65644;2023;PRD;501006;52073;45;0;0;3;3;5;8;3019565,7;A
2021;65644;2023;PRD;501007;52073;45;0;0;3;3;5;8;3019565,7;A
2021;65639;2023;PRD;499663;13772;40;0;0;3;3;5;6;76793,7;A
2021;65639;2023;PRD;499663;18350;50;0;0;3;3;5;4;602444,64;A
2021;65639;2023;PRD;499663;45170;70;71;0;3;3;5;8;34476165,52;A
2021;65641;2023;PRD;500033;13758;40;0;0;3;3;5;4;12708,2;A
2021;65642;2024;PRD;158061;2319;21;0;0;3;3;5;1;4074108,88;A
2021;65638;2024;PRD;207524;2655;21;0;0;3;3;5;1;1137941,42;A
2021;65638;2024;PRD;207524;17002;50;0;0;3;3;5;1;1226220;A
2021;65642;2024;PRD;158061;36554;20;28;0;3;3;5;1;37381,3;A
2021;65638;2024;PRD;207524;20652;55;0;0;3;3;5;1;5684724,78;A
2021;65638;2024;PRD;207524;29466;45;0;210;3;3;5;1;770074,95;A
2021;65642;2024;PRD;207533;16793;45;0;0;3;3;5;1;750536,24;A
2021;65642;2024;PRD;207533;16960;50;0;0;3;3;5;1;1085544,14;A
2023;84055;2025;PRD;151915;22183;55;0;0;3;3;5;1;49574050;A
2024;46291;2025;PRD;113514;43215;45;0;0;3;3;1;1;122580125,9;A
2021;32662;2024;PRD;459732;4847;29;0;0;3;3;1;4;129073,78;A
2021;65644;2025;PRD;35314;26869;20;21;0;3;3;5;4;70840;A
2021;65641;2024;PRD;459420;2378;21;0;0;3;3;5;1;1207260,25;A
2021;65641;2024;PRD;459420;7405;35;0;0;3;3;5;1;458157,7;A
2021;65641;2024;PRD;459420;25529;60;0;0;3;3;5;1;76754,3;A
2021;65645;2023;PRD;139082;15176;45;0;0;3;3;5;1;4105294,86;A
2021;65645;2023;PRD;139082;15179;45;0;0;3;3;5;4;371705,61;A
2023;85404;2025;PRD;119762;22183;55;0;0;3;3;5;1;68900320;A
2023;77145;2023;PRD;500232;31816;20;23;0;3;3;6;14;418775,28;A
2021;65640;2023;PRD;500439;34808;26;26;0;3;3;5;7;13884803,33;A
2018;32019;2019;PRD;151176;52346;21;0;0;3;3;1;1;1301668,34;A
2023;77145;2024;PRD;189063;54946;20;21;0;3;3;6;14;1237290,6;A
2021;32557;2024;PRD;253157;4847;29;0;0;3;3;1;4;238920,09;A
2020;26832;2021;PRD;369968;18543;50;0;0;3;3;1;2;200000;A
2021;65639;2025;PRD;160091;7413;31;0;0;3;3;5;4;2757643,78;A
2021;65639;2025;PRD;160091;28616;20;24;0;3;3;5;4;18520941,9;A
2021;65643;2024;PRD;195568;7405;35;0;0;3;3;5;1;1095864;A
2021;65644;2024;PRD;254792;36087;20;28;0;3;3;5;1;1961575;A
2021;65645;2024;PRD;257622;4921;29;0;0;3;3;5;1;7585802,08;A
2021;65645;2024;PRD;257622;7405;35;0;0;3;3;5;1;352273,78;A
2021;65645;2024;PRD;257622;16793;45;0;0;3;3;5;1;4554835,22;A
2021;65645;2024;PRD;257622;17002;50;0;0;3;3;5;1;193658,85;A
2021;65645;2024;PRD;257622;38391;20;21;934;3;3;5;1;63082;A
2021;32722;2022;PRD;3214;16060;45;0;0;3;3;1;1;1777619,73;A
2021;65641;2024;PRD;255408;20657;55;0;0;3;3;5;1;6108199,8;A
2021;65638;2024;PRD;255488;16960;50;0;0;3;3;5;1;2363297,87;A
2021;65643;2024;PRD;255773;4921;29;0;0;3;3;5;1;7019911,84;A
2021;65643;2024;PRD;255773;7405;35;0;0;3;3;5;1;1095864;A
2022;4;2024;PRD;160272;31117;20;21;0;3;3;5;14;4039410;A
2021;65638;2024;PRD;151429;20652;55;0;0;3;3;5;1;5684724,78;A
2021;65638;2024;PRD;151429;39371;45;0;0;3;3;5;1;2320841,2;A
2021;65641;2024;PRD;195456;2378;21;0;0;3;3;5;1;1207260,25;A
2022;37695;2024;PRD;194000;9075;35;0;0;3;3;5;4;1197947,2;A
2023;84055;2024;PRD;271558;38941;55;0;0;3;3;5;1;1937980;A
2023;84055;2024;PRD;246517;38941;55;0;0;3;3;5;1;52480180;A
2021;65643;2024;PRD;139862;30521;20;21;0;3;3;5;1;5058973,7;A
2023;61477;2024;PRD;306341;16457;45;0;0;3;3;1;1;13660849,4;A
2021;32623;2024;PRD;289157;4849;29;0;0;3;3;3;4;4166250;A
2021;65645;2024;PRD;322640;7405;35;0;0;3;3;5;1;352273,78;A
2021;65645;2024;PRD;322640;16793;45;0;0;3;3;5;1;5579619,13;A
2021;65645;2024;PRD;322640;17002;50;0;0;3;3;5;1;193658,85;A
2021;65639;2024;PRD;286368;2319;21;0;0;3;3;5;1;5932495,81;A
2021;65639;2024;PRD;286368;20657;55;0;0;3;3;5;1;23739979,23;A
2021;65639;2024;PRD;286368;29458;45;0;210;3;3;5;1;182488,1;A
2021;65639;2024;PRD;286368;30521;20;21;0;3;3;5;1;1768085,08;A
2022;37695;2025;PRD;44892;7697;35;0;0;3;3;5;4;2033092,58;A
2020;46023;2021;PRD;202991;35420;26;26;0;3;3;1;4;8300911,77;A
2021;54979;2021;PRD;415753;44363;20;23;0;3;3;1;14;153077,8;A
2022;37695;2025;PRD;179811;7697;35;0;0;3;3;5;4;524101,9;A
2021;65643;2025;PRD;166677;2022;9;0;0;3;3;5;1;35420;A
2021;65643;2025;PRD;166677;17440;50;0;0;3;3;5;1;201304,38;A
2021;65643;2025;PRD;166677;33743;20;28;0;3;3;5;1;108377,5;A
2021;65641;2025;PRD;167236;24179;60;0;0;3;3;5;4;566720;A
2021;65641;2025;PRD;167236;25585;75;0;0;3;3;5;4;4196064,38;A
2023;84056;2024;PRD;116796;38941;55;0;0;3;3;5;1;53148000;A
2021;65638;2024;PRD;89429;16793;45;0;0;3;3;5;1;2920419,14;A
2021;65638;2024;PRD;89431;2319;21;0;0;3;3;5;1;2559683,8;A
2021;65638;2024;PRD;89431;29466;45;0;210;3;3;5;1;770074,95;A
2021;65638;2024;PRD;89431;30385;20;21;0;3;3;5;1;121027,8;A
2021;65644;2024;PRD;100385;37497;50;0;513;3;3;5;1;19323475,58;A
2021;65644;2024;PRD;100385;38305;60;0;602;3;3;5;1;4361713,88;A
2021;65638;2025;PRD;172584;26473;20;21;0;3;3;5;1;685968,76;A
2024;62072;2025;PRD;178650;6338;29;0;0;3;3;1;4;100285339,6;A
2021;65643;2024;PRD;100876;2655;21;0;0;3;3;5;1;1647089,34;A
2021;65643;2024;PRD;100876;13407;40;0;0;3;3;5;1;12708,2;A
2021;65639;2024;PRD;100885;2655;21;0;0;3;3;5;1;34817685,52;A
2021;65639;2024;PRD;100885;20657;55;0;0;3;3;5;1;23739979,23;A
2021;65639;2024;PRD;100885;36554;20;28;0;3;3;5;1;73555,11;A
2021;65645;2024;PRD;105304;4921;29;0;0;3;3;5;1;7585802,08;A
2021;65645;2024;PRD;105304;34217;21;0;270;3;3;5;1;556067,83;A
2021;65639;2024;PRD;313471;20657;55;0;0;3;3;5;1;836910,76;A
2021;65638;2024;PRD;323932;2655;21;0;0;3;3;5;1;1137941,42;A
2021;65638;2024;PRD;324293;2319;21;0;0;3;3;5;1;2487009;A
2021;65638;2024;PRD;324293;13407;40;0;0;3;3;5;1;171628,86;A
2021;65640;2024;PRD;324309;30385;20;21;0;3;3;5;1;241228,3;A
2021;65639;2024;PRD;313373;2655;21;0;0;3;3;5;1;34817685,52;A
2021;65639;2024;PRD;313373;6338;31;0;0;3;3;5;1;15780,6;A
2021;65639;2024;PRD;313373;36554;20;28;0;3;3;5;1;73555,11;A
2021;65641;2024;PRD;313479;30521;20;21;0;3;3;5;1;182884,5;A
2021;65643;2024;PRD;324324;13407;40;0;0;3;3;5;1;12708,2;A
2021;65642;2024;PRD;333522;2319;21;0;0;3;3;5;1;4010781,2;A
2021;65642;2024;PRD;333522;36554;20;28;0;3;3;5;1;37381,3;A
2023;84680;2024;PRD;281890;38941;55;0;0;3;3;5;1;1233400;A
2021;32565;2024;PRD;289505;4849;29;0;0;3;3;3;4;5857519,79;A
2021;65645;2024;PRD;297153;4921;29;0;0;3;3;5;1;7585802,08;A
2023;84056;2025;PRD;182864;22183;55;0;0;3;3;5;1;100699000;A
2021;32662;2025;PRD;181563;6340;29;0;0;3;3;1;4;44668,91;A
2021;65640;2024;PRD;100789;2319;21;0;0;3;3;5;1;2633102,36;A
2021;65640;2024;PRD;100789;34217;21;0;270;3;3;5;1;486374;A
2021;65641;2024;PRD;100793;13407;40;0;0;3;3;5;1;1607634,66;A
2021;65641;2024;PRD;100793;29466;45;0;210;3;3;5;1;173161,45;A
2021;65638;2024;PRD;100799;39274;45;0;0;3;3;5;1;60496;A
2022;37659;2024;PRD;90331;8327;35;0;0;3;3;5;4;2529760,08;A
2023;84680;2024;PRD;322180;38941;55;0;0;3;3;5;1;61961200;A
2021;65640;2024;PRD;286114;4921;29;0;0;3;3;5;1;13884803,33;A
2021;65640;2024;PRD;286114;16960;50;0;0;3;3;5;1;457390,52;A
2021;65644;2024;PRD;311218;7405;35;0;0;3;3;5;1;13094680,58;A
2021;65644;2024;PRD;311218;32310;20;24;0;3;3;5;1;285857;A
2021;65642;2024;PRD;295733;6338;31;0;0;3;3;5;1;29425,03;A
2021;65642;2024;PRD;295733;17002;50;0;0;3;3;5;1;990865,07;A
2021;65638;2024;PRD;330232;20652;55;0;0;3;3;5;1;3003000;A
2019;43545;2021;PRD;206315;5923;21;0;0;3;3;5;11;62279,8;A
2020;46005;2021;PRD;179185;35420;26;26;0;3;3;1;4;2984898,23;A
2020;46024;2021;PRD;174333;35420;26;26;0;3;3;1;4;5444424,54;A
2020;46037;2021;PRD;174436;35420;26;26;0;3;3;1;4;3261735,93;A
2021;65643;2022;PRD;264081;39394;45;0;0;3;3;5;15;813414,69;A
2021;65643;2022;PRD;264081;53292;28;0;0;3;3;5;4;85317,32;A
2021;65638;2022;PRD;264194;53294;20;23;0;3;3;5;14;201409,38;A
2020;46015;2022;PRD;287308;34055;26;26;0;3;3;1;4;5018673,12;A
2021;32623;2022;PRD;287329;34067;26;26;0;3;3;3;4;3030000;A
